305086,1,-7,-4,0.0ÿESP-ROM:esp32s3-20210327
Build:Mar 27 2021
rst:0x1 (POWERON),boot:0x8 (SPI_FAST_FLASH_BOOT)
SPIWP:0xee
mode:DIO, clock div:1
load:0x3fce2820,len:0x158c
load:0x403c8700,len:0xd24
load:0x403cb700,len:0x2f34
entry 0x403c8924
I (24) boot: ESP-IDF -128-NOTFOUND 2nd stage bootloader
I (25) boot: compile time Apr 20 2026 11:22:55
I (25) boot: Multicore bootloader
I (26) boot: chip revision: v0.2
I (28) boot: efuse block revision: v1.3
I (32) boot.esp32s3: Boot SPI Speed : 80MHz
I (36) boot.esp32s3: SPI Mode       : DIO
I (39) boot.esp32s3: SPI Flash Size : 8MB
I (43) boot: Enabling RNG early entropy source...
I (48) boot: Partition Table:
I (50) boot: ## Label            Usage          Type ST Offset   Length
I (57) boot:  0 nvs              WiFi data        01 02 00009000 00006000
I (63) boot:  1 phy_init         RF data          01 01 0000f000 00001000
I (70) boot:  2 factory          factory app      00 00 00010000 00100000
I (76) boot: End of partition table
I (80) esp_image: segment 0: paddr=00010020 vaddr=3c020020 size=0e844h ( 59460) map
I (97) esp_image: segment 1: paddr=0001e86c vaddr=3fc94e00 size=017ach (  6060) load
I (99) esp_image: segment 2: paddr=00020020 vaddr=42000020 size=1c788h (116616) map
I (122) esp_image: segment 3: paddr=0003c7b0 vaddr=3fc965ac size=015d4h (  5588) load
I (124) esp_image: segment 4: paddr=0003dd8c vaddr=40374000 size=10d20h ( 68896) load
I (141) esp_image: segment 5: paddr=0004eab4 vaddr=50000000 size=00020h (    32) load
I (148) boot: Loaded app from partition at offset 0x10000
I (148) boot: Disabling RNG early entropy source...
I (159) cpu_start: Multicore app
I (167) cpu_start: GPIO 44 and 43 are used as console UART I/O pins
I (168) cpu_start: Pro cpu start user code
I (168) cpu_start: cpu freq: 160000000 Hz
I (170) app_init: Application information:
I (173) app_init: Project name:     ESP32_IMU_setup_NEW
I (178) app_init: App version:      af12b68-dirty
I (183) app_init: Compile time:     Apr 27 2026 11:33:17
I (188) app_init: ELF file SHA256:  e2bc1d974...
I (192) app_init: ESP-IDF:          -128-NOTFOUND
I (197) efuse_init: Min chip rev:     v0.0
I (200) efuse_init: Max chip rev:     v0.99 
I (204) efuse_init: Chip rev:         v0.2
I (208) heap_init: Initializing. RAM available for dynamic allocation:
I (215) heap_init: At 3FC9E2D0 len 0004B440 (301 KiB): RAM
I (220) heap_init: At 3FCE9710 len 00005724 (21 KiB): RAM
I (225) heap_init: At 3FCF0000 len 00008000 (32 KiB): DRAM
I (230) heap_init: At 600FE000 len 00001FE8 (7 KiB): RTCRAM
I (236) spi_flash: detected chip: gd
I (239) spi_flash: flash io: dio
I (242) sleep_gpio: Configure to isolate all GPIO pins in sleep state
I (248) sleep_gpio: Enable automatic switching of GPIO sleep configuration
I (255) coexist: coex firmware version: 7260f71
I (259) coexist: coexist rom version e7ae62f
I (263) main_task: Started on CPU0
I (286) main_task: Calling app_main()
I (286) MAIN: Starter IMU drift-test
I (3560) main_task: Returned from app_main()
t_us,gx_raw,gy_raw,gz_raw,gx_corr,gy_corr,gz_corr
4631193,0,-8,-4,-0.022217,-0.011353,0.003052
4635182,0,-5,-3,-0.022217,0.171753,0.064087
4639101,2,-7,-3,0.099854,0.049683,0.064087
4642907,0,-8,-4,-0.022217,-0.011353,0.003052
4646904,0,-7,-3,-0.022217,0.049683,0.064087
4650814,0,-7,-3,-0.022217,0.049683,0.064087
4654715,1,-8,-6,0.038818,-0.011353,-0.119019
4658704,1,-10,-4,0.038818,-0.133423,0.003052
4662701,1,-8,-3,0.038818,-0.011353,0.064087
4666603,2,-6,-3,0.099854,0.110718,0.064087
4670426,2,-6,-3,0.099854,0.110718,0.064087
4674241,-1,-7,-3,-0.083252,0.049683,0.064087
4678237,-1,-5,-4,-0.083252,0.171753,0.003052
4682226,2,-7,-3,0.099854,0.049683,0.064087
4686049,2,-7,-3,0.099854,0.049683,0.064087
4689865,1,-9,-2,0.038818,-0.072388,0.125122
4693774,2,-9,-3,0.099854,-0.072388,0.064087
4697676,0,-5,-4,-0.022217,0.171753,0.003052
4701586,-1,-7,-4,-0.083252,0.049683,0.003052
4705575,-1,-7,-4,-0.083252,0.049683,0.003052
4709571,1,-11,-3,0.038818,-0.194458,0.064087
4713560,0,-6,-2,-0.022217,0.110718,0.125122
4717470,0,-9,-3,-0.022217,-0.072388,0.064087
4721459,0,-10,-5,-0.022217,-0.133423,-0.057983
4725629,0,-10,-5,-0.022217,-0.133423,-0.057983
4729791,1,-8,-1,0.038818,-0.011353,0.186157
4733701,0,-8,-1,-0.022217,-0.011353,0.186157
4737689,0,-8,-3,-0.022217,-0.011353,0.064087
4741686,3,-10,-1,0.160889,-0.133423,0.186157
4745675,-1,-9,-7,-0.083252,-0.072388,-0.180054
4749845,-1,-9,-7,-0.083252,-0.072388,-0.180054
4754007,-1,-8,-5,-0.083252,-0.011353,-0.057983
4758177,3,-11,-1,0.160889,-0.194458,0.186157
4762166,0,-10,-2,-0.022217,-0.133423,0.125122
4766249,0,-8,-6,-0.022217,-0.011353,-0.119019
4770325,1,-7,-5,0.038818,0.049683,-0.057983
4774235,1,-7,-5,0.038818,0.049683,-0.057983
4778137,1,-8,-3,0.038818,-0.011353,0.064087
4782046,2,-8,-5,0.099854,-0.011353,-0.057983
4786035,0,-9,-5,-0.022217,-0.072388,-0.057983
4790118,2,-10,-3,0.099854,-0.133423,0.064087
4794108,2,-10,-3,0.099854,-0.133423,0.064087
4798112,2,-7,-5,0.099854,0.049683,-0.057983
4802006,2,-5,-4,0.099854,0.171753,0.003052
4805828,1,-11,-3,0.038818,-0.194458,0.064087
4809824,1,-7,-3,0.038818,0.049683,0.064087
4813641,1,-7,-3,0.038818,0.049683,0.064087
4817456,1,-6,-4,0.038818,0.110718,0.003052
4821279,1,-9,-4,0.038818,-0.072388,0.003052
4825181,1,-7,-4,0.038818,0.049683,0.003052
4829003,1,-7,-4,0.038818,0.049683,0.003052
4832825,1,-5,-5,0.038818,0.171753,-0.057983
4836729,2,-7,-2,0.099854,0.049683,0.125122
4840544,-1,-8,-3,-0.083252,-0.011353,0.064087
4844627,-2,-7,-5,-0.144287,0.049683,-0.057983
4848703,-2,-7,-5,-0.144287,0.049683,-0.057983
4852786,3,-11,-4,0.160889,-0.194458,0.003052
4856775,2,-7,-4,0.099854,0.049683,0.003052
4860598,-1,-6,-7,-0.083252,0.110718,-0.180054
4864673,0,-8,-1,-0.022217,-0.011353,0.186157
4868670,0,-8,-1,-0.022217,-0.011353,0.186157
4872659,2,-10,0,0.099854,-0.133423,0.247192
4876569,1,-10,-5,0.038818,-0.133423,-0.057983
4880644,0,-8,-5,-0.022217,-0.011353,-0.057983
4884727,1,-9,-4,0.038818,-0.072388,0.003052
4888629,-1,-9,-6,-0.083252,-0.072388,-0.119019
4892799,-1,-9,-6,-0.083252,-0.072388,-0.119019
4896962,-1,-7,-5,-0.083252,0.049683,-0.057983
4901045,1,-7,-4,0.038818,0.049683,0.003052
4904860,-1,-9,-5,-0.083252,-0.072388,-0.057983
4909030,-1,-6,-7,-0.083252,0.110718,-0.180054
4913108,-1,-6,-7,-0.083252,0.110718,-0.180054
4917189,2,-8,-5,0.099854,-0.011353,-0.057983
4921178,0,-6,-2,-0.022217,0.110718,0.125122
4925097,-1,-7,-2,-0.083252,0.049683,0.125122
4929085,1,-8,-4,0.038818,-0.011353,0.003052
4932986,1,-8,-4,0.038818,-0.011353,0.003052
4936888,1,-8,-4,0.038818,-0.011353,0.003052
4940798,1,-9,-3,0.038818,-0.072388,0.064087
4944700,-1,-8,-5,-0.083252,-0.011353,-0.057983
4948870,1,-5,-5,0.038818,0.171753,-0.057983
4952772,-2,-7,-4,-0.144287,0.049683,0.003052
4956769,-2,-7,-4,-0.144287,0.049683,0.003052
4960757,-1,-6,-5,-0.083252,0.110718,-0.057983
4964841,2,-9,-4,0.099854,-0.072388,0.003052
4968743,1,-7,-5,0.038818,0.049683,-0.057983
4972652,2,-7,-3,0.099854,0.049683,0.064087
4976468,2,-7,-3,0.099854,0.049683,0.064087
4980290,2,-7,-3,0.099854,0.049683,0.064087
4984108,1,-5,-5,0.038818,0.171753,-0.057983
4988015,2,-5,-2,0.099854,0.171753,0.125122
4991832,2,-5,-2,0.099854,0.171753,0.125122
4995654,-1,-6,-4,-0.083252,0.110718,0.003052
4999642,1,-8,-5,0.038818,-0.011353,-0.057983
5003639,1,-8,-3,0.038818,-0.011353,0.064087
