ESP-ROM:esp32s3-20210327
Build:Mar 27 2021
rst:0x1 (POWERON),boot:0x8 (SPI_FAST_FLASH_BOOT)
SPIWP:0xee
mode:DIO, clock div:1
load:0x3fce2820,len:0x158c
load:0x403c8700,len:0xd24
load:0x403cb700,len:0x2f34
entry 0x403c8924
I (24) boot: ESP-IDF -128-NOTFOUND 2nd stage bootloader
I (25) boot: compile time Apr 20 2026 11:22:55
I (25) boot: Multicore bootloader
I (26) boot: chip revision: v0.2
I (28) boot: efuse block revision: v1.3
I (32) boot.esp32s3: Boot SPI Speed : 80MHz
I (36) boot.esp32s3: SPI Mode       : DIO
I (39) boot.esp32s3: SPI Flash Size : 8MB
I (43) boot: Enabling RNG early entropy source...
I (48) boot: Partition Table:
I (50) boot: ## Label            Usage          Type ST Offset   Length
I (57) boot:  0 nvs              WiFi data        01 02 00009000 00006000
I (63) boot:  1 phy_init         RF data          01 01 0000f000 00001000
I (70) boot:  2 factory          factory app      00 00 00010000 00100000
I (76) boot: End of partition table
I (80) esp_image: segment 0: paddr=00010020 vaddr=3c020020 size=0e844h ( 59460) map
I (97) esp_image: segment 1: paddr=0001e86c vaddr=3fc94e00 size=017ach (  6060) load
I (99) esp_image: segment 2: paddr=00020020 vaddr=42000020 size=1c788h (116616) map
I (122) esp_image: segment 3: paddr=0003c7b0 vaddr=3fc965ac size=015d4h (  5588) load
I (124) esp_image: segment 4: paddr=0003dd8c vaddr=40374000 size=10d20h ( 68896) load
I (141) esp_image: segment 5: paddr=0004eab4 vaddr=50000000 size=00020h (    32) load
I (148) boot: Loaded app from partition at offset 0x10000
I (148) boot: Disabling RNG early entropy source...
I (159) cpu_start: Multicore app
I (167) cpu_start: GPIO 44 and 43 are used as console UART I/O pins
I (168) cpu_start: Pro cpu start user code
I (168) cpu_start: cpu freq: 160000000 Hz
I (170) app_init: Application information:
I (173) app_init: Project name:     ESP32_IMU_setup_NEW
I (178) app_init: App version:      af12b68-dirty
I (183) app_init: Compile time:     Apr 27 2026 11:33:17
I (188) app_init: ELF file SHA256:  2c055be72...
I (192) app_init: ESP-IDF:          -128-NOTFOUND
I (197) efuse_init: Min chip rev:     v0.0
I (200) efuse_init: Max chip rev:     v0.99 
I (204) efuse_init: Chip rev:         v0.2
I (208) heap_init: Initializing. RAM available for dynamic allocation:
I (215) heap_init: At 3FC9E2D0 len 0004B440 (301 KiB): RAM
I (220) heap_init: At 3FCE9710 len 00005724 (21 KiB): RAM
I (225) heap_init: At 3FCF0000 len 00008000 (32 KiB): DRAM
I (230) heap_init: At 600FE000 len 00001FE8 (7 KiB): RTCRAM
I (236) spi_flash: detected chip: gd
I (239) spi_flash: flash io: dio
I (242) sleep_gpio: Configure to isolate all GPIO pins in sleep state
I (248) sleep_gpio: Enable automatic switching of GPIO sleep configuration
I (255) coexist: coex firmware version: 7260f71
I (259) coexist: coexist rom version e7ae62f
I (263) main_task: Started on CPU0
I (286) main_task: Calling app_main()
I (286) MAIN: Starter IMU drift-test
I (3560) main_task: Returned from app_main()
t_us,gx_raw,gy_raw,gz_raw,gx_corr,gy_corr,gz_corr
3825160,2,-7,-4,0.039185,0.036133,-0.000732
3826436,2,-7,-4,0.039185,0.036133,-0.000732
3827392,2,-7,-4,0.039185,0.036133,-0.000732
3830145,1,-7,-3,-0.021851,0.036133,0.060303
3834047,1,-9,-2,-0.021851,-0.085938,0.121338
3838050,-1,-10,-4,-0.143921,-0.146973,-0.000732
3842301,-1,-10,-4,-0.143921,-0.146973,-0.000732
3846553,0,-9,-5,-0.082886,-0.085938,-0.061768
3850627,3,-7,-5,0.100220,0.036133,-0.061768
3854545,2,-7,-4,0.039185,0.036133,-0.000732
3858439,-1,-6,-5,-0.143921,0.097168,-0.061768
3862520,2,-6,-6,0.039185,0.097168,-0.122803
3866422,2,-6,-6,0.039185,0.097168,-0.122803
3870332,2,-9,-5,0.039185,-0.085938,-0.061768
3874325,0,-9,-3,-0.082886,-0.085938,0.060303
3878329,1,-10,-3,-0.021851,-0.146973,0.060303
3882395,2,-6,-4,0.039185,0.097168,-0.000732
3886303,2,-6,-4,0.039185,0.097168,-0.000732
3890205,0,-5,-5,-0.082886,0.158203,-0.061768
3894201,3,-9,-1,0.100220,-0.085938,0.182373
3898110,3,-10,-3,0.100220,-0.146973,0.060303
3902119,2,-9,-3,0.039185,-0.085938,0.060303
3906005,2,-9,-3,0.039185,-0.085938,0.060303
3909921,1,-10,-3,-0.021851,-0.146973,0.060303
3913987,0,-6,-4,-0.082886,0.097168,-0.000732
3917986,2,-6,-7,0.039185,0.097168,-0.183838
3921885,0,-7,-3,-0.082886,0.036133,0.060303
3925795,0,-7,-3,-0.082886,0.036133,0.060303
3929697,1,-6,-3,-0.021851,0.097168,0.060303
3933608,3,-9,-4,0.100220,-0.085938,-0.000732
3937600,0,-7,-3,-0.082886,0.036133,0.060303
3941515,1,-7,-4,-0.021851,0.036133,-0.000732
3945496,1,-7,-4,-0.021851,0.036133,-0.000732
3949491,0,-8,-2,-0.082886,-0.024902,0.121338
3953480,1,-6,-3,-0.021851,0.097168,0.060303
3957389,0,-8,-5,-0.082886,-0.024902,-0.061768
3961465,0,-8,-3,-0.082886,-0.024902,0.060303
3965462,0,-8,-3,-0.082886,-0.024902,0.060303
3969450,2,-9,-2,0.039185,-0.085938,0.121338
3973362,3,-7,-3,0.100220,0.036133,0.060303
3977184,2,-6,-1,0.039185,0.097168,0.182373
3981001,3,-9,-4,0.100220,-0.085938,-0.000732
3984989,3,-9,-4,0.100220,-0.085938,-0.000732
3988993,1,-8,-2,-0.021851,-0.024902,0.121338
3992974,1,-8,-3,-0.021851,-0.024902,0.060303
3996969,4,-10,-2,0.161255,-0.146973,0.121338
4000957,1,-9,-1,-0.021851,-0.085938,0.182373
4004956,1,-9,-1,-0.021851,-0.085938,0.182373
4008951,0,-9,-5,-0.082886,-0.085938,-0.061768
4013031,0,-8,-6,-0.082886,-0.024902,-0.122803
4017117,0,-9,-4,-0.082886,-0.085938,-0.000732
4021187,-1,-9,-5,-0.143921,-0.085938,-0.061768
4025361,2,-7,-5,0.039185,0.036133,-0.061768
4029260,2,-7,-5,0.039185,0.036133,-0.061768
4033159,2,-7,-2,0.039185,0.036133,0.121338
4036982,1,-8,-3,-0.021851,-0.024902,0.060303
4040971,1,-10,-4,-0.021851,-0.146973,-0.000732
4045141,1,-6,-5,-0.021851,0.097168,-0.061768
4049130,1,-6,-5,-0.021851,0.097168,-0.061768
4053126,0,-8,-7,-0.082886,-0.024902,-0.183838
4057202,3,-9,-5,0.100220,-0.085938,-0.061768
4061200,3,-9,-5,0.100220,-0.085938,-0.061768
4065196,1,-8,-3,-0.021851,-0.024902,0.060303
4069186,1,-8,-3,-0.021851,-0.024902,0.060303
4073172,0,-10,-5,-0.082886,-0.146973,-0.061768
4077351,3,-6,-2,0.100220,0.097168,0.121338
4081158,0,-6,-4,-0.082886,0.097168,-0.000732
4085154,3,-9,-4,0.100220,-0.085938,-0.000732
4089145,3,-9,-4,0.100220,-0.085938,-0.000732
4093150,2,-10,-4,0.039185,-0.146973,-0.000732
4097217,1,-9,-5,-0.021851,-0.085938,-0.061768
4101301,1,-9,-5,-0.021851,-0.085938,-0.061768
4105383,1,-11,-3,-0.021851,-0.208008,0.060303
4109460,0,-9,-4,-0.082886,-0.085938,-0.000732
4113535,0,-9,-4,-0.082886,-0.085938,-0.000732
4117626,1,-8,-4,-0.021851,-0.024902,-0.000732
4121694,2,-9,-4,0.039185,-0.085938,-0.000732
4125691,1,-8,-3,-0.021851,-0.024902,0.060303
4129686,0,-6,-3,-0.082886,0.097168,0.060303
4133590,0,-6,-3,-0.082886,0.097168,0.060303
4137489,2,-8,-4,0.039185,-0.024902,-0.000732
4141486,2,-9,-6,0.039185,-0.085938,-0.122803
4145476,1,-6,-6,-0.021851,0.097168,-0.122803
4149481,1,-9,-2,-0.021851,-0.085938,0.121338
4153464,1,-9,-2,-0.021851,-0.085938,0.121338
4157466,-1,-8,-2,-0.143921,-0.024902,0.121338
4161532,0,-10,-3,-0.082886,-0.146973,0.060303
4165618,0,-7,-6,-0.082886,0.036133,-0.122803
4169604,0,-7,-3,-0.082886,0.036133,0.060303
4173514,0,-9,-4,-0.082886,-0.085938,-0.000732
4177592,0,-9,-4,-0.082886,-0.085938,-0.000732
4181682,1,-7,-4,-0.021851,0.036133,-0.000732
4185663,3,-5,-5,0.100220,0.158203,-0.061768
4189571,1,-8,-7,-0.021851,-0.024902,-0.183838
4193647,0,-8,-5,-0.082886,-0.024902,-0.061768
4197730,0,-8,-5,-0.082886,-0.024902,-0.061768
4201814,-1,-6,-3,-0.143921,0.097168,0.060303
4205810,-2,-7,-5,-0.204956,0.036133,-0.061768
4209877,-1,-8,-4,-0.143921,-0.024902,-0.000732
4214048,1,-8,-5,-0.021851,-0.024902,-0.061768
4218123,1,-10,-3,-0.021851,-0.146973,0.060303
4222207,1,-10,-3,-0.021851,-0.146973,0.060303
4226282,1,-8,-4,-0.021851,-0.024902,-0.000732
4230366,2,-5,-4,0.039185,0.158203,-0.000732
4234267,1,-9,-3,-0.021851,-0.085938,0.060303
4238266,1,-10,-2,-0.021851,-0.146973,0.121338
4242356,1,-10,-3,-0.021851,-0.146973,0.060303
4246426,1,-10,-3,-0.021851,-0.146973,0.060303
4250499,1,-7,-2,-0.021851,0.036133,0.121338
4254408,-1,-2,-4,-0.143921,0.341309,-0.000732
4258484,0,-7,-5,-0.082886,0.036133,-0.061768
4262480,1,-8,-6,-0.021851,-0.024902,-0.122803
4266556,1,-8,-6,-0.021851,-0.024902,-0.122803
4270639,0,-6,-4,-0.082886,0.097168,-0.000732
4274628,3,-6,-3,0.100220,0.097168,0.060303
4278451,2,-8,-4,0.039185,-0.024902,-0.000732
4282440,-1,-8,-4,-0.143921,-0.024902,-0.000732
4286614,-1,-8,-4,-0.143921,-0.024902,-0.000732
4290772,-1,-7,-5,-0.143921,0.036133,-0.061768
4294856,2,-6,-5,0.039185,0.097168,-0.061768
4298758,2,-7,-4,0.039185,0.036133,-0.000732
4302667,1,-8,-4,-0.021851,-0.024902,-0.000732
4306743,0,-7,-4,-0.082886,0.036133,-0.000732
4310740,0,-7,-4,-0.082886,0.036133,-0.000732
4314728,3,-8,-3,0.100220,-0.024902,0.060303
4318638,3,-10,-2,0.100220,-0.146973,0.121338
4322627,2,-8,-4,0.039185,-0.024902,-0.000732
4326623,-1,-6,-5,-0.143921,0.097168,-0.061768
4330699,-1,-6,-5,-0.143921,0.097168,-0.061768
4334782,-1,-7,-2,-0.143921,0.036133,0.121338
4338771,2,-8,-1,0.039185,-0.024902,0.182373
4342681,1,-6,-6,-0.021851,0.097168,-0.122803
4346670,1,-8,-3,-0.021851,-0.024902,0.060303
4350666,1,-8,-3,-0.021851,-0.024902,0.060303
4354655,-1,-9,-3,-0.143921,-0.085938,0.060303
4358740,2,-9,-3,0.039185,-0.085938,0.060303
4362649,3,-6,-3,0.100220,0.097168,0.060303
4366466,2,-6,-4,0.039185,0.097168,-0.000732
4370365,2,-6,-4,0.039185,0.097168,-0.000732
4374275,0,-7,-6,-0.082886,0.036133,-0.122803
4378263,3,-8,-3,0.100220,-0.024902,0.060303
4382173,1,-8,-5,-0.021851,-0.024902,-0.061768
4386249,-1,-8,-5,-0.143921,-0.024902,-0.061768
4390419,2,-8,-2,0.039185,-0.024902,0.121338
4394321,2,-8,-2,0.039185,-0.024902,0.121338
4398231,2,-8,-2,0.039185,-0.024902,0.121338
4402133,3,-10,-3,0.100220,-0.146973,0.060303
4406129,2,-7,-3,0.039185,0.036133,0.060303
4409944,2,-7,-3,0.039185,0.036133,0.060303
4413767,2,-7,-1,0.039185,0.036133,0.182373
4417583,1,-9,-3,-0.021851,-0.085938,0.060303
4421581,1,-6,-5,-0.021851,0.097168,-0.061768
4425577,1,-8,-6,-0.021851,-0.024902,-0.122803
4429654,1,-8,-6,-0.021851,-0.024902,-0.122803
4433727,1,-7,-5,-0.021851,0.036133,-0.061768
4437723,3,-8,-4,0.100220,-0.024902,-0.000732
4441712,4,-10,-4,0.161255,-0.146973,-0.000732
4445795,2,-7,-4,0.039185,0.036133,-0.000732
4449697,3,-9,-2,0.100220,-0.085938,0.121338
4453610,3,-9,-2,0.100220,-0.085938,0.121338
4457518,3,-8,-3,0.100220,-0.024902,0.060303
4461422,2,-6,-6,0.039185,0.097168,-0.122803
4465321,0,-5,-2,-0.082886,0.158203,0.121338
