6396,-0.051147
8þESP-ROM:esp32s3-20210327
Build:Mar 27 2021
rst:0x1 (POWERON),boot:0x8 (SPI_FAST_FLASH_BOOT)
SPIWP:0xee
mode:DIO, clock div:1
load:0x3fce2820,len:0x158c
load:0x403c8700,len:0xd24
load:0x403cb700,len:0x2f34
entry 0x403c8924
I (24) boot: ESP-IDF -128-NOTFOUND 2nd stage bootloader
I (25) boot: compile time Apr 20 2026 11:22:55
I (25) boot: Multicore bootloader
I (26) boot: chip revision: v0.2
I (28) boot: efuse block revision: v1.3
I (32) boot.esp32s3: Boot SPI Speed : 80MHz
I (36) boot.esp32s3: SPI Mode       : DIO
I (39) boot.esp32s3: SPI Flash Size : 8MB
I (43) boot: Enabling RNG early entropy source...
I (48) boot: Partition Table:
I (50) boot: ## Label            Usage          Type ST Offset   Length
I (57) boot:  0 nvs              WiFi data        01 02 00009000 00006000
I (63) boot:  1 phy_init         RF data          01 01 0000f000 00001000
I (70) boot:  2 factory          factory app      00 00 00010000 00100000
I (76) boot: End of partition table
I (80) esp_image: segment 0: paddr=00010020 vaddr=3c020020 size=0e8a4h ( 59556) map
I (97) esp_image: segment 1: paddr=0001e8cc vaddr=3fc94e00 size=0174ch (  5964) load
I (99) esp_image: segment 2: paddr=00020020 vaddr=42000020 size=1c920h (117024) map
I (122) esp_image: segment 3: paddr=0003c948 vaddr=3fc9654c size=01634h (  5684) load
I (124) esp_image: segment 4: paddr=0003df84 vaddr=40374000 size=10d20h ( 68896) load
I (141) esp_image: segment 5: paddr=0004ecac vaddr=50000000 size=00020h (    32) load
I (148) boot: Loaded app from partition at offset 0x10000
I (148) boot: Disabling RNG early entropy source...
I (159) cpu_start: Multicore app
I (167) cpu_start: GPIO 44 and 43 are used as console UART I/O pins
I (168) cpu_start: Pro cpu start user code
I (168) cpu_start: cpu freq: 160000000 Hz
I (170) app_init: Application information:
I (174) app_init: Project name:     ESP32_IMU_setup_NEW
I (178) app_init: App version:      1f31e4c-dirty
I (183) app_init: Compile time:     May  4 2026 14:46:09
I (188) app_init: ELF file SHA256:  f766d0f00...
I (192) app_init: ESP-IDF:          -128-NOTFOUND
I (197) efuse_init: Min chip rev:     v0.0
I (201) efuse_init: Max chip rev:     v0.99 
I (205) efuse_init: Chip rev:         v0.2
I (208) heap_init: Initializing. RAM available for dynamic allocation:
I (215) heap_init: At 3FC9E2D0 len 0004B440 (301 KiB): RAM
I (220) heap_init: At 3FCE9710 len 00005724 (21 KiB): RAM
I (225) heap_init: At 3FCF0000 len 00008000 (32 KiB): DRAM
I (230) heap_init: At 600FE000 len 00001FE8 (7 KiB): RTCRAM
I (236) spi_flash: detected chip: gd
I (239) spi_flash: flash io: dio
I (242) sleep_gpio: Configure to isolate all GPIO pins in sleep state
I (248) sleep_gpio: Enable automatic switching of GPIO sleep configuration
I (255) coexist: coex firmware version: 7260f71
I (259) coexist: coexist rom version e7ae62f
I (263) main_task: Started on CPU0
I (286) main_task: Calling app_main()
I (286) MAIN: Starter IMU drift-test
I (3560) main_task: Returned from app_main()
t_us,ax_raw,ay_raw,az_raw,ax_corr,ay_corr,az_corr,acc_mag,acc_dynamic,gx_raw,gy_raw,gz_raw,gx_corr,gy_corr,gz_corr
181124147,12879,-424,-10108,0.076730,-0.015519,9.750300,9.750614,-0.059386,0,-8,-2,-0.018311,-0.066895,0.129761
181133949,12891,-382,-10083,0.083916,0.009629,9.765269,9.765635,-0.044366,0,-9,-4,-0.018311,-0.127930,0.007690
181143676,12876,-388,-10132,0.074934,0.006037,9.735930,9.736221,-0.073779,1,-7,-4,0.042725,-0.005859,0.007690
181153305,12864,-421,-10085,0.067749,-0.013722,9.764072,9.764318,-0.045683,-1,-6,-2,-0.079346,0.055176,0.129761
181163118,12869,-404,-10124,0.070743,-0.003543,9.740721,9.740978,-0.069022,2,-9,-5,0.103760,-0.127930,-0.053345
181172921,12892,-414,-10132,0.084514,-0.009531,9.735930,9.736302,-0.073698,2,-9,-3,0.103760,-0.127930,0.068726
181182648,12893,-403,-10064,0.085113,-0.002945,9.776646,9.777017,-0.032984,1,-7,-3,0.042725,-0.005859,0.068726
181192363,12902,-365,-10081,0.090502,0.019808,9.766466,9.766906,-0.043095,1,-7,-1,0.042725,-0.005859,0.190796
181202003,12895,-427,-10116,0.086310,-0.017315,9.745510,9.745908,-0.064093,0,-8,-4,-0.018311,-0.066895,0.007690
181211812,12849,-434,-10111,0.058768,-0.021506,9.748505,9.748705,-0.061296,-2,-7,-2,-0.140381,-0.005859,0.129761
181221706,12871,-401,-10122,0.071940,-0.001747,9.741918,9.742184,-0.067817,2,-7,-2,0.103760,-0.005859,0.129761
181231422,12908,-382,-10107,0.094094,0.009629,9.750899,9.751358,-0.058642,1,-7,-3,0.042725,-0.005859,0.068726
181241071,12866,-381,-10083,0.068947,0.010228,9.765269,9.765518,-0.044482,0,-6,-1,-0.018311,0.055176,0.190796
181250691,12879,-414,-10088,0.076730,-0.009531,9.762276,9.762582,-0.047419,-1,-7,-3,-0.079346,-0.005859,0.068726
181260592,12853,-414,-10104,0.061163,-0.009531,9.752695,9.752892,-0.057109,-1,-7,-4,-0.079346,-0.005859,0.007690
181270481,12846,-402,-10095,0.056972,-0.002346,9.758084,9.758251,-0.051749,0,-7,-3,-0.018311,-0.005859,0.068726
181280294,12894,-405,-10091,0.085712,-0.004142,9.760479,9.760857,-0.049144,0,-8,-3,-0.018311,-0.066895,0.068726
181290106,12880,-380,-10082,0.077329,0.010827,9.765868,9.766180,-0.043820,0,-8,-1,-0.018311,-0.066895,0.190796
181299828,12910,-383,-10118,0.095292,0.009030,9.744312,9.744782,-0.065218,2,-6,-5,0.103760,0.055176,-0.053345
181309452,12878,-380,-10107,0.076132,0.010827,9.750899,9.751203,-0.058798,-1,-7,-2,-0.079346,-0.005859,0.129761
181319266,12897,-355,-10131,0.087508,0.025796,9.736528,9.736956,-0.073045,0,-8,-3,-0.018311,-0.066895,0.068726
181328982,12864,-419,-10129,0.067749,-0.012525,9.737726,9.737969,-0.072031,1,-6,-1,0.042725,0.055176,0.190796
181338622,12905,-416,-10088,0.092298,-0.010729,9.762276,9.762718,-0.047282,-1,-6,-2,-0.079346,0.055176,0.129761
181348424,12927,-384,-10102,0.105471,0.008432,9.753893,9.754467,-0.055533,1,-6,-8,0.042725,0.055176,-0.236450
181358073,12892,-417,-10062,0.084514,-0.011327,9.777843,9.778215,-0.031785,1,-9,-2,0.042725,-0.127930,0.129761
181367780,12892,-390,-10084,0.084514,0.004839,9.764670,9.765038,-0.044963,1,-6,-4,0.042725,0.055176,0.007690
181377333,12889,-422,-10089,0.082718,-0.014321,9.761677,9.762038,-0.047962,1,-8,-3,0.042725,-0.066895,0.068726
181387049,12896,-411,-10069,0.086909,-0.007735,9.773652,9.774042,-0.035958,0,-7,-3,-0.018311,-0.005859,0.068726
181396863,12884,-424,-10094,0.079724,-0.015519,9.758683,9.759021,-0.050980,0,-7,-4,-0.018311,-0.005859,0.007690
181406665,12873,-406,-10120,0.073138,-0.004741,9.743115,9.743391,-0.066609,1,-7,-2,0.042725,-0.005859,0.129761
181416392,12880,-392,-10077,0.077329,0.003642,9.768862,9.769169,-0.040832,1,-6,-4,0.042725,0.055176,0.007690
181425934,12859,-399,-10117,0.064755,-0.000550,9.744911,9.745127,-0.064874,2,-8,-5,0.103760,-0.066895,-0.053345
181435747,12881,-382,-10103,0.077928,0.009629,9.753294,9.753611,-0.056390,0,-8,-6,-0.018311,-0.066895,-0.114380
181445550,12896,-386,-10117,0.086909,0.007234,9.744911,9.745301,-0.064699,-1,-8,-1,-0.079346,-0.066895,0.190796
181455364,12830,-391,-10106,0.047391,0.004240,9.751497,9.751614,-0.058387,0,-6,-3,-0.018311,0.055176,0.068726
181464992,12898,-423,-10109,0.088107,-0.014920,9.749701,9.750112,-0.059889,0,-8,-4,-0.018311,-0.066895,0.007690
181474814,12918,-398,-10141,0.100082,0.000049,9.730541,9.731056,-0.078944,2,-8,-6,0.103760,-0.066895,-0.114380
181484522,12892,-384,-10126,0.084514,0.008432,9.739523,9.739894,-0.070107,-2,-6,-4,-0.140381,0.055176,0.007690
181494248,12920,-409,-10119,0.101279,-0.006537,9.743714,9.744243,-0.065758,-1,-8,-3,-0.079346,-0.066895,0.068726
181504138,12880,-392,-10130,0.077329,0.003642,9.737127,9.737435,-0.072565,-1,-6,-5,-0.079346,0.055176,-0.053345
181513951,12883,-400,-10110,0.079125,-0.001148,9.749104,9.749425,-0.060575,1,-5,-4,0.042725,0.116211,0.007690
181523581,12891,-372,-10120,0.083916,0.015617,9.743115,9.743489,-0.066511,-2,-7,-1,-0.140381,-0.005859,0.190796
181533394,12872,-411,-10132,0.072539,-0.007735,9.735930,9.736204,-0.073796,1,-8,-3,0.042725,-0.066895,0.068726
181543109,12900,-379,-10126,0.089304,0.011425,9.739523,9.739939,-0.070062,0,-8,-3,-0.018311,-0.066895,0.068726
181552837,12865,-380,-10110,0.068348,0.010827,9.749104,9.749350,-0.060651,1,-6,-4,0.042725,0.055176,0.007690
181562378,12872,-407,-10095,0.072539,-0.005340,9.758084,9.758355,-0.051645,-2,-8,-3,-0.140381,-0.066895,0.068726
181572279,12872,-419,-10121,0.072539,-0.012525,9.742517,9.742794,-0.067206,-1,-5,-4,-0.079346,0.116211,0.007690
181582090,12904,-395,-10128,0.091699,0.001845,9.738325,9.738757,-0.071243,-1,-8,-2,-0.079346,-0.066895,0.129761
181591895,12851,-382,-10105,0.059965,0.009629,9.752096,9.752285,-0.057715,1,-7,-3,0.042725,-0.005859,0.068726
181601524,12877,-428,-10112,0.075533,-0.017914,9.747906,9.748215,-0.061786,1,-7,-4,0.042725,-0.005859,0.007690
181611251,12892,-402,-10122,0.084514,-0.002346,9.741918,9.742285,-0.067716,1,-8,-1,0.042725,-0.066895,0.190796
181620966,12880,-385,-10096,0.077329,0.007833,9.757485,9.757795,-0.052205,2,-7,-5,0.103760,-0.005859,-0.053345
181630693,12866,-414,-10135,0.068947,-0.009531,9.734135,9.734384,-0.075617,0,-4,-4,-0.018311,0.177246,0.007690
181640409,12863,-381,-10091,0.067151,0.010228,9.760479,9.760715,-0.049285,1,-8,-1,0.042725,-0.066895,0.190796
181650049,12892,-417,-10122,0.084514,-0.011327,9.741918,9.742290,-0.067710,0,-7,-6,-0.018311,-0.005859,-0.114380
181659938,12867,-428,-10106,0.069545,-0.017914,9.751497,9.751761,-0.058239,-1,-5,-4,-0.079346,0.116211,0.007690
181669752,12924,-379,-10132,0.103674,0.011425,9.735930,9.736489,-0.073511,0,-8,-3,-0.018311,-0.066895,0.068726
181679468,12876,-410,-10103,0.074934,-0.007136,9.753294,9.753585,-0.056416,0,-9,-5,-0.018311,-0.127930,-0.053345
181689368,12907,-364,-10126,0.093495,0.020407,9.739523,9.739993,-0.070007,-1,-6,-4,-0.079346,0.055176,0.007690
181699093,12875,-400,-10113,0.074336,-0.001148,9.747307,9.747590,-0.062410,-1,-10,-3,-0.079346,-0.188965,0.068726
181709078,12905,-377,-10122,0.092298,0.012623,9.741918,9.742363,-0.067637,1,-5,-4,0.042725,0.116211,0.007690
181718613,12860,-370,-10121,0.065354,0.016814,9.742517,9.742750,-0.067250,1,-8,-5,0.042725,-0.066895,-0.053345
181728340,12861,-425,-10097,0.065953,-0.016117,9.756886,9.757122,-0.052878,2,-7,-3,0.103760,-0.005859,0.068726
181738055,12881,-402,-10131,0.077928,-0.002346,9.736528,9.736841,-0.073159,-1,-8,-3,-0.079346,-0.066895,0.068726
181747956,12875,-410,-10088,0.074336,-0.007136,9.762276,9.762561,-0.047440,-1,-5,-2,-0.079346,0.116211,0.129761
181757758,12868,-401,-10154,0.070144,-0.001747,9.722757,9.723010,-0.086990,3,-7,-3,0.164795,-0.005859,0.068726
181767485,12906,-403,-10108,0.092897,-0.002945,9.750300,9.750743,-0.059258,0,-8,-3,-0.018311,-0.066895,0.068726
181777287,12871,-386,-10089,0.071940,0.007234,9.761677,9.761945,-0.048056,2,-9,-2,0.103760,-0.127930,0.129761
181786927,12853,-375,-10102,0.061163,0.013820,9.753893,9.754094,-0.055906,1,-10,-3,0.042725,-0.188965,0.068726
181796643,12842,-387,-10092,0.054576,0.006635,9.759880,9.760035,-0.049966,1,-6,-4,0.042725,0.055176,0.007690
181806196,12885,-399,-10112,0.080323,-0.000550,9.747906,9.748237,-0.061764,-2,-6,-4,-0.140381,0.055176,0.007690
181815999,12898,-416,-10152,0.088107,-0.010729,9.723955,9.724360,-0.085640,2,-7,-3,0.103760,-0.005859,0.068726
181825726,12883,-358,-10100,0.079125,0.023999,9.755091,9.755441,-0.054560,-1,-5,-3,-0.079346,0.116211,0.068726
181835441,12870,-398,-10142,0.071342,0.000049,9.729942,9.730204,-0.079797,3,-7,-1,0.164795,-0.005859,0.190796
181845090,12892,-385,-10085,0.084514,0.007833,9.764072,9.764441,-0.045559,1,-8,-2,0.042725,-0.066895,0.129761
181854710,12890,-413,-10088,0.083317,-0.008932,9.762276,9.762635,-0.047365,4,-10,0,0.225830,-0.188965,0.251831
181864437,12847,-416,-10116,0.057570,-0.010729,9.745510,9.745687,-0.064314,0,-8,-1,-0.018311,-0.066895,0.190796
181874240,12866,-409,-10106,0.068947,-0.006537,9.751497,9.751743,-0.058257,1,-5,-2,0.042725,0.116211,0.129761
181883879,12882,-421,-10119,0.078526,-0.013722,9.743714,9.744040,-0.065960,1,-5,0,0.042725,0.116211,0.251831
181893422,12894,-420,-10091,0.085712,-0.013124,9.760479,9.760864,-0.049136,0,-7,-3,-0.018311,-0.005859,0.068726
181903235,12886,-401,-10081,0.080922,-0.001747,9.766466,9.766802,-0.043199,-2,-7,-4,-0.140381,-0.005859,0.007690
181913125,12843,-396,-10107,0.055175,0.001247,9.750899,9.751056,-0.058945,1,-8,-2,0.042725,-0.066895,0.129761
181922765,12914,-420,-10125,0.097687,-0.013124,9.740122,9.740621,-0.069380,2,-8,-3,0.103760,-0.066895,0.068726
181932480,12855,-379,-10086,0.062360,0.011425,9.763474,9.763680,-0.046321,1,-7,-5,0.042725,-0.005859,-0.053345
181942207,12877,-400,-10079,0.075533,-0.001148,9.767664,9.767956,-0.042045,3,-8,-3,0.164795,-0.066895,0.068726
181951923,12898,-399,-10115,0.088107,-0.000550,9.746109,9.746508,-0.063493,-1,-6,-2,-0.079346,0.055176,0.129761
181961737,12867,-419,-10068,0.069545,-0.012525,9.774250,9.774506,-0.035495,0,-7,-5,-0.018311,-0.005859,-0.053345
181971626,12860,-418,-10163,0.065354,-0.011926,9.717369,9.717596,-0.092404,3,-7,-4,0.164795,-0.005859,0.007690
181981359,12893,-413,-10072,0.085113,-0.008932,9.771855,9.772230,-0.037770,-1,-6,-1,-0.079346,0.055176,0.190796
181991155,12856,-418,-10083,0.062959,-0.011926,9.765269,9.765479,-0.044521,-3,-8,-4,-0.201416,-0.066895,0.007690
182001055,12894,-414,-10130,0.085712,-0.009531,9.737127,9.737509,-0.072492,1,-7,-4,0.042725,-0.005859,0.007690
182010771,12894,-398,-10124,0.085712,0.000049,9.740721,9.741097,-0.068903,0,-6,-2,-0.018311,0.055176,0.129761
182020411,12879,-400,-10111,0.076730,-0.001148,9.748505,9.748807,-0.061193,-1,-8,-3,-0.079346,-0.066895,0.068726
182030300,12898,-413,-10112,0.088107,-0.008932,9.747906,9.748308,-0.061692,1,-6,-6,0.042725,0.055176,-0.114380
182040027,12874,-375,-10110,0.073737,0.013820,9.749104,9.749393,-0.060608,0,-6,-5,-0.018311,0.055176,-0.053345
182049743,12872,-439,-10126,0.072539,-0.024500,9.739523,9.739823,-0.070177,0,-9,-5,-0.018311,-0.127930,-0.053345
182059643,12872,-382,-10097,0.072539,0.009629,9.756886,9.757161,-0.052839,1,-7,-3,0.042725,-0.005859,0.068726
182069272,12891,-437,-10116,0.083916,-0.023302,9.745510,9.745899,-0.064101,0,-6,-2,-0.018311,0.055176,0.129761
182078999,12901,-428,-10087,0.089903,-0.017914,9.762875,9.763305,-0.046696,1,-10,-2,0.042725,-0.188965,0.129761
182088810,12875,-393,-10135,0.074336,0.003043,9.734135,9.734419,-0.075582,0,-8,-6,-0.018311,-0.066895,-0.114380
182098615,12876,-394,-10078,0.074934,0.002444,9.768263,9.768551,-0.041450,1,-9,-1,0.042725,-0.127930,0.190796
182108244,12893,-401,-10107,0.085113,-0.001747,9.750899,9.751271,-0.058729,1,-5,-3,0.042725,0.116211,0.068726
182117884,12893,-404,-10089,0.085113,-0.003543,9.761677,9.762049,-0.047952,2,-7,-2,0.103760,-0.005859,0.129761
182127600,12890,-412,-10051,0.083317,-0.008334,9.784430,9.784788,-0.025212,-1,-9,-2,-0.079346,-0.127930,0.129761
182137500,12882,-404,-10110,0.078526,-0.003543,9.749104,9.749420,-0.060580,1,-8,-3,0.042725,-0.066895,0.068726
182147216,12903,-415,-10142,0.091101,-0.010130,9.729942,9.730374,-0.079626,-1,-7,-4,-0.079346,-0.005859,0.007690
182157116,12886,-401,-10099,0.080922,-0.001747,9.755690,9.756025,-0.053975,0,-8,-3,-0.018311,-0.066895,0.068726
182166919,12899,-394,-10115,0.088706,0.002444,9.746109,9.746513,-0.063487,-2,-6,-3,-0.140381,0.055176,0.068726
182176646,12866,-418,-10127,0.068947,-0.011926,9.738924,9.739176,-0.070825,1,-7,-5,0.042725,-0.005859,-0.053345
182186448,12910,-398,-10090,0.095292,0.000049,9.761078,9.761543,-0.048457,0,-10,-2,-0.018311,-0.188965,0.129761
182196261,12888,-407,-10120,0.082119,-0.005340,9.743115,9.743464,-0.066537,0,-6,-4,-0.018311,0.055176,0.007690
182205977,12899,-436,-10117,0.088706,-0.022704,9.744911,9.745341,-0.064659,0,-5,-5,-0.018311,0.116211,-0.053345
182215791,12855,-375,-10102,0.062360,0.013820,9.753893,9.754102,-0.055899,0,-8,-2,-0.018311,-0.066895,0.129761
182225507,12907,-418,-10095,0.093495,-0.011926,9.758084,9.758539,-0.051461,2,-8,-5,0.103760,-0.066895,-0.053345
182235322,12897,-389,-10132,0.087508,0.005438,9.735930,9.736325,-0.073675,3,-7,1,0.164795,-0.005859,0.312866
182244863,12884,-391,-10103,0.079724,0.004240,9.753294,9.753621,-0.056379,0,-5,-4,-0.018311,0.116211,0.007690
182254502,12874,-403,-10118,0.073737,-0.002945,9.744312,9.744592,-0.065409,1,-7,-2,0.042725,-0.005859,0.129761
182264218,12877,-378,-10118,0.075533,0.012024,9.744312,9.744613,-0.065388,0,-8,-4,-0.018311,-0.066895,0.007690
182273945,12876,-436,-10087,0.074934,-0.022704,9.762875,9.763188,-0.046812,-2,-10,-2,-0.140381,-0.188965,0.129761
182283921,12885,-390,-10100,0.080323,0.004839,9.755091,9.755423,-0.054578,0,-9,-2,-0.018311,-0.127930,0.129761
182293648,12897,-418,-10132,0.087508,-0.011926,9.735930,9.736331,-0.073669,2,-9,-2,0.103760,-0.127930,0.129761
182303363,12894,-397,-10115,0.085712,0.000648,9.746109,9.746486,-0.063515,1,-9,-5,0.042725,-0.127930,-0.053345
182313099,12890,-385,-10109,0.083317,0.007833,9.749701,9.750061,-0.059939,0,-6,-5,-0.018311,0.055176,-0.053345
182322813,12870,-390,-10121,0.071342,0.004839,9.742517,9.742779,-0.067222,0,-8,-1,-0.018311,-0.066895,0.190796
182332533,12893,-401,-10131,0.085113,-0.001747,9.736528,9.736900,-0.073100,0,-7,-3,-0.018311,-0.005859,0.068726
182342335,12891,-389,-10101,0.083916,0.005438,9.754492,9.754854,-0.055146,-1,-5,-5,-0.079346,0.116211,-0.053345
182352149,12875,-396,-10068,0.074336,0.001247,9.774250,9.774532,-0.035468,2,-8,-2,0.103760,-0.066895,0.129761
182361778,12886,-381,-10098,0.080922,0.010228,9.756289,9.756629,-0.053371,0,-7,-4,-0.018311,-0.005859,0.007690
182371505,12895,-361,-10090,0.086310,0.022203,9.761078,9.761485,-0.048515,1,-8,-5,0.042725,-0.066895,-0.053345
182381220,12899,-404,-10114,0.088706,-0.003543,9.746708,9.747112,-0.062888,0,-8,-3,-0.018311,-0.066895,0.068726
182391034,12884,-392,-10115,0.079724,0.003642,9.746109,9.746436,-0.063564,1,-7,-4,0.042725,-0.005859,0.007690
182400663,12856,-413,-10100,0.062959,-0.008932,9.755091,9.755298,-0.054703,-1,-8,-3,-0.079346,-0.066895,0.068726
182410563,12857,-405,-10134,0.063558,-0.004142,9.734733,9.734941,-0.075059,0,-7,-4,-0.018311,-0.005859,0.007690
182420366,12899,-382,-10143,0.088706,0.009629,9.729343,9.729753,-0.080248,0,-9,-3,-0.018311,-0.127930,0.068726
182430102,12850,-374,-10086,0.059367,0.014419,9.763474,9.763664,-0.046336,1,-6,-5,0.042725,0.055176,-0.053345
182439721,12915,-413,-10119,0.098286,-0.008932,9.743714,9.744214,-0.065786,-1,-7,-3,-0.079346,-0.005859,0.068726
182449622,12899,-456,-10111,0.088706,-0.034679,9.748505,9.748970,-0.061030,-2,-6,-4,-0.140381,0.055176,0.007690
182459424,12859,-407,-10105,0.064755,-0.005340,9.752096,9.752313,-0.057688,0,-9,-5,-0.018311,-0.127930,-0.053345
182469327,12870,-414,-10113,0.071342,-0.009531,9.747307,9.747572,-0.062428,1,-5,-2,0.042725,0.116211,0.129761
182478953,12891,-407,-10131,0.083916,-0.005340,9.736528,9.736892,-0.073109,-1,-8,-4,-0.079346,-0.066895,0.007690
182488854,12880,-418,-10108,0.077329,-0.011926,9.750300,9.750614,-0.059386,1,-9,-5,0.042725,-0.127930,-0.053345
182498656,12906,-410,-10126,0.092897,-0.007136,9.739523,9.739968,-0.070032,0,-8,-1,-0.018311,-0.066895,0.190796
182508470,12891,-390,-10119,0.083916,0.004839,9.743714,9.744077,-0.065924,-2,-6,-4,-0.140381,0.055176,0.007690
182518186,12928,-419,-10122,0.106070,-0.012525,9.741918,9.742503,-0.067497,-2,-7,-5,-0.140381,-0.005859,-0.053345
182528173,12884,-410,-10137,0.079724,-0.007136,9.732937,9.733266,-0.076735,0,-8,-4,-0.018311,-0.066895,0.007690
182537975,12904,-400,-10096,0.091699,-0.001148,9.757485,9.757916,-0.052084,-1,-2,-1,-0.079346,0.299316,0.190796
182547789,12879,-402,-10090,0.076730,-0.002346,9.761078,9.761379,-0.048621,1,-7,-2,0.042725,-0.005859,0.129761
182557505,12890,-415,-10110,0.083317,-0.010130,9.749104,9.749465,-0.060535,0,-10,-1,-0.018311,-0.188965,0.190796
182567405,12883,-384,-10087,0.079125,0.008432,9.762875,9.763199,-0.046802,0,-7,-3,-0.018311,-0.005859,0.068726
182577121,12883,-425,-10093,0.079125,-0.016117,9.759281,9.759615,-0.050385,1,-7,1,0.042725,-0.005859,0.312866
182586761,12907,-349,-10106,0.093495,0.029388,9.751497,9.751989,-0.058011,0,-7,-5,-0.018311,-0.005859,-0.053345
182596564,12875,-401,-10059,0.074336,-0.001747,9.779639,9.779922,-0.030079,3,-6,-5,0.164795,0.055176,-0.053345
182606290,12880,-420,-10107,0.077329,-0.013124,9.750899,9.751215,-0.058785,1,-6,-4,0.042725,0.055176,0.007690
182615919,12885,-387,-10098,0.080323,0.006635,9.756289,9.756621,-0.053379,1,-7,-3,0.042725,-0.005859,0.068726
182625559,12870,-380,-10117,0.071342,0.010827,9.744911,9.745178,-0.064822,0,-8,-5,-0.018311,-0.066895,-0.053345
182635361,12926,-416,-10080,0.104872,-0.010729,9.767065,9.767634,-0.042366,2,-7,-1,0.103760,-0.005859,0.190796
182645097,12869,-383,-10119,0.070743,0.009030,9.743714,9.743976,-0.066025,-1,-8,-4,-0.079346,-0.066895,0.007690
182654891,12894,-415,-10099,0.085712,-0.010130,9.755690,9.756071,-0.053929,1,-6,-4,0.042725,0.055176,0.007690
182664531,12856,-383,-10113,0.062959,0.009030,9.747307,9.747514,-0.062487,-3,-7,-5,-0.201416,-0.005859,-0.053345
182674420,12900,-390,-10108,0.089304,0.004839,9.750300,9.750710,-0.059290,2,-7,0,0.103760,-0.005859,0.251831
182683973,12853,-410,-10114,0.061163,-0.007136,9.746708,9.746902,-0.063098,1,-10,-1,0.042725,-0.188965,0.190796
182693776,12881,-401,-10079,0.077928,-0.001747,9.767664,9.767975,-0.042026,2,-9,-5,0.103760,-0.127930,-0.053345
182703590,12846,-393,-10106,0.056972,0.003043,9.751497,9.751664,-0.058336,2,-8,-2,0.103760,-0.066895,0.129761
182713218,12878,-439,-10134,0.076132,-0.024500,9.734733,9.735061,-0.074940,3,-8,-5,0.164795,-0.066895,-0.053345
182723032,12889,-377,-10125,0.082718,0.012623,9.740122,9.740481,-0.069519,0,-8,-3,-0.018311,-0.066895,0.068726
182732748,12876,-382,-10139,0.074934,0.009629,9.731739,9.732032,-0.077969,1,-5,-5,0.042725,0.116211,-0.053345
182742388,12912,-410,-10093,0.096489,-0.007136,9.759281,9.759761,-0.050240,0,-9,-5,-0.018311,-0.127930,-0.053345
182752277,12860,-415,-10110,0.065354,-0.010130,9.749104,9.749328,-0.060673,1,-5,-5,0.042725,0.116211,-0.053345
182762004,12907,-402,-10074,0.093495,-0.002346,9.770658,9.771106,-0.038895,0,-5,-4,-0.018311,0.116211,0.007690
182771719,12862,-386,-10106,0.066552,0.007234,9.751497,9.751727,-0.058273,2,-11,-1,0.103760,-0.250000,0.190796
182781446,12874,-394,-10100,0.073737,0.002444,9.755091,9.755369,-0.054631,-3,-5,-6,-0.201416,0.116211,-0.114380
182791249,12888,-434,-10109,0.082119,-0.021506,9.749701,9.750072,-0.059929,0,-7,-1,-0.018311,-0.005859,0.190796
182801071,12863,-383,-10086,0.067151,0.009030,9.763474,9.763709,-0.046291,-1,-7,-3,-0.079346,-0.005859,0.068726
182810865,12916,-396,-10085,0.098885,0.001247,9.764072,9.764573,-0.045427,0,-11,-1,-0.018311,-0.250000,0.190796
182820678,12893,-408,-10158,0.085113,-0.005939,9.720363,9.720737,-0.089263,-2,-7,-2,-0.140381,-0.005859,0.129761
182830568,12875,-417,-10076,0.074336,-0.011327,9.769461,9.769750,-0.040251,0,-8,-3,-0.018311,-0.066895,0.068726
182840381,12887,-400,-10123,0.081521,-0.001148,9.741320,9.741661,-0.068339,1,-7,-4,0.042725,-0.005859,0.007690
182850106,12884,-440,-10133,0.079724,-0.025099,9.735332,9.735690,-0.074310,1,-8,-2,0.042725,-0.066895,0.129761
182859828,12908,-379,-10114,0.094094,0.011425,9.746708,9.747169,-0.062832,3,-7,-3,0.164795,-0.005859,0.068726
182869453,12881,-404,-10131,0.077928,-0.003543,9.736528,9.736841,-0.073159,-1,-7,-3,-0.079346,-0.005859,0.068726
182879359,12895,-428,-10150,0.086310,-0.017914,9.725153,9.725553,-0.084448,0,-7,-4,-0.018311,-0.005859,0.007690
182889156,12874,-397,-10118,0.073737,0.000648,9.744312,9.744592,-0.065409,4,-9,-2,0.225830,-0.127930,0.129761
182898796,12894,-391,-10128,0.085712,0.004240,9.738325,9.738703,-0.071298,3,-8,-3,0.164795,-0.066895,0.068726
182908424,12869,-405,-10139,0.070743,-0.004142,9.731739,9.731997,-0.078004,2,-8,-5,0.103760,-0.066895,-0.053345
182918238,12900,-449,-10108,0.089304,-0.030487,9.750300,9.750757,-0.059243,0,-9,1,-0.018311,-0.127930,0.312866
182927954,12892,-355,-10135,0.084514,0.025796,9.734135,9.734535,-0.075465,-2,-6,-4,-0.140381,0.055176,0.007690
182937681,12883,-430,-10092,0.079125,-0.019111,9.759880,9.760220,-0.049781,2,-9,-3,0.103760,-0.127930,0.068726
182947396,12898,-379,-10106,0.088107,0.011425,9.751497,9.751902,-0.058099,1,-9,-3,0.042725,-0.127930,0.068726
182957036,12862,-428,-10095,0.066552,-0.017914,9.758084,9.758327,-0.051673,-2,-8,-4,-0.140381,-0.066895,0.007690
