6396,-0.051147
8þESP-ROM:esp32s3-20210327
Build:Mar 27 2021
rst:0x1 (POWERON),boot:0x8 (SPI_FAST_FLASH_BOOT)
SPIWP:0xee
mode:DIO, clock div:1
load:0x3fce2820,len:0x158c
load:0x403c8700,len:0xd24
load:0x403cb700,len:0x2f34
entry 0x403c8924
I (24) boot: ESP-IDF -128-NOTFOUND 2nd stage bootloader
I (25) boot: compile time Apr 20 2026 11:22:55
I (25) boot: Multicore bootloader
I (26) boot: chip revision: v0.2
I (28) boot: efuse block revision: v1.3
I (32) boot.esp32s3: Boot SPI Speed : 80MHz
I (36) boot.esp32s3: SPI Mode       : DIO
I (39) boot.esp32s3: SPI Flash Size : 8MB
I (43) boot: Enabling RNG early entropy source...
I (48) boot: Partition Table:
I (50) boot: ## Label            Usage          Type ST Offset   Length
I (57) boot:  0 nvs              WiFi data        01 02 00009000 00006000
I (63) boot:  1 phy_init         RF data          01 01 0000f000 00001000
I (70) boot:  2 factory          factory app      00 00 00010000 00100000
I (76) boot: End of partition table
I (80) esp_image: segment 0: paddr=00010020 vaddr=3c020020 size=0e8a4h ( 59556) map
I (97) esp_image: segment 1: paddr=0001e8cc vaddr=3fc94e00 size=0174ch (  5964) load
I (99) esp_image: segment 2: paddr=00020020 vaddr=42000020 size=1c920h (117024) map
I (122) esp_image: segment 3: paddr=0003c948 vaddr=3fc9654c size=01634h (  5684) load
I (124) esp_image: segment 4: paddr=0003df84 vaddr=40374000 size=10d20h ( 68896) load
I (141) esp_image: segment 5: paddr=0004ecac vaddr=50000000 size=00020h (    32) load
I (148) boot: Loaded app from partition at offset 0x10000
I (148) boot: Disabling RNG early entropy source...
I (159) cpu_start: Multicore app
I (167) cpu_start: GPIO 44 and 43 are used as console UART I/O pins
I (168) cpu_start: Pro cpu start user code
I (168) cpu_start: cpu freq: 160000000 Hz
I (170) app_init: Application information:
I (174) app_init: Project name:     ESP32_IMU_setup_NEW
I (178) app_init: App version:      1f31e4c-dirty
I (183) app_init: Compile time:     May  4 2026 14:46:09
I (188) app_init: ELF file SHA256:  f766d0f00...
I (192) app_init: ESP-IDF:          -128-NOTFOUND
I (197) efuse_init: Min chip rev:     v0.0
I (201) efuse_init: Max chip rev:     v0.99 
I (205) efuse_init: Chip rev:         v0.2
I (208) heap_init: Initializing. RAM available for dynamic allocation:
I (215) heap_init: At 3FC9E2D0 len 0004B440 (301 KiB): RAM
I (220) heap_init: At 3FCE9710 len 00005724 (21 KiB): RAM
I (225) heap_init: At 3FCF0000 len 00008000 (32 KiB): DRAM
I (230) heap_init: At 600FE000 len 00001FE8 (7 KiB): RTCRAM
I (236) spi_flash: detected chip: gd
I (239) spi_flash: flash io: dio
I (242) sleep_gpio: Configure to isolate all GPIO pins in sleep state
I (248) sleep_gpio: Enable automatic switching of GPIO sleep configuration
I (255) coexist: coex firmware version: 7260f71
I (259) coexist: coexist rom version e7ae62f
I (263) main_task: Started on CPU0
I (286) main_task: Calling app_main()
I (286) MAIN: Starter IMU drift-test
I (3560) main_task: Returned from app_main()
t_us,ax_raw,ay_raw,az_raw,ax_corr,ay_corr,az_corr,acc_mag,acc_dynamic,gx_raw,gy_raw,gz_raw,gx_corr,gy_corr,gz_corr
300651250,12888,-385,-10128,0.082119,0.007833,9.738325,9.738674,-0.071326,1,-9,-3,0.042725,-0.127930,0.068726
300660890,12888,-391,-10117,0.082119,0.004240,9.744911,9.745258,-0.064742,3,-7,-2,0.164795,-0.005859,0.129761
300670519,12879,-417,-10084,0.076730,-0.011327,9.764670,9.764978,-0.045022,4,-6,-3,0.225830,0.055176,0.068726
300680159,12867,-426,-10084,0.069545,-0.016716,9.764670,9.764933,-0.045068,1,-8,-3,0.042725,-0.066895,0.068726
300689874,12874,-383,-10126,0.073737,0.009030,9.739523,9.739806,-0.070194,1,-7,-1,0.042725,-0.005859,0.190796
300699514,12875,-395,-10124,0.074336,0.001845,9.740721,9.741005,-0.068995,-2,-6,-2,-0.140381,0.055176,0.129761
300709230,12876,-408,-10091,0.074934,-0.005939,9.760479,9.760769,-0.049232,2,-7,-3,0.103760,-0.005859,0.068726
300718957,12886,-381,-10125,0.080922,0.010228,9.740122,9.740463,-0.069537,1,-8,-5,0.042725,-0.066895,-0.053345
300728673,12884,-380,-10102,0.079724,0.010827,9.753893,9.754225,-0.055776,1,-9,-3,0.042725,-0.127930,0.068726
300738312,12880,-429,-10088,0.077329,-0.018512,9.762276,9.762600,-0.047400,3,-8,-4,0.164795,-0.066895,0.007690
300748028,12888,-428,-10132,0.082119,-0.017914,9.735930,9.736294,-0.073707,0,-8,-3,-0.018311,-0.066895,0.068726
300757842,12906,-383,-10065,0.092897,0.009030,9.776047,9.776492,-0.033508,2,-9,-2,0.103760,-0.127930,0.129761
300767471,12865,-395,-10093,0.068348,0.001845,9.759281,9.759521,-0.050480,3,-8,-4,0.164795,-0.066895,0.007690
300777113,12871,-405,-10071,0.071940,-0.004142,9.772454,9.772720,-0.037280,1,-10,-4,0.042725,-0.188965,0.007690
300786913,12871,-405,-10110,0.071940,-0.004142,9.749104,9.749370,-0.060631,0,-8,-3,-0.018311,-0.066895,0.068726
300796727,12885,-429,-10112,0.080323,-0.018512,9.747906,9.748255,-0.061746,1,-7,-3,0.042725,-0.005859,0.068726
300806443,12854,-388,-10095,0.061761,0.006037,9.758084,9.758282,-0.051719,4,-7,-3,0.225830,-0.005859,0.068726
300816091,12908,-391,-10104,0.094094,0.004240,9.752695,9.753150,-0.056850,1,-9,-4,0.042725,-0.127930,0.007690
300825711,12891,-411,-10123,0.083916,-0.007735,9.741320,9.741684,-0.068316,1,-7,-2,0.042725,-0.005859,0.129761
300835438,12901,-424,-10062,0.089903,-0.015519,9.777843,9.778269,-0.031732,0,-6,-6,-0.018311,0.055176,-0.114380
300845240,12872,-385,-10155,0.072539,0.007833,9.722158,9.722432,-0.087568,3,-7,-4,0.164795,-0.005859,0.007690
300854881,12892,-382,-10096,0.084514,0.009629,9.757485,9.757856,-0.052144,1,-9,-4,0.042725,-0.127930,0.007690
300864510,12893,-384,-10088,0.085113,0.008432,9.762276,9.762650,-0.047350,2,-8,-2,0.103760,-0.066895,0.129761
300874150,12873,-421,-10097,0.073138,-0.013722,9.756886,9.757170,-0.052831,1,-6,-4,0.042725,0.055176,0.007690
300883779,12896,-389,-10102,0.086909,0.005438,9.753893,9.754282,-0.055718,-1,-8,-5,-0.079346,-0.066895,-0.053345
300893679,12883,-392,-10078,0.079125,0.003642,9.768263,9.768584,-0.041416,1,-8,-2,0.042725,-0.066895,0.129761
300903308,12872,-394,-10097,0.072539,0.002444,9.756886,9.757156,-0.052844,0,-6,-3,-0.018311,0.055176,0.068726
300912948,12836,-414,-10110,0.050984,-0.009531,9.749104,9.749242,-0.060759,0,-9,-6,-0.018311,-0.127930,-0.114380
300922837,12882,-403,-10121,0.078526,-0.002945,9.742517,9.742833,-0.067167,1,-7,-3,0.042725,-0.005859,0.068726
300932564,12863,-413,-10120,0.067151,-0.008932,9.743115,9.743351,-0.066649,2,-10,-3,0.103760,-0.188965,0.068726
300942366,12848,-431,-10073,0.058169,-0.019710,9.771257,9.771450,-0.038550,0,-8,-2,-0.018311,-0.066895,0.129761
300952180,12885,-411,-10128,0.080323,-0.007735,9.738325,9.738659,-0.071342,4,-10,-3,0.225830,-0.188965,0.068726
300961982,12879,-399,-10115,0.076730,-0.000550,9.746109,9.746411,-0.063589,2,-6,-3,0.103760,0.055176,0.068726
300971622,12900,-420,-10127,0.089304,-0.013124,9.738924,9.739343,-0.070658,0,-8,-3,-0.018311,-0.066895,0.068726
300981425,12880,-403,-10112,0.077329,-0.002945,9.747906,9.748213,-0.061788,2,-9,-4,0.103760,-0.127930,0.007690
300991152,12899,-432,-10082,0.088706,-0.020309,9.765868,9.766293,-0.043708,1,-7,-4,0.042725,-0.005859,0.007690
301000867,12867,-397,-10066,0.069545,0.000648,9.775448,9.775695,-0.034306,3,-8,-4,0.164795,-0.066895,0.007690
301010508,12903,-432,-10113,0.091101,-0.020309,9.747307,9.747753,-0.062247,0,-8,-6,-0.018311,-0.066895,-0.114380
301020397,12867,-387,-10111,0.069545,0.006635,9.748505,9.748755,-0.061246,0,-8,-4,-0.018311,-0.066895,0.007690
301030123,12889,-404,-10105,0.082718,-0.003543,9.752096,9.752447,-0.057553,0,-9,-3,-0.018311,-0.127930,0.068726
301039926,12912,-425,-10109,0.096489,-0.016117,9.749701,9.750192,-0.059809,1,-7,-4,0.042725,-0.005859,0.007690
301049653,12889,-381,-10112,0.082718,0.010228,9.747906,9.748262,-0.061738,2,-7,-2,0.103760,-0.005859,0.129761
301059282,12895,-399,-10054,0.086310,-0.000550,9.782633,9.783013,-0.026987,2,-8,-3,0.103760,-0.066895,0.068726
301069008,12914,-381,-10132,0.097687,0.010228,9.735930,9.736426,-0.073574,-2,-6,-2,-0.140381,0.055176,0.129761
301078724,12842,-401,-10080,0.054576,-0.001747,9.767065,9.767218,-0.042783,2,-7,-5,0.103760,-0.005859,-0.053345
301088538,12894,-418,-10113,0.085712,-0.011926,9.747307,9.747691,-0.062309,-3,-5,-2,-0.201416,0.116211,0.129761
301098349,12915,-424,-10115,0.098286,-0.015519,9.746109,9.746617,-0.063383,2,-7,-4,0.103760,-0.005859,0.007690
301108075,12889,-388,-10121,0.082718,0.006037,9.742517,9.742869,-0.067131,4,-11,-4,0.225830,-0.250000,0.007690
301117783,12904,-406,-10091,0.091699,-0.004741,9.760479,9.760911,-0.049089,3,-6,-2,0.164795,0.055176,0.129761
301127423,12868,-406,-10116,0.070144,-0.004741,9.745510,9.745764,-0.064237,0,-7,-4,-0.018311,-0.005859,0.007690
301137225,12909,-394,-10095,0.094693,0.002444,9.758084,9.758544,-0.051456,1,-9,-3,0.042725,-0.127930,0.068726
301146865,12879,-407,-10101,0.076730,-0.005340,9.754492,9.754795,-0.055205,0,-5,-1,-0.018311,0.116211,0.190796
301156581,12870,-385,-10089,0.071342,0.007833,9.761677,9.761941,-0.048059,2,-5,-3,0.103760,0.116211,0.068726
301166134,12856,-378,-10122,0.062959,0.012024,9.741918,9.742128,-0.067872,1,-8,-1,0.042725,-0.066895,0.190796
301175763,12892,-398,-10113,0.084514,0.000049,9.747307,9.747673,-0.062327,1,-10,-3,0.042725,-0.188965,0.068726
301185490,12892,-400,-10126,0.084514,-0.001148,9.739523,9.739889,-0.070111,1,-6,-3,0.042725,0.055176,0.068726
301195119,12862,-425,-10107,0.066552,-0.016117,9.750899,9.751140,-0.058861,2,-8,-4,0.103760,-0.066895,0.007690
301204846,12911,-399,-10103,0.095891,-0.000550,9.753294,9.753765,-0.056235,0,-7,-6,-0.018311,-0.005859,-0.114380
301214735,12910,-409,-10107,0.095292,-0.006537,9.750899,9.751368,-0.058633,1,-8,-4,0.042725,-0.066895,0.007690
301224462,12903,-389,-10126,0.091101,0.005438,9.739523,9.739950,-0.070050,2,-6,-4,0.103760,0.055176,0.007690
301234004,12876,-389,-10103,0.074934,0.005438,9.753294,9.753584,-0.056417,2,-7,-2,0.103760,-0.005859,0.129761
301243644,12871,-435,-10063,0.071940,-0.022105,9.777245,9.777534,-0.032466,3,-9,-1,0.164795,-0.127930,0.190796
301253360,12886,-426,-10078,0.080922,-0.016716,9.768263,9.768613,-0.041388,0,-8,-2,-0.018311,-0.066895,0.129761
301263173,12856,-382,-10126,0.062959,0.009629,9.739523,9.739731,-0.070270,2,-9,-5,0.103760,-0.127930,-0.053345
301272889,12907,-408,-10102,0.093495,-0.005939,9.753893,9.754343,-0.055657,1,-6,-4,0.042725,0.055176,0.007690
301282529,12870,-398,-10098,0.071342,0.000049,9.756289,9.756549,-0.053452,2,-6,-4,0.103760,0.055176,0.007690
301292080,12876,-392,-10102,0.074934,0.003642,9.753893,9.754182,-0.055819,0,-8,-5,-0.018311,-0.066895,-0.053345
301301884,12881,-362,-10072,0.077928,0.021604,9.771855,9.772190,-0.037810,4,-9,-3,0.225830,-0.127930,0.068726
301311514,12906,-406,-10089,0.092897,-0.004741,9.761677,9.762120,-0.047880,2,-7,-6,0.103760,-0.005859,-0.114380
301321327,12886,-393,-10105,0.080922,0.003043,9.752096,9.752433,-0.057568,3,-8,-4,0.164795,-0.066895,0.007690
301330956,12866,-420,-10148,0.068947,-0.013124,9.726351,9.726604,-0.083396,1,-10,-2,0.042725,-0.188965,0.129761
301340770,12909,-393,-10145,0.094693,0.003043,9.728147,9.728608,-0.081392,0,-9,-3,-0.018311,-0.127930,0.068726
301350485,12830,-414,-10090,0.047391,-0.009531,9.761078,9.761197,-0.048803,1,-9,-2,0.042725,-0.127930,0.129761
301360212,12897,-399,-10104,0.087508,-0.000550,9.752695,9.753088,-0.056912,0,-8,-2,-0.018311,-0.066895,0.129761
301370014,12908,-382,-10086,0.094094,0.009629,9.763474,9.763932,-0.046068,-1,-6,-4,-0.079346,0.055176,0.007690
301379741,12850,-421,-10129,0.059367,-0.013722,9.737726,9.737917,-0.072083,0,-8,-5,-0.018311,-0.066895,-0.053345
301389631,12903,-372,-10092,0.091101,0.015617,9.759880,9.760318,-0.049683,3,-7,-4,0.164795,-0.005859,0.007690
301399271,12905,-419,-10121,0.092298,-0.012525,9.742517,9.742962,-0.067039,-1,-7,-3,-0.079346,-0.005859,0.068726
301409160,12914,-388,-10095,0.097687,0.006037,9.758084,9.758575,-0.051425,2,-7,-3,0.103760,-0.005859,0.068726
301418809,12891,-423,-10139,0.083916,-0.014920,9.731739,9.732112,-0.077888,-1,-4,-4,-0.079346,0.177246,0.007690
301428603,12841,-377,-10128,0.053978,0.012623,9.738325,9.738483,-0.071517,0,-9,-3,-0.018311,-0.127930,0.068726
301438329,12902,-389,-10081,0.090502,0.005438,9.766466,9.766887,-0.043114,2,-7,-2,0.103760,-0.005859,0.129761
301447958,12911,-378,-10099,0.095891,0.012024,9.755690,9.756168,-0.053832,1,-6,-1,0.042725,0.055176,0.190796
301457511,12895,-392,-10084,0.086310,0.003642,9.764670,9.765053,-0.044948,2,-8,-4,0.103760,-0.066895,0.007690
301467140,12900,-407,-10154,0.089304,-0.005340,9.722757,9.723169,-0.086831,2,-9,-2,0.103760,-0.127930,0.129761
301476867,12878,-414,-10088,0.076132,-0.009531,9.762276,9.762577,-0.047423,-2,-8,-2,-0.140381,-0.066895,0.129761
301486756,12897,-396,-10151,0.087508,0.001247,9.724554,9.724948,-0.085052,2,-8,0,0.103760,-0.066895,0.251831
301496310,12903,-392,-10110,0.091101,0.003642,9.749104,9.749530,-0.060471,1,-5,-1,0.042725,0.116211,0.190796
301505851,12902,-406,-10068,0.090502,-0.004741,9.774250,9.774671,-0.035330,3,-9,-6,0.164795,-0.127930,-0.114380
301515665,12891,-413,-10093,0.083916,-0.008932,9.759281,9.759645,-0.050355,2,-9,-4,0.103760,-0.127930,0.007690
301525381,12874,-383,-10109,0.073737,0.009030,9.749701,9.749985,-0.060016,3,-7,-4,0.164795,-0.005859,0.007690
301535021,12867,-396,-10093,0.069545,0.001247,9.759281,9.759529,-0.050471,0,-6,-5,-0.018311,0.055176,-0.053345
301544737,12867,-397,-10122,0.069545,0.000648,9.741918,9.742166,-0.067835,-1,-6,-3,-0.079346,0.055176,0.068726
301554464,12879,-417,-10086,0.076730,-0.011327,9.763474,9.763782,-0.046219,1,-10,-3,0.042725,-0.188965,0.068726
301564266,12898,-350,-10113,0.088107,0.028789,9.747307,9.747747,-0.062253,3,-8,-3,0.164795,-0.066895,0.068726
301573906,12872,-414,-10149,0.072539,-0.009531,9.725752,9.726027,-0.083973,3,-7,-4,0.164795,-0.005859,0.007690
301583622,12851,-391,-10138,0.059965,0.004240,9.732338,9.732524,-0.077477,1,-9,-4,0.042725,-0.127930,0.007690
301593262,12907,-412,-10078,0.093495,-0.008334,9.768263,9.768714,-0.041286,1,-8,-4,0.042725,-0.066895,0.007690
301602977,12895,-405,-10108,0.086310,-0.004142,9.750300,9.750684,-0.059317,2,-7,-4,0.103760,-0.005859,0.007690
301612704,12902,-386,-10095,0.090502,0.007234,9.758084,9.758507,-0.051494,1,-6,-3,0.042725,0.055176,0.068726
301622246,12886,-389,-10110,0.080922,0.005438,9.749104,9.749441,-0.060559,1,-6,-4,0.042725,0.055176,0.007690
301631800,12893,-399,-10106,0.085113,-0.000550,9.751497,9.751869,-0.058131,0,-8,-4,-0.018311,-0.066895,0.007690
301641602,12866,-406,-10114,0.068947,-0.004741,9.746708,9.746953,-0.063047,2,-7,-5,0.103760,-0.005859,-0.053345
301651416,12907,-417,-10112,0.093495,-0.011327,9.747906,9.748361,-0.061640,1,-8,-2,0.042725,-0.066895,0.129761
301661131,12858,-387,-10102,0.064157,0.006635,9.753893,9.754107,-0.055894,4,-9,-2,0.225830,-0.127930,0.129761
301670771,12874,-392,-10100,0.073737,0.003642,9.755091,9.755370,-0.054630,0,-8,-3,-0.018311,-0.066895,0.068726
301680487,12881,-395,-10132,0.077928,0.001845,9.735930,9.736242,-0.073758,2,-6,-3,0.103760,0.055176,0.068726
301690040,12904,-390,-10067,0.091699,0.004839,9.774849,9.775280,-0.034720,1,-8,-3,0.042725,-0.066895,0.068726
301699669,12898,-397,-10123,0.088107,0.000648,9.741320,9.741718,-0.068282,0,-8,-3,-0.018311,-0.066895,0.068726
301709396,12859,-413,-10102,0.064755,-0.008932,9.753893,9.754112,-0.055888,3,-6,-4,0.164795,0.055176,0.007690
301719025,12875,-390,-10123,0.074336,0.004839,9.741320,9.741605,-0.068396,0,-10,-3,-0.018311,-0.188965,0.068726
301728838,12864,-397,-10099,0.067749,0.000648,9.755690,9.755925,-0.054075,2,-6,-2,0.103760,0.055176,0.129761
301738381,12878,-441,-10068,0.076132,-0.025697,9.774250,9.774580,-0.035420,3,-6,-5,0.164795,0.055176,-0.053345
301748113,12915,-408,-10151,0.098286,-0.005939,9.724554,9.725053,-0.084948,1,-9,-1,0.042725,-0.127930,0.190796
301757824,12876,-401,-10063,0.074934,-0.001747,9.777245,9.777532,-0.032469,3,-6,-5,0.164795,0.055176,-0.053345
301767550,12874,-407,-10104,0.073737,-0.005340,9.752695,9.752975,-0.057025,-2,-6,-4,-0.140381,0.055176,0.007690
301777357,12865,-420,-10060,0.068348,-0.013124,9.779041,9.779289,-0.030711,1,-6,-3,0.042725,0.055176,0.068726
301786992,12881,-418,-10122,0.077928,-0.011926,9.741918,9.742237,-0.067763,1,-6,-4,0.042725,0.055176,0.007690
301796621,12901,-402,-10121,0.089903,-0.002346,9.742517,9.742931,-0.067069,0,-7,-3,-0.018311,-0.005859,0.068726
301806435,12857,-407,-10093,0.063558,-0.005340,9.759281,9.759489,-0.050511,2,-8,-2,0.103760,-0.066895,0.129761
301816150,12887,-375,-10095,0.081521,0.013820,9.758084,9.758434,-0.051566,2,-8,-4,0.103760,-0.066895,0.007690
301825791,12886,-402,-10091,0.080922,-0.002346,9.760479,9.760815,-0.049186,1,-6,-4,0.042725,0.055176,0.007690
301835419,12885,-393,-10128,0.080323,0.003043,9.738325,9.738657,-0.071343,2,-6,-4,0.103760,0.055176,0.007690
301844972,12886,-378,-10133,0.080922,0.012024,9.735332,9.735675,-0.074326,1,-7,-3,0.042725,-0.005859,0.068726
301854602,12886,-431,-10101,0.080922,-0.019710,9.754492,9.754848,-0.055153,5,-7,-5,0.286865,-0.005859,-0.053345
301864415,12889,-411,-10096,0.082718,-0.007735,9.757485,9.757839,-0.052161,3,-5,-4,0.164795,0.116211,0.007690
301874044,12852,-414,-10121,0.060564,-0.009531,9.742517,9.742709,-0.067291,1,-11,-4,0.042725,-0.250000,0.007690
301883858,12863,-411,-10068,0.067151,-0.007735,9.774250,9.774484,-0.035517,0,-6,-4,-0.018311,0.055176,0.007690
301893574,12877,-388,-10122,0.075533,0.006037,9.741918,9.742212,-0.067788,1,-6,-4,0.042725,0.055176,0.007690
301903126,12888,-427,-10099,0.082119,-0.017315,9.755690,9.756050,-0.053950,-2,-8,-4,-0.140381,-0.066895,0.007690
301913016,12914,-392,-10105,0.097687,0.003642,9.752096,9.752586,-0.057414,3,-8,-6,0.164795,-0.066895,-0.114380
301922743,12894,-391,-10094,0.085712,0.004240,9.758683,9.759060,-0.050941,3,-9,-1,0.164795,-0.127930,0.190796
301932372,12866,-387,-10086,0.068947,0.006635,9.763474,9.763720,-0.046281,-1,-6,-4,-0.079346,0.055176,0.007690
301942106,12885,-402,-10136,0.080323,-0.002346,9.733536,9.733868,-0.076133,1,-8,-5,0.042725,-0.066895,-0.053345
301951901,12868,-379,-10120,0.070144,0.011425,9.743115,9.743375,-0.066626,3,-8,-2,0.164795,-0.066895,0.129761
301961541,12914,-421,-10092,0.097687,-0.013722,9.759880,9.760378,-0.049623,1,-5,-4,0.042725,0.116211,0.007690
301971170,12899,-420,-10100,0.088706,-0.013124,9.755091,9.755503,-0.054498,3,-7,-3,0.164795,-0.005859,0.068726
301980896,12887,-386,-10110,0.081521,0.007234,9.749104,9.749447,-0.060554,3,-7,-6,0.164795,-0.005859,-0.114380
301990612,12885,-384,-10109,0.080323,0.008432,9.749701,9.750036,-0.059964,5,-6,-3,0.286865,0.055176,0.068726
302000165,12853,-398,-10117,0.061163,0.000049,9.744911,9.745103,-0.064898,-2,-5,-4,-0.140381,0.116211,0.007690
302009881,12862,-412,-10101,0.066552,-0.008334,9.754492,9.754723,-0.055278,2,-7,-4,0.103760,-0.005859,0.007690
302019609,12896,-379,-10123,0.086909,0.011425,9.741320,9.741714,-0.068286,1,-8,-4,0.042725,-0.066895,0.007690
302029237,12858,-429,-10107,0.064157,-0.018512,9.750899,9.751128,-0.058872,-1,-8,-4,-0.079346,-0.066895,0.007690
302039137,12882,-401,-10123,0.078526,-0.001747,9.741320,9.741636,-0.068364,2,-7,0,0.103760,-0.005859,0.251831
302048766,12874,-395,-10113,0.073737,0.001845,9.747307,9.747585,-0.062415,1,-6,-3,0.042725,0.055176,0.068726
302058321,12893,-401,-10093,0.085113,-0.001747,9.759281,9.759652,-0.050348,1,-6,-5,0.042725,0.055176,-0.053345
302068035,12872,-436,-10077,0.072539,-0.022704,9.768862,9.769157,-0.040843,0,-9,-1,-0.018311,-0.127930,0.190796
302077849,12903,-433,-10127,0.091101,-0.020907,9.738924,9.739372,-0.070628,3,-9,-3,0.164795,-0.127930,0.068726
302087565,12882,-397,-10080,0.078526,0.000648,9.767065,9.767381,-0.042620,3,-6,-2,0.164795,0.055176,0.129761
302097118,12872,-405,-10100,0.072539,-0.004142,9.755091,9.755362,-0.054639,0,-7,-1,-0.018311,-0.005859,0.190796
302106920,12882,-400,-10107,0.078526,-0.001148,9.750899,9.751216,-0.058784,-1,-7,-7,-0.079346,-0.005859,-0.175415
302116907,12869,-380,-10098,0.070743,0.010827,9.756289,9.756551,-0.053450,0,-6,-1,-0.018311,0.055176,0.190796
302126536,12897,-366,-10134,0.087508,0.019209,9.734733,9.735145,-0.074856,0,-8,-2,-0.018311,-0.066895,0.129761
302136263,12871,-386,-10062,0.071940,0.007234,9.777843,9.778111,-0.031890,3,-7,-3,0.164795,-0.005859,0.068726
302145892,12898,-375,-10110,0.088107,0.013820,9.749104,9.749512,-0.060489,0,-9,-3,-0.018311,-0.127930,0.068726
302155619,12899,-408,-10096,0.088706,-0.005939,9.757485,9.757891,-0.052110,2,-7,-4,0.103760,-0.005859,0.007690
302165334,12845,-431,-10119,0.056373,-0.019710,9.743714,9.743897,-0.066103,-1,-8,-4,-0.079346,-0.066895,0.007690
302175235,12897,-410,-10131,0.087508,-0.007136,9.736528,9.736924,-0.073076,3,-8,-3,0.164795,-0.066895,0.068726
302184950,12884,-420,-10104,0.079724,-0.013124,9.752695,9.753030,-0.056971,2,-7,-2,0.103760,-0.005859,0.129761
302194677,12915,-378,-10099,0.098286,0.012024,9.755690,9.756192,-0.053808,-2,-7,-3,-0.140381,-0.005859,0.068726
302204480,12856,-399,-10107,0.062959,-0.000550,9.750899,9.751102,-0.058898,-1,-8,-5,-0.079346,-0.066895,-0.053345
302214467,12871,-371,-10098,0.071940,0.016215,9.756289,9.756567,-0.053433,1,-10,-4,0.042725,-0.188965,0.007690
302224183,12885,-395,-10091,0.080323,0.001845,9.760479,9.760810,-0.049191,0,-7,-3,-0.018311,-0.005859,0.068726
302233909,12867,-399,-10086,0.069545,-0.000550,9.763474,9.763721,-0.046279,1,-8,-2,0.042725,-0.066895,0.129761
302243625,12881,-391,-10164,0.077928,0.004240,9.716770,9.717083,-0.092917,3,-7,-4,0.164795,-0.005859,0.007690
302253265,12890,-418,-10122,0.083317,-0.011926,9.741918,9.742282,-0.067719,1,-5,-4,0.042725,0.116211,0.007690
302262894,12880,-395,-10097,0.077329,0.001845,9.756886,9.757193,-0.052808,1,-7,-3,0.042725,-0.005859,0.068726
302272534,12869,-406,-10111,0.070743,-0.004741,9.748505,9.748762,-0.061238,1,-8,-4,0.042725,-0.066895,0.007690
302282250,12864,-400,-10082,0.067749,-0.001148,9.765868,9.766104,-0.043897,0,-7,-4,-0.018311,-0.005859,0.007690
302292072,12881,-407,-10089,0.077928,-0.005340,9.761677,9.761990,-0.048011,1,-7,-2,0.042725,-0.005859,0.129761
302301779,12917,-390,-10110,0.099483,0.004839,9.749104,9.749612,-0.060389,0,-7,-3,-0.018311,-0.005859,0.068726
302311506,12864,-426,-10111,0.067749,-0.016716,9.748505,9.748755,-0.061246,2,-8,-3,0.103760,-0.066895,0.068726
302321221,12855,-385,-10107,0.062360,0.007833,9.750899,9.751102,-0.058898,0,-8,-2,-0.018311,-0.066895,0.129761
302330948,12905,-399,-10099,0.092298,-0.000550,9.755690,9.756126,-0.053874,-1,-9,-1,-0.079346,-0.127930,0.190796
302340837,12903,-393,-10065,0.091101,0.003043,9.776047,9.776472,-0.033528,1,-9,-5,0.042725,-0.127930,-0.053345
302350565,12833,-404,-10125,0.049188,-0.003543,9.740122,9.740247,-0.069754,3,-8,-2,0.164795,-0.066895,0.129761
302360280,12901,-407,-10119,0.089903,-0.005340,9.743714,9.744131,-0.065869,1,-8,-3,0.042725,-0.066895,0.068726
302370007,12917,-395,-10110,0.099483,0.001845,9.749104,9.749612,-0.060389,1,-7,-2,0.042725,-0.005859,0.129761
302379636,12881,-424,-10100,0.077928,-0.015519,9.755091,9.755415,-0.054585,0,-8,-5,-0.018311,-0.066895,-0.053345
302389536,12893,-392,-10093,0.085113,0.003642,9.759281,9.759653,-0.050347,1,-8,-3,0.042725,-0.066895,0.068726
302399165,12930,-422,-10088,0.107267,-0.014321,9.762276,9.762876,-0.047125,-1,-9,-4,-0.079346,-0.127930,0.007690
302409074,12901,-395,-10085,0.089903,0.001845,9.764072,9.764486,-0.045514,3,-6,-4,0.164795,0.055176,0.007690
302418610,12878,-414,-10125,0.076132,-0.009531,9.740122,9.740424,-0.069576,0,-8,-3,-0.018311,-0.066895,0.068726
302428421,12885,-424,-10084,0.080323,-0.015519,9.764670,9.765013,-0.044988,0,-7,-5,-0.018311,-0.005859,-0.053345
302438311,12891,-391,-10093,0.083916,0.004240,9.759281,9.759643,-0.050358,3,-9,-2,0.164795,-0.127930,0.129761
302447950,12912,-388,-10104,0.096489,0.006037,9.752695,9.753174,-0.056827,1,-6,-2,0.042725,0.055176,0.129761
302457493,12853,-413,-10112,0.061163,-0.008932,9.747906,9.748102,-0.061898,1,-7,-6,0.042725,-0.005859,-0.114380
302467306,12898,-398,-10075,0.088107,0.000049,9.770060,9.770456,-0.039544,1,-7,-5,0.042725,-0.005859,-0.053345
302477022,12894,-381,-10103,0.085712,0.010228,9.753294,9.753676,-0.056324,2,-8,-4,0.103760,-0.066895,0.007690
302486662,12885,-389,-10116,0.080323,0.005438,9.745510,9.745843,-0.064157,2,-6,-4,0.103760,0.055176,0.007690
