#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321B02ACE
#Date Time: 2026-05-13 13:45:23.213
#Sample rate: 80000Hz
#Samples: 8192
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 0 V Hyst.: Auto HoldOff: 100 ns
#Channel 1: Range: 20 mV/div Offset: 0 V Attenuation: 1 X

Time (s),Channel 1 (V)
-0.05118786764705883,2.707470015721101
-0.05117536764705882,2.707470015721101
-0.051162867647058824,2.707470015721101
-0.051150367647058825,2.707470015721101
-0.05113786764705883,2.707470015721101
-0.05112536764705883,2.707470015721101
-0.05111286764705882,2.707470015721101
-0.051100367647058824,2.707470015721101
-0.051087867647058825,2.707470015721101
-0.05107536764705883,2.707470015721101
-0.05106286764705883,2.707470015721101
-0.05105036764705882,2.707470015721101
-0.051037867647058824,2.707470015721101
-0.051025367647058825,2.707470015721101
-0.05101286764705883,2.707470015721101
-0.05100036764705883,2.707470015721101
-0.05098786764705882,2.707470015721101
-0.050975367647058824,2.707470015721101
-0.050962867647058825,2.707470015721101
-0.05095036764705883,2.707470015721101
-0.05093786764705883,2.707470015721101
-0.05092536764705882,2.707470015721101
-0.050912867647058824,2.707470015721101
-0.050900367647058825,2.707470015721101
-0.050887867647058826,2.707470015721101
-0.05087536764705883,2.707470015721101
-0.05086286764705882,2.707470015721101
-0.050850367647058824,2.707470015721101
-0.050837867647058825,2.707470015721101
-0.050825367647058826,2.707470015721101
-0.05081286764705883,2.707470015721101
-0.05080036764705882,2.707470015721101
-0.050787867647058824,2.707470015721101
-0.050775367647058825,2.707470015721101
-0.050762867647058826,2.707470015721101
-0.05075036764705883,2.707470015721101
-0.05073786764705883,2.707470015721101
-0.050725367647058824,2.694577116330138
-0.050712867647058825,2.6281290963921
-0.050700367647058826,2.606971517904366
-0.05068786764705883,2.460521404309585
-0.05067536764705883,2.3603534936567665
-0.050662867647058824,2.319030098172866
-0.050650367647058825,2.2456397477935397
-0.050637867647058826,2.1626623696619593
-0.05062536764705883,1.9662935943226811
-0.05061286764705883,1.7520731121344753
-0.05060036764705882,1.5646301902196122
-0.050587867647058825,1.440660003768048
-0.050575367647058826,1.3679308277164632
-0.05056286764705883,1.2224724756132943
-0.05055036764705883,1.1451150792675533
-0.05053786764705882,0.9001499908392269
-0.050525367647058825,0.6601437098689981
-0.050512867647058826,0.49914776106389974
-0.05050036764705883,0.3599705650742767
-0.05048786764705883,0.32327538988463034
-0.05047536764705882,0.12194780708727296
-0.050462867647058825,-0.09260326226490125
-0.050450367647058826,-0.20103585201453628
-0.05043786764705883,-0.46319147296411123
-0.05042536764705883,-0.5484829612427489
-0.05041286764705882,-0.8367549681381588
-0.050400367647058825,-0.9184099976142559
-0.050387867647058826,-1.210979637639948
-0.05037536764705883,-1.3957778622437467
-0.05036286764705883,-1.593799573402289
-0.05035036764705882,-1.7303320720810353
-0.050337867647058825,-1.8589304788267915
-0.050325367647058826,-2.0678615663931614
-0.05031286764705883,-2.2291881023621305
-0.05030036764705883,-2.432499208142604
-0.05028786764705882,-2.549857651316844
-0.050275367647058825,-2.5792799089013485
-0.050262867647058826,-2.6705219661297
-0.05025036764705883,-2.6913489574535627
-0.05023786764705883,-2.708208902810968
-0.05022536764705882,-2.7082089028109757
-0.050212867647058824,-2.7082089028109757
-0.050200367647058826,-2.7082089028109757
-0.05018786764705883,-2.7082089028109757
-0.05017536764705883,-2.7082089028109757
-0.05016286764705882,-2.7082089028109757
-0.050150367647058824,-2.7082089028109757
-0.050137867647058826,-2.7082089028109757
-0.05012536764705883,-2.7082089028109757
-0.05011286764705883,-2.7082089028109757
-0.05010036764705882,-2.7082089028109757
-0.050087867647058824,-2.7082089028109757
-0.050075367647058826,-2.7082089028109757
-0.05006286764705883,-2.7082089028109757
-0.05005036764705883,-2.7082089028109757
-0.05003786764705882,-2.7082089028109757
-0.050025367647058824,-2.7082089028109757
-0.050012867647058826,-2.7082089028109757
-0.05000036764705883,-2.7082089028109757
-0.04998786764705883,-2.7082089028109757
-0.04997536764705882,-2.7082089028109757
-0.049962867647058824,-2.7082089028109757
-0.049950367647058826,-2.7082089028109757
-0.04993786764705883,-2.7082089028109757
-0.04992536764705883,-2.7082089028109757
-0.04991286764705882,-2.7082089028109757
-0.049900367647058824,-2.7082089028109757
-0.049887867647058826,-2.7082089028109757
-0.04987536764705883,-2.7082089028109757
-0.04986286764705883,-2.7082089028109757
-0.04985036764705882,-2.7082089028109757
-0.049837867647058824,-2.7082089028109757
-0.049825367647058826,-2.7082089028109757
-0.04981286764705883,-2.7082089028109757
-0.04980036764705883,-2.7082089028109757
-0.04978786764705882,-2.7082089028109757
-0.049775367647058824,-2.7082089028109757
-0.049762867647058825,-2.7082089028109757
-0.04975036764705883,-2.7082089028109757
-0.04973786764705883,-2.7082089028109757
-0.04972536764705882,-2.7082089028109757
-0.049712867647058824,-2.7082089028109757
-0.049700367647058825,-2.7082089028109757
-0.04968786764705883,-2.7082089028109757
-0.04967536764705883,-2.7082089028109757
-0.04966286764705882,-2.7082089028109757
-0.049650367647058824,-2.7082089028109757
-0.049637867647058825,-2.7082089028109757
-0.04962536764705883,-2.7082089028109757
-0.04961286764705883,-2.7082089028109757
-0.04960036764705882,-2.7082089028109757
-0.049587867647058824,-2.7082089028109757
-0.049575367647058825,-2.7082089028109757
-0.04956286764705883,-2.7082089028109757
-0.04955036764705883,-2.7082089028109757
-0.04953786764705882,-2.7082089028109757
-0.049525367647058824,-2.7082089028109757
-0.049512867647058825,-2.7082089028109757
-0.04950036764705883,-2.7082089028109757
-0.04948786764705883,-2.7082089028109757
-0.04947536764705882,-2.7082089028109757
-0.049462867647058824,-2.7082089028109757
-0.049450367647058825,-2.7082089028109757
-0.04943786764705883,-2.7082089028109757
-0.04942536764705883,-2.7082089028109757
-0.04941286764705882,-2.7082089028109757
-0.049400367647058824,-2.7082089028109757
-0.049387867647058825,-2.7082089028109757
-0.049375367647058827,-2.7082089028109757
-0.04936286764705883,-2.7082089028109757
-0.04935036764705882,-2.7082089028109757
-0.049337867647058824,-2.7082089028109757
-0.049325367647058825,-2.7082089028109757
-0.049312867647058826,-2.7082089028109757
-0.04930036764705883,-2.7082089028109757
-0.04928786764705882,-2.7082089028109757
-0.049275367647058824,-2.7082089028109757
-0.049262867647058825,-2.7082089028109757
-0.049250367647058826,-2.7082089028109757
-0.04923786764705883,-2.7082089028109757
-0.04922536764705882,-2.7082089028109757
-0.049212867647058824,-2.7082089028109757
-0.049200367647058825,-2.7082089028109757
-0.049187867647058826,-2.7082089028109757
-0.04917536764705883,-2.7082089028109757
-0.04916286764705883,-2.7082089028109757
-0.049150367647058824,-2.7082089028109757
-0.049137867647058825,-2.7082089028109757
-0.049125367647058826,-2.7082089028109757
-0.04911286764705883,-2.7082089028109757
-0.04910036764705883,-2.7082089028109757
-0.049087867647058823,-2.7082089028109757
-0.049075367647058825,-2.7082089028109757
-0.049062867647058826,-2.7082089028109757
-0.04905036764705883,-2.7082089028109757
-0.04903786764705883,-2.7082089028109757
-0.04902536764705882,-2.7082089028109757
-0.049012867647058825,-2.7082089028109757
