#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321B02ACE
#Date Time: 2026-04-22 11:22:48.928
#Sample rate: 800000Hz
#Samples: 8192
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 0 V Hyst.: Auto HoldOff: 100 ns
#Channel 1: Range: 200 mV/div Offset: 0 V Attenuation: 1 X Zero: 3.15540585 V

Time (s),Channel 1 (V)
-0.0051222630718954255,-0.0015326107419895152
-0.005121013071895425,-0.000871436414247917
-0.005119763071895425,-0.0038467208890842
-0.005118513071895425,-0.000871436414247917
-0.005117263071895425,-0.0005408492503771178
-0.005116013071895425,-0.003516133725214754
-0.005114763071895425,-0.00021026208650631872
-0.0051135130718954255,-0.002854959397471953
-0.005112263071895425,-0.000871436414247917
-0.005111013071895425,-0.003516133725212499
-0.005109763071895425,0.0014426737328476769
-0.005108513071895425,-0.0008714364142494203
-0.005107263071895425,-0.004177308052956352
-0.005106013071895425,-0.0015326107419895152
-0.005104763071895425,-0.005499656708439549
-0.005103513071895425,-0.00021026208650631872
-0.0051022630718954255,-0.001202023578118265
-0.005101013071895425,-0.005499656708439549
-0.005099763071895425,0.00012032507736252605
-0.005098513071895425,-0.004177308052956352
-0.005097263071895425,0.0007814994051041242
-0.005096013071895425,-0.003516133725214754
-0.005094763071895425,0.00012032507736448039
-0.005093513071895425,0.0004509122412351292
-0.005092263071895425,-0.003846720889085553
-0.0050910130718954255,-0.00021026208650797235
-0.005089763071895425,-0.003846720889085553
-0.005088513071895425,0.0007814994051068303
-0.005087263071895425,0.0024344352244605183
-0.005086013071895425,-0.003185546561343955
-0.005084763071895425,0.00012032507736448039
-0.005083513071895425,-0.004507895216827151
-0.0050822630718954254,-0.0012020235781202192
-0.005081013071895425,-0.005830243872310792
-0.0050797630718954255,0.0004509122412324233
-0.005078513071895425,0.00177326089671892
-0.005077263071895425,-0.004177308052954097
-0.005076013071895425,0.0007814994051060786
-0.005074763071895425,-0.004507895216827151
-0.005073513071895425,-0.00021026208650631872
-0.005072263071895425,-0.0018631979058603143
-0.0050710130718954255,-0.0035161337252140024
-0.005069763071895425,-0.0005408492503771178
-0.005068513071895425,-0.004838482380696146
-0.005067263071895425,-0.000871436414247917
-0.005066013071895425,-0.003846720889083749
-0.005064763071895425,0.00012032507736448039
-0.005063513071895425,-0.001202023578118716
-0.005062263071895425,-0.0048384823806979504
-0.005061013071895425,-0.003846720889085553
-0.0050597630718954255,-0.0051690695445681485
-0.005058513071895425,-0.003516133725214754
-0.005057263071895425,-0.008474941183276583
-0.005056013071895425,-0.007152592527793988
-0.005054763071895425,-0.0015326107419917701
-0.005053513071895425,-0.00649141820005239
-0.005052263071895425,-0.004507895216827151
-0.005051013071895425,-0.007813766855534084
