event_id,swing_id,sample_rate_hz,total_samples,pre_samples,post_samples,impact_index_in_event,address_start_us,backswing_start_us,forward_start_us,impact_us,follow_start_us,end_us,event_start_us,event_end_us
18,345,200,1000,600,400,600,1461567075,1464832075,1465692075,1466157075,1466157075,1466707076,1463157075,1468152076
