event_id,seq,ts_ms,ax,ay,az,gx,gy,gz,putt_start_valid,impact_seq
1,0,25356,-3801,-15888,2365,16,-46,-12,1,359
1,1,25361,-3847,-15854,2323,15,-43,-10,1,359
1,2,25366,-3807,-15827,2294,13,-39,-12,1,359
1,3,25371,-3763,-15851,2342,14,-33,-10,1,359
1,4,25376,-3714,-15818,2327,15,-36,-13,1,359
1,5,25381,-3714,-15855,2317,16,-33,-15,1,359
1,6,25386,-3736,-15881,2257,13,-27,-16,1,359
1,7,25391,-3706,-15859,2276,11,-18,-12,1,359
1,8,25396,-3641,-15846,2311,11,-6,-12,1,359
1,9,25401,-3680,-15848,2289,13,7,-16,1,359
1,10,25406,-3774,-15888,2223,12,19,-19,1,359
1,11,25411,-3815,-15903,2192,11,33,-19,1,359
1,12,25416,-3782,-15903,2217,8,52,-20,1,359
1,13,25421,-3736,-15925,2329,10,66,-23,1,359
1,14,25426,-3782,-15901,2374,11,73,-21,1,359
1,15,25431,-3797,-15883,2404,9,70,-23,1,359
1,16,25436,-3768,-15872,2443,10,61,-22,1,359
1,17,25441,-3765,-15854,2524,8,43,-22,1,359
1,18,25446,-3759,-15854,2577,7,24,-20,1,359
1,19,25451,-3783,-15832,2496,9,10,-22,1,359
1,20,25456,-3823,-15825,2429,9,-3,-24,1,359
1,21,25461,-3805,-15786,2401,10,-14,-22,1,359
1,22,25466,-3778,-15784,2397,7,-23,-23,1,359
1,23,25471,-3809,-15782,2393,7,-29,-24,1,359
1,24,25476,-3813,-15794,2278,7,-27,-24,1,359
1,25,25481,-3821,-15794,2288,3,-15,-29,1,359
1,26,25486,-3865,-15770,2385,4,-3,-27,1,359
1,27,25491,-3831,-15707,2377,3,-4,-25,1,359
1,28,25496,-3798,-15690,2341,4,2,-27,1,359
1,29,25501,-3785,-15700,2349,1,8,-33,1,359
1,30,25506,-3771,-15717,2421,2,12,-30,1,359
1,31,25511,-3697,-15691,2473,2,8,-27,1,359
1,32,25516,-3628,-15688,2465,2,3,-28,1,359
1,33,25521,-3611,-15697,2431,4,-8,-29,1,359
1,34,25526,-3722,-15703,2340,3,-16,-29,1,359
1,35,25531,-3854,-15710,2322,0,-21,-28,1,359
1,36,25536,-3859,-15721,2360,0,-26,-25,1,359
1,37,25541,-3733,-15727,2374,5,-31,-24,1,359
1,38,25546,-3643,-15684,2402,2,-34,-23,1,359
1,39,25551,-3732,-15640,2408,3,-45,-26,1,359
1,40,25556,-3809,-15662,2375,1,-58,-23,1,359
1,41,25561,-3811,-15717,2266,3,-66,-20,1,359
1,42,25566,-3779,-15758,2167,1,-61,-19,1,359
1,43,25571,-3735,-15806,2137,7,-51,-18,1,359
1,44,25576,-3697,-15821,2210,6,-43,-15,1,359
1,45,25581,-3569,-15784,2330,9,-42,-11,1,359
1,46,25586,-3514,-15770,2367,8,-53,-11,1,359
1,47,25591,-3581,-15786,2319,10,-68,-8,1,359
1,48,25596,-3713,-15769,2155,8,-71,-3,1,359
1,49,25601,-3744,-15761,2072,9,-56,3,1,359
1,50,25606,-3741,-15790,1997,13,-29,5,1,359
1,51,25611,-3683,-15801,2122,15,-1,6,1,359
1,52,25616,-3678,-15824,2171,19,15,10,1,359
1,53,25621,-3647,-15823,2114,17,30,16,1,359
1,54,25626,-3770,-15820,2081,16,46,17,1,359
1,55,25631,-3880,-15796,2156,20,63,21,1,359
1,56,25636,-3896,-15771,2211,24,78,31,1,359
1,57,25641,-3854,-15783,2266,25,91,33,1,359
1,58,25646,-3922,-15774,2371,26,98,34,1,359
1,59,25651,-4100,-15745,2546,30,90,44,1,359
1,60,25656,-4115,-15701,2688,33,66,51,1,359
1,61,25661,-3993,-15648,2707,34,37,56,1,359
1,62,25666,-3877,-15545,2925,35,5,64,1,359
1,63,25671,-3990,-15493,3057,40,-33,70,1,359
1,64,25676,-4186,-15460,3057,40,-83,79,1,359
1,65,25681,-4270,-15438,2816,43,-119,87,1,359
1,66,25686,-4210,-15399,2668,45,-126,95,1,359
1,67,25691,-4202,-15365,2782,44,-111,100,1,359
1,68,25696,-4238,-15349,2924,46,-101,109,1,359
1,69,25701,-4183,-15310,2913,47,-95,115,1,359
1,70,25706,-4157,-15308,2713,46,-45,128,1,359
1,71,25711,-4321,-15304,2742,44,-14,132,1,359
1,72,25716,-4478,-15272,2709,44,9,137,1,359
1,73,25721,-4586,-15279,2547,46,33,145,1,359
1,74,25726,-4680,-15314,2511,45,62,145,1,359
1,75,25731,-4861,-15326,2775,48,86,149,1,359
1,76,25736,-4920,-15397,3061,49,80,160,1,359
1,77,25741,-4895,-15381,3165,52,56,165,1,359
1,78,25746,-4923,-15375,3250,58,23,172,1,359
1,79,25751,-4991,-15334,3315,60,-21,178,1,359
1,80,25756,-5164,-15417,3341,65,-78,187,1,359
