event_id,seq,ts_ms,ax,ay,az,gx,gy,gz,putt_start_valid,impact_seq
1,81,25761,-5126,-15536,3315,71,-152,197,1,359
1,82,25766,-4508,-15532,2954,78,-228,216,1,359
1,83,25771,-4307,-15495,3094,80,-286,222,1,359
1,84,25776,-4627,-15497,3571,82,-361,226,1,359
1,85,25781,-4742,-15315,3089,89,-466,242,1,359
1,86,25786,-4639,-15380,2399,93,-514,251,1,359
1,87,25791,-4884,-15544,2708,99,-480,257,1,359
1,88,25796,-4592,-15535,2705,101,-448,270,1,359
1,89,25801,-4430,-15388,2337,105,-391,272,1,359
1,90,25806,-4580,-15328,2158,109,-307,268,1,359
1,91,25811,-4767,-15326,2275,112,-229,278,1,359
1,92,25816,-4568,-15303,2411,109,-167,288,1,359
1,93,25821,-4376,-15364,2458,110,-96,293,1,359
1,94,25826,-4448,-15491,2562,117,-22,294,1,359
1,95,25831,-4694,-15551,2699,123,20,301,1,359
1,96,25836,-4806,-15619,2952,129,24,318,1,359
1,97,25841,-4567,-15556,3223,135,-8,333,1,359
1,98,25846,-4247,-15543,3380,141,-61,346,1,359
1,99,25851,-4427,-15569,3475,150,-124,356,1,359
1,100,25856,-5044,-15698,3424,160,-200,367,1,359
1,101,25861,-5414,-15787,3013,170,-277,389,1,359
1,102,25866,-5058,-15683,2652,182,-317,404,1,359
1,103,25871,-4530,-15593,2693,191,-327,415,1,359
1,104,25876,-4288,-15432,2615,199,-364,423,1,359
1,105,25881,-5127,-15697,3727,203,-422,431,1,359
1,106,25886,-5691,-15610,3759,214,-534,447,1,359
1,107,25891,-4905,-15469,1936,231,-561,478,1,359
1,108,25896,-4805,-15520,1719,235,-378,473,1,359
1,109,25901,-5166,-15430,2751,239,-241,465,1,359
1,110,25906,-5335,-15455,3358,245,-250,489,1,359
1,111,25911,-5185,-15467,3038,254,-267,500,1,359
1,112,25916,-4845,-15408,2264,267,-209,510,1,359
1,113,25921,-4869,-15498,2397,270,-66,523,1,359
1,114,25926,-5130,-15390,3404,273,31,521,1,359
1,115,25931,-5435,-15325,3941,284,-7,539,1,359
1,116,25936,-5381,-15389,3753,297,-86,567,1,359
1,117,25941,-5118,-15300,3386,300,-94,582,1,359
1,118,25946,-5327,-15249,3631,306,-38,588,1,359
1,119,25951,-5923,-15252,4183,317,-18,596,1,359
1,120,25956,-5995,-15232,3851,330,-92,619,1,359
1,121,25961,-5569,-15244,3646,340,-143,643,1,359
1,122,25966,-5363,-15260,3855,343,-148,652,1,359
1,123,25971,-5561,-15225,4077,348,-171,662,1,359
1,124,25976,-6013,-15166,3847,357,-204,680,1,359
1,125,25981,-6106,-15151,3353,371,-221,695,1,359
1,126,25986,-5902,-15244,3299,381,-199,715,1,359
1,127,25991,-5636,-15245,3531,384,-158,726,1,359
1,128,25996,-5721,-15148,3772,390,-130,730,1,359
1,129,26001,-6105,-15097,3626,398,-123,745,1,359
1,130,26006,-6438,-15118,3413,405,-99,762,1,359
1,131,26011,-6448,-15191,3410,415,-59,780,1,359
1,132,26016,-6141,-15152,3730,421,-5,795,1,359
1,133,26021,-5907,-15085,4119,424,32,804,1,359
1,134,26026,-6100,-15004,4359,430,15,813,1,359
1,135,26031,-6561,-14943,4351,435,-40,828,1,359
1,136,26036,-6735,-14924,3979,437,-77,846,1,359
1,137,26041,-6704,-14956,3811,440,-55,860,1,359
1,138,26046,-6800,-15079,3964,447,-3,870,1,359
1,139,26051,-6955,-15145,4275,456,36,878,1,359
1,140,26056,-7030,-15008,4272,462,15,889,1,359
1,141,26061,-7023,-14991,4199,466,-12,905,1,359
1,142,26066,-7286,-15030,4581,464,-23,916,1,359
1,143,26071,-7162,-14986,4342,475,-80,947,1,359
1,144,26076,-7148,-14938,4233,478,-76,954,1,359
1,145,26081,-7380,-14885,4339,481,-71,962,1,359
1,146,26086,-7582,-14853,4346,484,-79,972,1,359
1,147,26091,-7501,-14767,4031,483,-70,983,1,359
1,148,26096,-7567,-14768,3857,484,-24,991,1,359
1,149,26101,-7745,-14808,4230,486,40,994,1,359
1,150,26106,-7568,-14628,4521,490,71,1004,1,359
1,151,26111,-7413,-14575,4397,489,82,1014,1,359
1,152,26116,-7602,-14507,4439,484,91,1018,1,359
1,153,26121,-8033,-14440,4694,483,83,1026,1,359
1,154,26126,-8258,-14418,4765,481,65,1039,1,359
1,155,26131,-8200,-14386,4555,485,63,1046,1,359
1,156,26136,-8149,-14364,4532,483,87,1052,1,359
1,157,26141,-8359,-14331,4856,480,101,1052,1,359
1,158,26146,-8677,-14230,5111,482,62,1055,1,359
1,159,26151,-8812,-14136,5053,479,0,1064,1,359
1,160,26156,-8793,-14057,4901,477,-33,1073,1,359
1,161,26161,-8925,-14079,4870,476,-33,1076,1,359
1,162,26166,-8990,-14058,5030,476,-34,1076,1,359
1,163,26171,-8818,-13954,5147,477,-56,1080,1,359
1,164,26176,-8606,-13907,4950,475,-91,1084,1,359
1,165,26181,-8757,-13855,4779,468,-109,1082,1,359
1,166,26186,-9101,-13711,4621,461,-101,1080,1,359
1,167,26191,-9282,-13663,4388,458,-72,1080,1,359
1,168,26196,-9202,-13693,4367,456,-12,1084,1,359
1,169,26201,-8888,-13683,4617,454,53,1081,1,359
1,170,26206,-8698,-13592,4846,449,95,1076,1,359
1,171,26211,-8972,-13470,5039,441,98,1072,1,359
1,172,26216,-9376,-13425,5049,434,73,1071,1,359
1,173,26221,-9484,-13318,4874,431,48,1075,1,359
1,174,26226,-9312,-13263,4713,431,56,1080,1,359
1,175,26231,-9086,-13216,5075,425,91,1074,1,359
1,176,26236,-9403,-13163,5606,417,71,1066,1,359
1,177,26241,-9746,-13119,5624,415,-30,1065,1,359
1,178,26246,-9737,-12975,5152,414,-124,1073,1,359
1,179,26251,-9361,-12834,5096,410,-139,1067,1,359
1,180,26256,-9376,-12769,5413,403,-134,1057,1,359
1,181,26261,-9675,-12653,5567,398,-165,1052,1,359
1,182,26266,-9794,-12558,5096,394,-213,1050,1,359
1,183,26271,-9814,-12532,4669,386,-217,1045,1,359
1,184,26276,-9680,-12513,4836,378,-176,1034,1,359
1,185,26281,-9555,-12399,5148,369,-128,1024,1,359
1,186,26286,-9615,-12276,5365,366,-103,1013,1,359
1,187,26291,-9829,-12195,5238,358,-111,1004,1,359
1,188,26296,-9808,-12144,5165,349,-125,1001,1,359
1,189,26301,-9545,-12079,5157,340,-123,996,1,359
1,190,26306,-9447,-12028,5099,333,-89,980,1,359
1,191,26311,-9839,-12054,5022,327,-48,965,1,359
1,192,26316,-10182,-12058,4940,317,-28,954,1,359
1,193,26321,-10043,-11903,4966,311,-21,949,1,359
1,194,26326,-9703,-11800,5193,302,-2,936,1,359
1,195,26331,-9635,-11727,5592,295,4,921,1,359
1,196,26336,-9877,-11642,5653,284,-26,906,1,359
1,197,26341,-10092,-11558,5514,277,-66,891,1,359
1,198,26346,-10129,-11464,5256,266,-83,882,1,359
1,199,26351,-10075,-11375,5202,255,-71,869,1,359
1,200,26356,-10133,-11332,5424,241,-45,849,1,359
1,201,26361,-10232,-11299,5498,230,-58,832,1,359
1,202,26366,-10228,-11220,5425,225,-94,818,1,359
1,203,26371,-10075,-11217,5276,214,-107,804,1,359
1,204,26376,-9973,-11241,5408,204,-94,787,1,359
1,205,26381,-10067,-11229,5326,192,-88,764,1,359
1,206,26386,-10201,-11357,5052,184,-97,750,1,359
1,207,26391,-10073,-11460,4942,171,-91,738,1,359
1,208,26396,-9714,-11393,4984,162,-79,722,1,359
1,209,26401,-9620,-11320,5227,146,-56,696,1,359
1,210,26406,-9995,-11368,5225,134,-49,669,1,359
1,211,26411,-10361,-11425,4926,128,-53,654,1,359
1,212,26416,-10203,-11407,4788,116,-37,641,1,359
1,213,26421,-9923,-11331,5109,103,-12,620,1,359
1,214,26426,-9908,-11232,5702,91,-12,592,1,359
1,215,26431,-10182,-11121,5649,80,-65,568,1,359
1,216,26436,-10377,-10827,5224,55,-120,531,1,359
1,217,26441,-10290,-10676,5643,38,-107,507,1,359
1,218,26446,-10229,-10546,5716,26,-108,479,1,359
1,219,26451,-10375,-10485,5437,15,-103,453,1,359
1,220,26456,-10638,-10489,4961,2,-98,425,1,359
1,221,26461,-10754,-10498,4948,-14,-71,402,1,359
1,222,26466,-10393,-10552,5256,-30,-54,383,1,359
1,223,26471,-9787,-10614,5659,-41,-57,362,1,359
1,224,26476,-9467,-10650,5647,-56,-81,337,1,359
1,225,26481,-9722,-10650,5306,-69,-118,309,1,359
1,226,26486,-10241,-10659,5049,-82,-141,284,1,359
1,227,26491,-10286,-10662,4716,-97,-143,266,1,359
1,228,26496,-9823,-10726,4509,-112,-101,243,1,359
1,229,26501,-9506,-10732,4753,-126,-22,208,1,359
1,230,26506,-9726,-10737,5165,-135,31,173,1,359
1,231,26511,-10030,-10743,5052,-150,26,146,1,359
1,232,26516,-9961,-10698,4769,-163,17,125,1,359
1,233,26521,-9752,-10599,5017,-178,42,101,1,359
1,234,26526,-9630,-10421,5460,-193,62,68,1,359
1,235,26531,-9825,-10230,5730,-211,60,34,1,359
1,236,26536,-10146,-10117,5364,-222,38,2,1,359
1,237,26541,-10500,-10080,4824,-238,36,-25,1,359
1,238,26546,-10630,-10172,4656,-253,77,-51,1,359
1,239,26551,-10297,-10390,4870,-264,109,-81,1,359
1,240,26556,-9788,-10557,5219,-274,107,-109,1,359
1,241,26561,-9533,-10641,5481,-288,57,-140,1,359
1,242,26566,-9522,-10616,5665,-301,-21,-165,1,359
1,243,26571,-9544,-10551,5554,-316,-97,-187,1,359
1,244,26576,-9449,-10516,5124,-331,-139,-214,1,359
1,245,26581,-9506,-10603,4702,-346,-129,-240,1,359
1,246,26586,-9567,-10738,4317,-358,-96,-270,1,359
1,247,26591,-9595,-10866,4038,-371,-42,-301,1,359
1,248,26596,-9642,-10959,4061,-385,33,-343,1,359
1,249,26601,-9740,-10902,4401,-398,102,-378,1,359
1,250,26606,-9692,-10719,4652,-412,153,-415,1,359
1,251,26611,-9622,-10571,4965,-427,194,-449,1,359
1,252,26616,-9742,-10470,5088,-442,215,-484,1,359
1,253,26621,-10228,-10460,4837,-459,235,-520,1,359
1,254,26626,-10583,-10605,4432,-471,257,-551,1,359
1,255,26631,-10395,-10871,4231,-480,265,-579,1,359
1,256,26636,-9698,-11142,4856,-491,263,-604,1,359
1,257,26641,-9077,-11213,5718,-498,193,-636,1,359
1,258,26646,-9059,-11241,5805,-504,62,-667,1,359
1,259,26651,-9616,-11246,5371,-514,-68,-698,1,359
1,260,26656,-9982,-11274,4849,-526,-179,-720,1,359
1,261,26661,-9770,-11406,4377,-543,-242,-740,1,359
1,262,26666,-9345,-11551,4338,-556,-238,-769,1,359
1,263,26671,-9153,-11733,4069,-565,-225,-805,1,359
1,264,26676,-9353,-11883,3571,-575,-191,-845,1,359
1,265,26681,-9609,-11900,3425,-588,-114,-882,1,359
1,266,26686,-9636,-11874,3631,-602,-24,-913,1,359
1,267,26691,-9286,-11884,3778,-614,60,-945,1,359
1,268,26696,-9133,-12037,3814,-625,141,-977,1,359
1,269,26701,-9267,-12255,3896,-631,199,-1011,1,359
1,270,26706,-9358,-12396,4061,-638,212,-1041,1,359
1,271,26711,-9013,-12485,4282,-649,180,-1062,1,359
1,272,26716,-8653,-12529,4660,-655,134,-1086,1,359
1,273,26721,-8559,-12631,4905,-659,81,-1111,1,359
1,274,26726,-8736,-12702,4720,-664,8,-1135,1,359
1,275,26731,-8867,-12736,4405,-671,-64,-1159,1,359
1,276,26736,-8809,-12810,4171,-679,-125,-1177,1,359
1,277,26741,-8532,-12878,4002,-687,-169,-1195,1,359
1,278,26746,-8383,-12978,3853,-694,-181,-1221,1,359
1,279,26751,-8504,-12939,3848,-705,-171,-1248,1,359
1,280,26756,-8605,-12874,3711,-715,-162,-1273,1,359
1,281,26761,-8574,-12937,3609,-723,-136,-1291,1,359
1,282,26766,-8235,-13038,3602,-732,-92,-1311,1,359
1,283,26771,-8053,-13076,3590,-742,-45,-1338,1,359
1,284,26776,-8201,-13280,3476,-746,2,-1361,1,359
1,285,26781,-8264,-13463,3443,-751,51,-1378,1,359
1,286,26786,-7834,-13531,3456,-755,89,-1395,1,359
1,287,26791,-7334,-13555,3641,-763,115,-1414,1,359
1,288,26796,-7234,-13571,3942,-771,124,-1436,1,359
1,289,26801,-7779,-13825,3422,-777,81,-1466,1,359
1,290,26806,-7590,-13989,3066,-779,103,-1476,1,359
1,291,26811,-7304,-14174,3125,-785,158,-1491,1,359
1,292,26816,-7301,-14316,3469,-787,191,-1512,1,359
1,293,26821,-7314,-14418,3590,-785,165,-1528,1,359
1,294,26826,-7075,-14440,3415,-785,110,-1535,1,359
1,295,26831,-6818,-14447,3377,-791,68,-1542,1,359
1,296,26836,-6707,-14486,3593,-794,46,-1555,1,359
1,297,26841,-6743,-14567,3415,-801,30,-1568,1,359
1,298,26846,-6681,-14613,2742,-801,29,-1578,1,359
1,299,26851,-6578,-14686,2422,-803,83,-1589,1,359
1,300,26856,-6595,-14760,2328,-813,158,-1608,1,359
1,301,26861,-6595,-14800,2202,-818,243,-1622,1,359
1,302,26866,-6724,-14931,1886,-820,347,-1638,1,359
1,303,26871,-6794,-15183,1599,-816,471,-1652,1,359
1,304,26876,-6519,-15369,1840,-811,593,-1664,1,359
1,305,26881,-6166,-15497,2521,-809,661,-1676,1,359
1,306,26886,-6166,-15689,2964,-802,626,-1683,1,359
1,307,26891,-5936,-15863,3063,-790,526,-1682,1,359
1,308,26896,-5348,-15866,3198,-782,409,-1676,1,359
1,309,26901,-4978,-15769,3422,-778,268,-1678,1,359
1,310,26906,-5328,-15708,3598,-776,98,-1680,1,359
1,311,26911,-5801,-15715,2812,-773,-81,-1673,1,359
1,312,26916,-5813,-15791,1805,-769,-166,-1669,1,359
1,313,26921,-5497,-15834,1277,-770,-135,-1669,1,359
1,314,26926,-5231,-15855,1438,-772,-54,-1675,1,359
1,315,26931,-5295,-15878,1336,-775,0,-1687,1,359
1,316,26936,-5357,-15866,870,-777,67,-1699,1,359
1,317,26941,-5371,-15854,564,-785,202,-1708,1,359
1,318,26946,-5358,-15837,872,-791,415,-1724,1,359
1,319,26951,-5312,-15905,1207,-790,634,-1743,1,359
1,320,26956,-5401,-15959,1426,-790,842,-1759,1,359
1,321,26961,-5502,-16099,1200,-789,987,-1772,1,359
1,322,26966,-5854,-16259,970,-784,1104,-1783,1,359
1,323,26971,-6006,-16647,987,-768,1166,-1787,1,359
1,324,26976,-5400,-16897,1743,-752,1156,-1787,1,359
1,325,26981,-4118,-17032,2768,-735,1046,-1783,1,359
1,326,26986,-3506,-16935,3910,-721,820,-1787,1,359
1,327,26991,-3921,-16862,4151,-709,487,-1780,1,359
1,328,26996,-4677,-16862,3277,-695,113,-1756,1,359
1,329,27001,-4695,-17177,1802,-686,-179,-1725,1,359
1,330,27006,-3789,-16831,1171,-690,-310,-1732,1,359
1,331,27011,-3349,-16883,1571,-690,-357,-1715,1,359
1,332,27016,-3707,-17279,1160,-682,-453,-1704,1,359
1,333,27021,-3855,-16811,-74,-685,-526,-1726,1,359
1,334,27026,-3665,-16867,-956,-690,-449,-1697,1,359
1,335,27031,-3021,-16972,-734,-693,-239,-1689,1,359
1,336,27036,-2390,-16895,-198,-698,-17,-1707,1,359
1,337,27041,-2188,-17004,-262,-692,139,-1707,1,359
1,338,27046,-2390,-17031,-670,-696,280,-1712,1,359
1,339,27051,-2870,-17061,-443,-698,453,-1710,1,359
1,340,27056,-3026,-17261,-487,-695,614,-1698,1,359
1,341,27061,-2404,-17430,-226,-680,777,-1687,1,359
1,342,27066,-1425,-17646,676,-664,896,-1679,1,359
1,343,27071,-1227,-17541,1651,-652,869,-1679,1,359
1,344,27076,-1580,-17389,2332,-635,682,-1667,1,359
1,345,27081,-2455,-17691,1551,-631,419,-1616,1,359
1,346,27086,-1602,-17797,1006,-604,250,-1595,1,359
1,347,27091,-812,-17368,1268,-599,181,-1581,1,359
1,348,27096,-617,-17853,1636,-594,44,-1532,1,359
1,349,27101,-1357,-17500,1208,-585,-115,-1540,1,359
1,350,27106,-1818,-17215,-61,-577,-239,-1521,1,359
1,351,27111,-1529,-17523,-1383,-572,-245,-1470,1,359
1,352,27116,-1130,-17466,-932,-579,-51,-1469,1,359
1,353,27121,-911,-17416,-699,-574,105,-1466,1,359
1,354,27126,-1153,-16703,-1227,-556,245,-1449,1,359
1,355,27131,-1387,-17845,-190,-554,407,-1434,1,359
1,356,27136,-1214,-17336,-1298,-560,351,-1434,1,359
1,357,27141,-1142,-15425,-270,-551,525,-1433,1,359
1,358,27146,-13186,-9308,-16334,-544,679,-1320,1,359
1,359,27151,-22745,-21080,-32768,-493,817,-1584,1,359
1,360,27156,-27930,-5683,-1316,-477,10120,-1761,1,359
1,361,27161,-17054,-20491,22886,464,22642,-437,1,359
1,362,27166,30769,-18562,30537,256,11339,-1253,1,359
1,363,27171,-14925,-12755,32011,721,3940,-834,1,359
1,364,27176,-32768,-11386,29951,716,-8059,198,1,359
1,365,27181,-21380,-9025,-2547,734,-14083,1135,1,359
1,366,27186,14349,-29737,-32768,204,-10596,1896,1,359
1,367,27191,31788,-26334,-25557,266,1395,-16,1,359
1,368,27196,-3687,-10565,14456,128,7396,-1488,1,359
1,369,27201,-32768,-13233,32767,228,3228,-273,1,359
1,370,27206,-18737,-9060,12466,775,-8179,888,1,359
1,371,27211,13674,-22632,-23073,1047,-10651,1935,1,359
1,372,27216,16075,-27790,-30391,365,-6357,947,1,359
1,373,27221,-7054,-20048,5119,364,-1093,-222,1,359
1,374,27226,-26228,-14366,22325,245,-1675,-158,1,359
1,375,27231,-10686,-14067,-12095,562,-5336,691,1,359
1,376,27236,9606,-21894,-30131,604,-4486,997,1,359
1,377,27241,9327,-19917,-18402,337,-754,161,1,359
1,378,27246,-4170,-17112,8402,426,1768,-176,1,359
1,379,27251,-10660,-16250,6294,404,983,80,1,359
1,380,27256,-1402,-15991,-11940,370,57,315,1,359
1,381,27261,7727,-18538,-13487,347,1236,337,1,359
1,382,27266,6619,-17232,3902,279,2856,6,1,359
1,383,27271,-402,-16068,16328,301,2670,-42,1,359
1,384,27276,-3130,-16028,6404,430,1004,234,1,359
1,385,27281,711,-16877,-7030,402,126,425,1,359
1,386,27286,2808,-16689,-3076,289,751,320,1,359
1,387,27291,1850,-16250,8017,244,1096,205,1,359
1,388,27296,-191,-16123,10593,314,372,262,1,359
1,389,27301,-952,-16797,223,401,-647,395,1,359
1,390,27306,-566,-16784,-6013,361,-771,409,1,359
1,391,27311,-503,-16493,-764,282,-272,349,1,359
1,392,27316,-223,-16383,5372,266,-137,313,1,359
1,393,27321,369,-16678,3102,311,-471,343,1,359
1,394,27326,196,-17266,-3662,331,-599,362,1,359
1,395,27331,-1436,-16800,-3193,284,-257,315,1,359
1,396,27336,-1685,-16243,1065,238,-55,304,1,359
1,397,27341,-596,-16256,3052,243,-79,314,1,359
1,398,27346,1075,-16849,-164,266,-144,320,1,359
1,399,27351,157,-17057,-1775,256,82,293,1,359
1,400,27356,-1142,-16651,260,223,254,270,1,359
1,401,27361,-1521,-16194,2795,201,178,272,1,359
1,402,27366,-43,-16409,1240,205,-51,306,1,359
1,403,27371,1004,-16839,-674,207,23,307,1,359
1,404,27376,101,-16665,176,193,280,267,1,359
1,405,27381,-1101,-16149,1891,175,309,251,1,359
1,406,27386,-1108,-16025,1518,168,80,276,1,359
1,407,27391,116,-16272,-300,168,-47,294,1,359
1,408,27396,469,-16330,-272,156,116,276,1,359
1,409,27401,-248,-16139,1275,143,269,249,1,359
1,410,27406,-1004,-15885,1680,138,191,249,1,359
1,411,27411,-781,-15860,580,138,36,265,1,359
1,412,27416,-38,-16020,111,125,31,269,1,359
1,413,27421,53,-16015,1013,110,120,250,1,359
1,414,27426,-213,-16036,1410,112,116,244,1,359
1,415,27431,-551,-16024,994,109,59,246,1,359
1,416,27436,-393,-16040,198,99,15,244,1,359
1,417,27441,-203,-16078,445,85,47,240,1,359
1,418,27446,-311,-16128,1060,79,92,232,1,359
1,419,27451,-530,-16131,962,75,103,228,1,359
1,420,27456,-575,-16118,492,71,114,225,1,359
1,421,27461,-459,-16104,415,63,126,222,1,359
1,422,27466,-402,-16159,910,51,139,220,1,359
1,423,27471,-518,-16163,1064,44,136,210,1,359
1,424,27476,-683,-16225,627,41,134,204,1,359
1,425,27481,-777,-16226,298,36,170,205,1,359
1,426,27486,-777,-16215,638,24,215,196,1,359
1,427,27491,-761,-16193,1211,20,211,192,1,359
1,428,27496,-693,-16174,1261,16,164,187,1,359
1,429,27501,-754,-16279,903,13,131,185,1,359
1,430,27506,-825,-16345,877,7,123,180,1,359
1,431,27511,-975,-16299,1124,2,104,176,1,359
1,432,27516,-1050,-16340,1178,-1,59,167,1,359
1,433,27521,-1017,-16352,964,-4,19,166,1,359
1,434,27526,-1052,-16386,799,-8,4,161,1,359
1,435,27531,-1112,-16313,984,-19,-16,145,1,359
1,436,27536,-1076,-16318,870,-22,-31,142,1,359
1,437,27541,-1021,-16328,725,-21,-27,137,1,359
1,438,27546,-1052,-16340,753,-27,-8,127,1,359
1,439,27551,-1078,-16234,866,-28,-1,122,1,359
1,440,27556,-1044,-16155,936,-33,1,116,1,359
1,441,27561,-1008,-16174,902,-37,-3,113,1,359
1,442,27566,-913,-16206,881,-42,5,106,1,359
1,443,27571,-975,-16208,1003,-45,17,96,1,359
1,444,27576,-1162,-16217,1015,-49,23,89,1,359
1,445,27581,-1167,-16203,921,-53,26,87,1,359
1,446,27586,-1031,-16196,859,-56,39,79,1,359
1,447,27591,-1018,-16253,1045,-60,53,70,1,359
1,448,27596,-1175,-16285,1183,-62,49,64,1,359
1,449,27601,-1180,-16279,1029,-63,36,62,1,359
1,450,27606,-1090,-16300,1023,-63,27,53,1,359
1,451,27611,-977,-16320,1120,-65,15,49,1,359
1,452,27616,-926,-16320,1237,-67,-8,44,1,359
1,453,27621,-964,-16299,1227,-68,-44,39,1,359
1,454,27626,-1091,-16342,1117,-67,-78,36,1,359
1,455,27631,-1128,-16294,959,-69,-101,33,1,359
1,456,27636,-1066,-16237,843,-69,-112,29,1,359
1,457,27641,-1027,-16260,832,-68,-113,25,1,359
1,458,27646,-976,-16310,778,-72,-110,19,1,359
1,459,27651,-879,-16299,711,-68,-106,12,1,359
1,460,27656,-807,-16285,736,-69,-95,8,1,359
1,461,27661,-732,-16287,632,-69,-78,7,1,359
1,462,27666,-641,-16315,622,-71,-58,1,1,359
1,463,27671,-574,-16303,552,-70,-33,-3,1,359
1,464,27676,-553,-16271,572,-71,-1,-9,1,359
1,465,27681,-564,-16323,652,-71,29,-11,1,359
1,466,27686,-625,-16334,618,-69,49,-16,1,359
1,467,27691,-674,-16419,657,-67,65,-20,1,359
1,468,27696,-692,-16475,690,-68,77,-22,1,359
1,469,27701,-746,-16502,731,-62,83,-26,1,359
1,470,27706,-834,-16552,791,-55,72,-26,1,359
1,471,27711,-807,-16533,854,-58,58,-29,1,359
