event_id,swing_id,sample_rate_hz,total_samples,pre_samples,post_samples,impact_index_in_event,address_start_us,backswing_start_us,forward_start_us,impact_us,follow_start_us,end_us,event_start_us,event_end_us
20,487,200,1000,600,400,600,1872142075,1876137075,1877137075,1877547075,1877547075,1877977076,1874547075,1879542076
