event_id,seq,ts_us,ax,ay,az,gx,gy,gz
3,0,99533,653,-16049,-3380,-2,-1,-6
3,1,99538,610,-16039,-3392,-1,9,-7
3,2,99543,601,-16056,-3368,1,17,-7
3,3,99548,634,-16062,-3345,-1,22,-7
3,4,99553,584,-16030,-3374,0,22,-6
3,5,99558,559,-16034,-3359,-3,19,-7
3,6,99563,573,-16032,-3338,-3,14,-6
3,7,99568,595,-16048,-3357,-1,11,-8
3,8,99573,618,-16022,-3357,2,7,-6
3,9,99578,649,-16001,-3376,1,5,-4
3,10,99583,664,-15956,-3436,1,0,-5
3,11,99588,674,-15979,-3390,2,-6,-7
3,12,99593,628,-15959,-3344,3,-14,-7
3,13,99598,616,-15957,-3403,4,-23,-6
3,14,99603,630,-15967,-3434,5,-26,-2
3,15,99608,652,-16012,-3395,5,-26,-2
3,16,99613,654,-15982,-3398,5,-24,-4
3,17,99618,595,-15984,-3421,7,-20,-6
3,18,99623,573,-16007,-3385,6,-16,-4
3,19,99628,562,-16055,-3392,3,-10,-5
3,20,99633,574,-16083,-3379,3,-5,-6
3,21,99638,600,-16084,-3342,3,5,-7
3,22,99643,609,-16082,-3360,2,15,-7
3,23,99648,623,-16018,-3372,2,21,-6
3,24,99653,611,-16017,-3364,3,24,-7
3,25,99658,591,-16020,-3338,3,25,-6
3,26,99663,584,-16050,-3266,1,26,-7
3,27,99668,631,-16066,-3294,2,26,-4
3,28,99673,623,-16020,-3360,3,25,-4
3,29,99678,642,-15951,-3370,2,21,-4
3,30,99683,661,-15945,-3406,4,17,-4
3,31,99688,631,-15967,-3411,5,10,-3
3,32,99693,612,-15968,-3390,4,5,-5
3,33,99698,604,-15975,-3374,5,-2,-6
3,34,99703,638,-15961,-3356,6,-6,-3
3,35,99708,660,-15972,-3376,7,-12,-3
3,36,99713,631,-15985,-3380,6,-17,-2
3,37,99718,624,-15995,-3338,6,-21,-2
3,38,99723,645,-16019,-3288,6,-25,-3
3,39,99728,581,-16040,-3341,8,-28,-3
3,40,99733,620,-16070,-3326,7,-24,-3
3,41,99738,643,-16112,-3399,7,-18,-2
3,42,99743,737,-16071,-3398,3,-9,-2
3,43,99748,786,-16049,-3431,3,4,0
3,44,99753,674,-15982,-3420,4,14,-2
3,45,99758,632,-16019,-3362,1,21,-3
3,46,99763,577,-16030,-3334,2,22,-2
3,47,99768,569,-15994,-3294,3,20,-1
3,48,99773,628,-16030,-3275,4,17,0
3,49,99778,624,-16020,-3259,5,13,-1
3,50,99783,568,-16021,-3321,4,5,-2
3,51,99788,584,-16050,-3300,2,-5,0
3,52,99793,657,-16084,-3285,4,-13,4
3,53,99798,684,-16053,-3304,5,-17,3
3,54,99803,710,-16061,-3357,4,-17,0
3,55,99808,630,-16057,-3317,4,-16,0
3,56,99813,609,-16065,-3351,6,-17,0
3,57,99818,640,-16086,-3381,5,-19,2
3,58,99823,676,-16110,-3357,6,-16,2
3,59,99828,679,-16097,-3356,5,-14,0
3,60,99833,621,-16099,-3332,5,-15,1
3,61,99838,616,-16098,-3356,4,-13,-1
3,62,99843,605,-16107,-3424,3,-10,-1
3,63,99848,646,-16084,-3400,2,-3,1
3,64,99853,638,-16048,-3375,2,6,-1
3,65,99858,601,-16067,-3344,4,11,1
3,66,99863,549,-15993,-3324,3,13,0
3,67,99868,572,-16011,-3342,3,13,1
3,68,99873,580,-16006,-3398,2,13,0
3,69,99878,536,-15989,-3386,2,10,-1
3,70,99883,566,-16001,-3382,3,5,-1
3,71,99888,610,-16000,-3365,4,1,-2
3,72,99893,598,-16007,-3352,5,0,0
3,73,99898,589,-16043,-3413,5,-3,-2
3,74,99903,593,-16053,-3375,4,-3,-3
3,75,99908,644,-16036,-3357,4,-2,-2
3,76,99913,699,-15976,-3365,5,1,-1
3,77,99918,641,-16032,-3367,5,3,-2
3,78,99923,552,-16052,-3350,3,2,-4
3,79,99928,545,-16091,-3324,3,-3,-2
3,80,99933,624,-16075,-3264,3,-8,1
3,81,99938,664,-16044,-3301,3,-3,-1
3,82,99943,689,-16017,-3375,3,4,-4
3,83,99948,625,-16020,-3391,3,10,-3
3,84,99953,588,-16027,-3355,2,12,-3
3,85,99958,627,-16008,-3303,1,14,-2
3,86,99963,658,-16008,-3289,2,15,1
3,87,99968,627,-16003,-3391,4,15,-2
3,88,99973,538,-15985,-3354,4,9,-3
3,89,99978,518,-15971,-3370,4,0,-3
3,90,99983,576,-16013,-3318,2,-8,-1
3,91,99988,627,-16039,-3336,3,-14,-1
3,92,99993,661,-16035,-3343,5,-14,-2
3,93,99998,652,-16019,-3345,5,-10,-5
3,94,100003,624,-16042,-3347,5,-7,-4
3,95,100008,630,-16065,-3375,3,-3,-3
3,96,100013,652,-16079,-3318,1,2,-2
3,97,100018,625,-16105,-3351,1,12,-3
3,98,100023,651,-16089,-3327,2,23,-3
3,99,100028,592,-16074,-3317,0,20,-5
3,100,100033,566,-16055,-3278,-1,14,-4
3,101,100038,551,-16085,-3253,-1,7,-4
3,102,100043,637,-16092,-3290,1,3,-4
3,103,100048,691,-16094,-3368,2,-3,-1
3,104,100053,692,-16078,-3371,1,-4,-4
3,105,100058,710,-16025,-3398,-1,-3,-4
3,106,100063,681,-15994,-3397,0,-2,-3
3,107,100068,621,-15962,-3392,2,3,-2
3,108,100073,580,-15965,-3349,2,7,-2
3,109,100078,626,-15974,-3372,2,6,-2
3,110,100083,631,-15969,-3326,1,1,-4
3,111,100088,666,-15948,-3325,0,-3,-5
3,112,100093,633,-15956,-3326,-1,-10,-3
3,113,100098,578,-15946,-3345,2,-14,-4
3,114,100103,606,-15946,-3363,2,-20,-4
3,115,100108,632,-15950,-3356,1,-25,-3
3,116,100113,596,-15996,-3360,-1,-26,-4
3,117,100118,631,-16066,-3288,-1,-23,-3
3,118,100123,640,-16084,-3322,1,-14,-5
3,119,100128,672,-16099,-3392,0,-4,-4
3,120,100133,675,-16119,-3363,-1,8,-3
3,121,100138,680,-16169,-3339,-4,13,-3
3,122,100143,662,-16195,-3286,-6,21,-4
3,123,100148,635,-16238,-3244,-6,23,-6
3,124,100153,611,-16247,-3327,-3,25,-4
3,125,100158,636,-16184,-3343,-4,24,-1
3,126,100163,684,-16166,-3310,-5,22,-4
3,127,100168,706,-16143,-3329,-6,18,-4
3,128,100173,684,-16147,-3315,-4,11,-1
3,129,100178,676,-16067,-3322,-2,6,-2
3,130,100183,668,-16031,-3375,-3,4,-2
3,131,100188,656,-16052,-3410,-6,3,-4
3,132,100193,589,-16054,-3379,-5,-2,-4
3,133,100198,599,-16014,-3326,-4,-5,-2
3,134,100203,671,-15974,-3380,-3,-7,-1
3,135,100208,620,-15977,-3422,-2,-6,-2
3,136,100213,561,-15967,-3425,-3,-7,-2
3,137,100218,554,-15969,-3340,-4,-7,-2
3,138,100223,625,-15956,-3343,-5,-5,-2
3,139,100228,643,-15925,-3379,-6,0,-2
3,140,100233,612,-15906,-3392,-6,7,-4
3,141,100238,615,-15931,-3384,-6,13,-6
3,142,100243,582,-15942,-3317,-5,12,-4
3,143,100248,617,-15944,-3313,-4,11,-4
3,144,100253,639,-16004,-3309,-7,14,-4
3,145,100258,621,-16066,-3293,-6,15,-4
3,146,100263,665,-16041,-3350,-7,15,-5
3,147,100268,672,-16026,-3348,-8,16,-5
3,148,100273,692,-16036,-3350,-8,13,-3
3,149,100278,644,-16046,-3359,-9,13,-5
3,150,100283,631,-16083,-3346,-7,13,-3
3,151,100288,612,-16071,-3350,-7,9,-4
3,152,100293,615,-16047,-3314,-6,1,-4
3,153,100298,644,-16070,-3344,-8,-4,-4
3,154,100303,625,-16097,-3369,-9,-8,-4
3,155,100308,648,-16103,-3330,-7,-7,-4
3,156,100313,665,-16098,-3271,-8,-4,-4
3,157,100318,711,-16065,-3331,-12,5,-2
3,158,100323,726,-16106,-3362,-11,11,-2
3,159,100328,659,-16096,-3328,-13,14,-3
3,160,100333,679,-16024,-3280,-14,14,-5
3,161,100338,664,-16055,-3291,-12,13,-3
3,162,100343,624,-16015,-3347,-11,12,-4
3,163,100348,645,-15987,-3312,-11,7,-2
3,164,100353,612,-16041,-3300,-11,2,-2
3,165,100358,656,-15999,-3310,-12,-7,0
3,166,100363,691,-15974,-3359,-11,-11,0
3,167,100368,672,-16008,-3395,-11,-13,0
3,168,100373,696,-15972,-3417,-12,-12,0
3,169,100378,694,-15986,-3372,-12,-8,0
3,170,100383,668,-15971,-3412,-13,-1,0
3,171,100388,625,-15964,-3415,-13,5,-2
3,172,100393,629,-16002,-3421,-12,6,0
3,173,100398,643,-15984,-3375,-11,7,2
3,174,100403,660,-15948,-3404,-13,8,1
3,175,100408,626,-15937,-3397,-12,6,0
3,176,100413,600,-15987,-3325,-12,0,-1
3,177,100418,575,-16013,-3331,-12,-3,0
3,178,100423,608,-16044,-3363,-9,-3,2
3,179,100428,696,-15981,-3403,-11,-2,1
3,180,100433,680,-16003,-3414,-12,1,0
3,181,100438,672,-16001,-3382,-12,1,0
3,182,100443,623,-15987,-3313,-12,-2,1
3,183,100448,627,-16064,-3306,-10,-9,3
3,184,100453,683,-16061,-3241,-11,-16,4
3,185,100458,655,-16040,-3262,-8,-26,5
3,186,100463,591,-16031,-3290,-8,-36,3
3,187,100468,568,-16061,-3319,-8,-48,3
3,188,100473,622,-16014,-3387,-9,-52,5
3,189,100478,711,-15995,-3476,-8,-45,6
3,190,100483,758,-16021,-3454,-9,-32,6
3,191,100488,690,-15985,-3456,-9,-16,4
3,192,100493,661,-15989,-3480,-7,-3,4
3,193,100498,644,-15998,-3465,-10,8,5
3,194,100503,649,-16000,-3443,-10,19,5
3,195,100508,636,-16021,-3404,-8,24,6
3,196,100513,534,-16021,-3376,-10,25,4
3,197,100518,480,-15989,-3355,-9,18,3
3,198,100523,532,-15924,-3372,-6,10,3
3,199,100528,572,-15912,-3393,-4,6,6
3,200,100533,562,-15903,-3352,-4,1,5
3,201,100538,513,-15939,-3345,-5,-9,4
3,202,100543,516,-15959,-3327,-4,-16,3
3,203,100548,597,-15978,-3357,-4,-18,6
3,204,100553,718,-15971,-3456,-3,-16,5
3,205,100558,739,-16010,-3403,-1,-10,4
3,206,100563,675,-16033,-3351,-2,-7,4
3,207,100568,622,-16021,-3280,0,-9,5
3,208,100573,583,-16036,-3289,0,-12,7
3,209,100578,548,-16062,-3362,1,-13,5
3,210,100583,589,-16060,-3386,0,-15,6
3,211,100588,608,-16030,-3430,-1,-16,9
3,212,100593,688,-16032,-3435,1,-12,6
3,213,100598,694,-15971,-3418,1,-9,3
3,214,100603,643,-15990,-3439,1,-1,4
3,215,100608,600,-15982,-3479,2,8,6
3,216,100613,611,-15989,-3446,2,13,7
3,217,100618,627,-15992,-3433,2,18,6
3,218,100623,612,-15997,-3393,2,21,4
3,219,100628,575,-15994,-3367,3,24,6
3,220,100633,564,-15968,-3385,4,25,8
3,221,100638,612,-15952,-3385,4,22,8
3,222,100643,608,-15994,-3318,5,18,6
3,223,100648,628,-16023,-3291,5,14,7
3,224,100653,654,-16070,-3295,7,9,10
3,225,100658,710,-16075,-3317,7,3,10
3,226,100663,668,-16078,-3299,7,0,8
3,227,100668,624,-16094,-3274,6,-6,6
3,228,100673,655,-16142,-3216,5,-14,8
3,229,100678,694,-16136,-3259,8,-12,8
3,230,100683,712,-16174,-3328,7,-8,9
3,231,100688,669,-16163,-3324,3,-6,8
3,232,100693,689,-16096,-3382,5,-2,11
3,233,100698,727,-16075,-3351,5,1,11
3,234,100703,738,-16075,-3334,5,4,10
3,235,100708,732,-16046,-3331,3,10,11
3,236,100713,656,-16060,-3317,4,12,14
3,237,100718,633,-16042,-3310,4,14,12
3,238,100723,686,-15983,-3340,5,13,13
3,239,100728,655,-16008,-3321,5,8,14
3,240,100733,600,-16032,-3318,5,3,13
3,241,100738,592,-16040,-3253,3,-1,13
3,242,100743,647,-16039,-3268,4,-4,13
3,243,100748,716,-16036,-3335,6,-3,14
3,244,100753,638,-16006,-3402,5,-3,14
3,245,100758,601,-16000,-3383,4,-2,13
3,246,100763,578,-16022,-3269,1,-7,12
3,247,100768,589,-16071,-3240,3,-10,13
3,248,100773,701,-16051,-3304,5,-9,15
3,249,100778,709,-16074,-3359,3,-5,14
3,250,100783,653,-16033,-3404,2,-8,12
3,251,100788,562,-16064,-3335,2,-12,11
3,252,100793,516,-16086,-3281,3,-18,11
3,253,100798,586,-16089,-3345,4,-17,12
3,254,100803,586,-16080,-3372,3,-17,10
3,255,100808,601,-16041,-3402,3,-15,10
3,256,100813,597,-16007,-3420,1,-12,9
3,257,100818,588,-15992,-3380,3,-10,7
3,258,100823,609,-15988,-3338,2,-4,6
3,259,100828,529,-15944,-3417,2,2,6
3,260,100833,499,-15990,-3439,1,3,7
3,261,100838,556,-15945,-3401,2,5,7
3,262,100843,601,-15975,-3436,2,3,5
3,263,100848,639,-16038,-3465,2,5,4
3,264,100853,590,-16029,-3426,1,10,4
3,265,100858,538,-16015,-3382,0,13,4
3,266,100863,541,-16019,-3379,1,18,3
3,267,100868,593,-16027,-3354,0,26,1
3,268,100873,600,-16027,-3361,-1,34,2
3,269,100878,544,-16057,-3345,-1,42,0
3,270,100883,504,-16067,-3341,-3,45,-2
3,271,100888,524,-16079,-3289,-3,42,-2
3,272,100893,567,-16009,-3335,-1,38,0
3,273,100898,579,-15952,-3368,-1,36,-1
3,274,100903,551,-15975,-3368,-1,31,-2
3,275,100908,573,-15902,-3382,-1,22,-2
3,276,100913,553,-15885,-3371,-1,11,-5
3,277,100918,544,-15935,-3386,2,1,-2
3,278,100923,524,-15957,-3336,2,-8,-3
3,279,100928,566,-15927,-3402,4,-19,-3
3,280,100933,632,-15963,-3448,5,-28,0
3,281,100938,750,-16002,-3517,4,-31,-1
3,282,100943,722,-16053,-3473,4,-31,-4
3,283,100948,674,-16089,-3390,2,-23,-5
3,284,100953,611,-16103,-3403,3,-15,-4
3,285,100958,624,-16103,-3379,4,-3,-2
3,286,100963,604,-16066,-3451,3,13,-4
3,287,100968,589,-16061,-3393,3,19,-3
3,288,100973,604,-16075,-3336,3,19,-2
3,289,100978,624,-16067,-3329,3,23,-3
3,290,100983,651,-16088,-3373,3,25,-1
3,291,100988,619,-16094,-3352,3,28,-4
3,292,100993,590,-16046,-3381,4,21,-4
3,293,100998,551,-15989,-3341,4,9,0
3,294,101003,560,-16017,-3288,5,-4,0
3,295,101008,593,-16009,-3366,5,-12,-1
3,296,101013,567,-16026,-3383,7,-16,-3
3,297,101018,568,-15967,-3399,7,-23,0
3,298,101023,620,-15991,-3397,6,-23,1
3,299,101028,641,-16015,-3374,6,-15,1
3,300,101033,621,-16035,-3402,5,-6,1
3,301,101038,671,-16065,-3418,5,4,1
3,302,101043,658,-16095,-3341,4,12,0
3,303,101048,614,-16163,-3379,3,15,-1
3,304,101053,611,-16210,-3283,3,17,2
3,305,101058,599,-16167,-3248,5,18,1
3,306,101063,539,-16144,-3248,5,23,2
3,307,101068,524,-16156,-3274,3,29,2
3,308,101073,598,-16162,-3288,0,30,4
3,309,101078,700,-16114,-3333,1,30,5
3,310,101083,700,-16048,-3266,1,34,5
3,311,101088,601,-16045,-3308,3,35,3
3,312,101093,584,-16038,-3304,3,28,4
3,313,101098,608,-16010,-3295,2,19,7
3,314,101103,645,-16016,-3259,1,7,8
3,315,101108,581,-16009,-3260,2,-7,6
3,316,101113,558,-16012,-3247,5,-21,6
3,317,101118,599,-15968,-3301,5,-32,8
3,318,101123,613,-15992,-3326,3,-36,10
3,319,101128,639,-16024,-3323,2,-38,11
3,320,101133,656,-16054,-3334,4,-36,9
3,321,101138,637,-16042,-3355,2,-31,9
3,322,101143,605,-15992,-3380,2,-20,10
3,323,101148,580,-16018,-3355,0,-4,9
3,324,101153,605,-16032,-3321,-1,12,12
3,325,101158,602,-16006,-3326,-2,27,13
3,326,101163,587,-15948,-3329,-3,37,11
3,327,101168,494,-15941,-3326,-3,38,9
3,328,101173,423,-15909,-3303,-2,30,11
3,329,101178,397,-15909,-3265,-2,19,13
3,330,101183,458,-15878,-3284,-2,7,14
3,331,101188,543,-15877,-3344,0,-3,15
3,332,101193,532,-15832,-3367,2,-15,15
3,333,101198,488,-15819,-3413,1,-23,16
3,334,101203,465,-15822,-3401,1,-30,18
3,335,101208,582,-15837,-3394,-1,-24,21
3,336,101213,742,-15843,-3326,-4,-7,23
3,337,101218,723,-15838,-3295,-3,15,22
3,338,101223,600,-15882,-3302,-7,36,23
3,339,101228,461,-15892,-3252,-9,56,23
3,340,101233,355,-15879,-3216,-11,76,25
3,341,101238,377,-15840,-3124,-19,99,30
3,342,101243,571,-15850,-3085,-22,120,35
3,343,101248,630,-15854,-3074,-23,140,38
3,344,101253,502,-15801,-3152,-24,150,39
3,345,101258,316,-15809,-3236,-28,152,41
3,346,101263,306,-15842,-3220,-33,142,48
3,347,101268,285,-15887,-3216,-33,125,55
3,348,101273,212,-15966,-3221,-31,101,58
3,349,101278,98,-16069,-3260,-34,73,61
3,350,101283,100,-16112,-3267,-35,39,67
3,351,101288,146,-16073,-3331,-34,13,74
3,352,101293,268,-16042,-3479,-35,1,80
3,353,101298,289,-16070,-3611,-36,-6,85
3,354,101303,230,-16039,-3670,-38,-13,92
3,355,101308,247,-16075,-3675,-41,-16,97
3,356,101313,266,-16080,-3626,-42,-13,108
3,357,101318,293,-16080,-3619,-46,-6,116
3,358,101323,222,-16038,-3718,-46,4,121
3,359,101328,63,-16104,-3660,-51,12,128
3,360,101333,-38,-16141,-3582,-57,13,137
3,361,101338,-51,-16184,-3556,-60,15,146
3,362,101343,-11,-16144,-3544,-63,26,151
3,363,101348,-24,-16052,-3597,-65,39,162
3,364,101353,-89,-16095,-3653,-69,45,169
3,365,101358,-111,-16097,-3749,-72,45,178
3,366,101363,-208,-16081,-3718,-76,42,186
3,367,101368,-307,-16087,-3656,-82,33,194
3,368,101373,-326,-16144,-3711,-85,27,204
3,369,101378,-254,-16130,-3800,-88,25,215
3,370,101383,-185,-16037,-3845,-92,21,224
3,371,101388,-241,-15937,-3889,-97,19,231
3,372,101393,-367,-15914,-3917,-98,18,235
3,373,101398,-499,-15878,-3972,-101,12,245
3,374,101403,-602,-15916,-3903,-107,-2,257
3,375,101408,-599,-15890,-3819,-111,-12,265
3,376,101413,-637,-15858,-3924,-114,-18,272
3,377,101418,-577,-15787,-3980,-116,-18,281
3,378,101423,-547,-15705,-4019,-119,-14,289
3,379,101428,-552,-15709,-4105,-124,-5,296
3,380,101433,-607,-15760,-4114,-131,9,305
3,381,101438,-573,-15795,-4119,-135,24,315
3,382,101443,-433,-15790,-4033,-144,43,326
3,383,101448,-394,-15763,-3990,-148,66,333
3,384,101453,-547,-15776,-3993,-150,85,337
3,385,101458,-734,-15753,-4021,-154,91,345
3,386,101463,-798,-15761,-4024,-161,88,356
3,387,101468,-738,-15748,-3932,-166,81,368
3,388,101473,-760,-15866,-3890,-170,73,373
3,389,101478,-820,-15911,-3863,-174,61,380
3,390,101483,-795,-15855,-3929,-178,46,387
3,391,101488,-748,-15830,-4039,-182,35,397
3,392,101493,-754,-15895,-4061,-186,31,406
3,393,101498,-713,-15969,-4006,-195,34,414
3,394,101503,-670,-16023,-3957,-197,39,423
3,395,101508,-676,-16018,-4059,-199,49,427
3,396,101513,-767,-16002,-4178,-204,61,432
3,397,101518,-868,-16010,-4161,-211,64,439
3,398,101523,-910,-16016,-4018,-215,61,451
3,399,101528,-896,-16080,-4043,-220,62,459
3,400,101533,-863,-16104,-4162,-224,65,465
3,401,101538,-854,-16043,-4120,-227,64,475
3,402,101543,-873,-16029,-4056,-232,66,479
3,403,101548,-873,-15987,-4024,-235,71,485
3,404,101553,-1021,-16000,-4068,-237,76,490
3,405,101558,-1172,-15990,-4095,-240,73,496
3,406,101563,-1256,-16007,-4053,-243,58,500
3,407,101568,-1341,-16035,-4013,-248,35,506
3,408,101573,-1349,-16085,-4012,-250,4,517
3,409,101578,-1215,-16100,-4152,-253,-3,523
3,410,101583,-1119,-16077,-4189,-257,0,526
3,411,101588,-1089,-16044,-4185,-258,4,532
3,412,101593,-1138,-16011,-4179,-261,12,536
3,413,101598,-1129,-15957,-4198,-264,21,542
3,414,101603,-1130,-15933,-4213,-267,30,546
3,415,101608,-1249,-15905,-4145,-269,33,548
3,416,101613,-1471,-15854,-4082,-269,24,549
3,417,101618,-1589,-15809,-4080,-268,5,554
3,418,101623,-1586,-15779,-4192,-267,-15,559
3,419,101628,-1665,-15881,-4218,-267,-32,563
3,420,101633,-1629,-15880,-4197,-268,-44,565
3,421,101638,-1560,-15844,-4248,-268,-50,569
3,422,101643,-1466,-15786,-4430,-269,-39,571
3,423,101648,-1377,-15722,-4603,-270,-14,573
3,424,101653,-1310,-15652,-4610,-275,19,577
3,425,101658,-1384,-15655,-4557,-274,49,579
3,426,101663,-1579,-15625,-4443,-274,73,578
3,427,101668,-1763,-15652,-4304,-275,82,580
3,428,101673,-1862,-15720,-4241,-276,82,583
3,429,101678,-1985,-15729,-4160,-276,81,582
3,430,101683,-2080,-15709,-4163,-276,76,582
3,431,101688,-2104,-15687,-4220,-275,64,581
3,432,101693,-1998,-15630,-4384,-274,53,580
3,433,101698,-1919,-15636,-4369,-275,47,581
3,434,101703,-1805,-15634,-4273,-275,41,582
3,435,101708,-1794,-15634,-4287,-276,34,582
3,436,101713,-1836,-15620,-4234,-273,24,581
3,437,101718,-2114,-15621,-4315,-270,7,576
3,438,101723,-2334,-15653,-4327,-265,-18,573
3,439,101728,-2385,-15712,-4339,-266,-45,576
3,440,101733,-2208,-15721,-4378,-267,-65,576
3,441,101738,-2009,-15726,-4478,-265,-71,572
3,442,101743,-2031,-15674,-4600,-259,-70,567
3,443,101748,-2170,-15651,-4758,-257,-69,562
3,444,101753,-2322,-15622,-4826,-255,-67,559
3,445,101758,-2390,-15652,-4803,-253,-63,557
3,446,101763,-2386,-15664,-4813,-253,-52,554
3,447,101768,-2457,-15641,-4843,-250,-42,546
3,448,101773,-2560,-15638,-4885,-249,-34,538
3,449,101778,-2597,-15586,-5001,-246,-26,534
3,450,101783,-2619,-15561,-5035,-243,-9,527
3,451,101788,-2647,-15531,-5026,-242,14,520
3,452,101793,-2655,-15498,-5051,-239,33,511
3,453,101798,-2659,-15525,-5067,-236,47,504
3,454,101803,-2642,-15486,-5088,-233,60,497
3,455,101808,-2639,-15437,-5040,-232,74,488
3,456,101813,-2599,-15403,-5051,-230,91,481
3,457,101818,-2567,-15386,-4994,-228,106,472
3,458,101823,-2689,-15295,-4966,-222,111,461
