event_id,seq,ts_us,ax,ay,az,gx,gy,gz
1,0,546808,2375,-16200,-1285,-5,-95,3
1,1,546813,2241,-16155,-1289,0,-115,3
1,2,546818,2275,-16071,-1418,4,-130,1
1,3,546823,2428,-15991,-1468,8,-142,-3
1,4,546828,2631,-16003,-1427,9,-149,0
1,5,546833,2632,-16030,-1424,9,-150,-1
1,6,546838,2698,-16025,-1486,8,-143,-6
1,7,546843,2727,-16037,-1576,4,-133,-3
1,8,546848,2825,-16065,-1661,0,-117,1
1,9,546853,2969,-16045,-1540,0,-96,2
1,10,546858,3104,-16082,-1463,-7,-74,3
1,11,546863,3197,-16093,-1419,-11,-49,6
1,12,546868,3231,-16112,-1436,-16,-21,9
1,13,546873,3139,-16143,-1493,-21,9,12
1,14,546878,3049,-16139,-1491,-25,39,17
1,15,546883,2917,-16118,-1513,-27,61,24
1,16,546888,2797,-16159,-1485,-30,77,26
1,17,546893,2680,-16134,-1471,-30,83,26
1,18,546898,2591,-16143,-1402,-31,79,26
1,19,546903,2471,-16175,-1273,-28,69,25
1,20,546908,2427,-16145,-1260,-24,54,24
1,21,546913,2319,-16188,-1222,-22,30,22
1,22,546918,2311,-16201,-1308,-16,7,17
1,23,546923,2273,-16156,-1304,-10,-19,13
1,24,546928,2311,-16203,-1305,-4,-48,11
1,25,546933,2391,-16130,-1407,-2,-71,9
1,26,546938,2506,-16134,-1439,3,-88,6
1,27,546943,2592,-16126,-1495,6,-100,6
1,28,546948,2646,-16131,-1441,7,-106,4
1,29,546953,2751,-16074,-1430,8,-102,2
1,30,546958,2805,-16108,-1533,7,-92,1
1,31,546963,3021,-16025,-1384,6,-73,4
1,32,546968,2823,-16087,-1440,-2,-53,9
1,33,546973,3006,-16086,-1553,-5,-33,8
1,34,546978,2930,-16042,-1385,-4,-7,15
1,35,546983,2875,-16051,-1406,-9,13,17
1,36,546988,2810,-16063,-1437,-15,29,15
1,37,546993,2664,-16105,-1412,-16,41,19
1,38,546998,2552,-16170,-1428,-16,47,20
1,39,547003,2599,-16147,-1502,-15,45,20
1,40,547008,2538,-16174,-1466,-13,35,19
1,41,547013,2531,-16252,-1411,-8,19,16
1,42,547018,2497,-16276,-1360,-5,5,14
1,43,547023,2545,-16221,-1371,-2,-12,12
1,44,547028,2602,-16234,-1409,1,-26,11
1,45,547033,2672,-16211,-1456,4,-36,9
1,46,547038,2704,-16213,-1425,5,-41,7
1,47,547043,2743,-16196,-1457,6,-41,8
1,48,547048,2782,-16166,-1448,6,-34,7
1,49,547053,2810,-16148,-1428,5,-26,9
1,50,547058,2792,-16176,-1415,3,-18,10
1,51,547063,2815,-16171,-1365,0,-6,11
1,52,547068,2765,-16168,-1402,-1,6,11
1,53,547073,2792,-16157,-1382,-4,14,13
1,54,547078,2773,-16137,-1381,-5,25,14
1,55,547083,2663,-16142,-1354,-5,32,16
1,56,547088,2559,-16113,-1491,-3,38,16
1,57,547093,2532,-16111,-1469,-2,40,13
1,58,547098,2503,-16112,-1382,-4,34,11
1,59,547103,2534,-16111,-1301,-2,29,10
1,60,547108,2485,-16068,-1264,0,23,9
1,61,547113,2437,-16098,-1406,3,13,8
1,62,547118,2427,-16148,-1411,4,2,7
1,63,547123,2401,-16086,-1332,7,-9,5
1,64,547128,2378,-16077,-1381,8,-19,1
1,65,547133,2437,-16077,-1462,10,-33,0
1,66,547138,2535,-16093,-1501,15,-42,-1
1,67,547143,2602,-16060,-1449,16,-47,-4
1,68,547148,2674,-16123,-1323,18,-51,-4
1,69,547153,2778,-16128,-1313,18,-50,-4
1,70,547158,2759,-16127,-1348,15,-45,-4
1,71,547163,2774,-16132,-1420,13,-37,-2
1,72,547168,2786,-16090,-1410,14,-30,0
1,73,547173,2826,-16029,-1363,16,-27,1
1,74,547178,2945,-16060,-1358,12,-17,-3
1,75,547183,2896,-16096,-1396,10,-5,1
1,76,547188,2819,-16070,-1425,7,7,4
1,77,547193,2740,-16089,-1425,5,18,2
1,78,547198,2666,-16107,-1546,6,30,5
1,79,547203,2601,-16119,-1591,5,33,6
1,80,547208,2635,-16179,-1536,5,35,7
1,81,547213,2603,-16172,-1417,8,29,3
1,82,547218,2553,-16205,-1381,8,20,-2
1,83,547223,2571,-16231,-1393,10,11,-1
1,84,547228,2573,-16189,-1422,14,1,0
1,85,547233,2590,-16170,-1482,14,-9,-1
1,86,547238,2581,-16182,-1535,16,-17,-4
1,87,547243,2566,-16217,-1570,19,-24,-6
1,88,547248,2598,-16214,-1542,23,-28,-7
1,89,547253,2636,-16163,-1410,22,-28,-7
1,90,547258,2716,-16181,-1277,19,-25,-8
1,91,547263,2815,-16162,-1323,20,-21,-7
1,92,547268,2859,-16144,-1423,16,-13,-5
1,93,547273,2798,-16170,-1466,13,-8,-5
1,94,547278,2768,-16158,-1513,14,-3,-5
1,95,547283,2735,-16112,-1487,14,6,-4
1,96,547288,2831,-16098,-1423,14,15,-3
1,97,547293,2901,-16048,-1422,10,26,-3
1,98,547298,2907,-16026,-1419,7,36,-1
1,99,547303,2941,-16000,-1424,6,50,2
1,100,547308,2885,-16000,-1421,3,66,3
1,101,547313,2796,-16013,-1428,0,79,4
1,102,547318,2730,-16054,-1381,-3,91,6
1,103,547323,2684,-16066,-1376,-4,97,8
1,104,547328,2547,-16093,-1440,-3,96,10
1,105,547333,2420,-16104,-1451,-3,88,8
1,106,547338,2351,-16151,-1359,1,72,6
1,107,547343,2384,-16140,-1322,5,52,3
1,108,547348,2392,-16162,-1315,9,27,1
1,109,547353,2452,-16145,-1290,12,1,0
1,110,547358,2539,-16171,-1289,18,-31,-3
1,111,547363,2604,-16130,-1351,18,-38,-5
1,112,547368,2678,-16120,-1432,19,-42,-3
1,113,547373,2746,-16124,-1444,19,-41,-1
1,114,547378,2833,-16136,-1447,17,-33,-1
1,115,547383,2935,-16123,-1476,14,-20,-1
1,116,547388,2953,-16134,-1474,11,-5,0
1,117,547393,2902,-16187,-1411,5,13,3
1,118,547398,2861,-16198,-1418,1,32,6
1,119,547403,2862,-16184,-1465,-2,51,11
1,120,547408,2783,-16147,-1440,-7,69,11
1,121,547413,2692,-16128,-1480,-11,79,12
1,122,547418,2607,-16181,-1492,-10,85,13
1,123,547423,2486,-16206,-1454,-8,87,14
1,124,547428,2314,-16243,-1444,-8,81,14
1,125,547433,2277,-16264,-1452,-7,69,11
1,126,547438,2270,-16281,-1468,-6,50,8
1,127,547443,2279,-16293,-1454,-1,28,4
1,128,547448,2268,-16316,-1388,3,6,1
1,129,547453,2257,-16307,-1367,9,-18,0
1,130,547458,2346,-16273,-1421,9,-35,-1
1,131,547463,2417,-16270,-1432,11,-49,-5
1,132,547468,2523,-16197,-1407,13,-57,-9
1,133,547473,2617,-16190,-1315,14,-58,-10
1,134,547478,2769,-16140,-1396,12,-51,-8
1,135,547483,2850,-16105,-1381,8,-35,-3
1,136,547488,2549,-16199,-1580,-1,-19,-1
1,137,547493,2813,-16152,-1598,0,0,-8
1,138,547498,2519,-16115,-1360,-3,26,1
1,139,547503,2570,-16199,-1682,-13,38,2
1,140,547508,2697,-16180,-1712,-10,44,0
1,141,547513,2558,-16196,-1496,-6,55,3
1,142,547518,2504,-16227,-1432,-8,50,1
1,143,547523,2474,-16239,-1322,-9,43,-3
1,144,547528,2416,-16230,-1242,-8,35,-1
1,145,547533,2450,-16220,-1343,-7,21,-3
1,146,547538,2475,-16187,-1391,-3,6,-6
1,147,547543,2472,-16112,-1288,0,-9,-7
1,148,547548,2564,-16087,-1297,1,-22,-9
1,149,547553,2630,-16062,-1353,0,-30,-8
1,150,547558,2673,-16011,-1332,-1,-27,-8
1,151,547563,2759,-16025,-1394,-3,-19,-8
1,152,547568,2723,-16042,-1372,-5,-10,-5
1,153,547573,2738,-16061,-1353,-6,-1,-4
1,154,547578,2750,-16074,-1505,-9,11,-3
1,155,547583,2718,-16030,-1561,-11,24,-1
1,156,547588,2653,-16037,-1467,-13,32,1
1,157,547593,2634,-16038,-1370,-14,36,1
1,158,547598,2606,-16062,-1302,-16,36,2
1,159,547603,2570,-16013,-1347,-15,35,0
1,160,547608,2519,-16022,-1398,-15,28,0
1,161,547613,2585,-16028,-1389,-14,19,2
1,162,547618,2614,-16009,-1344,-11,11,0
1,163,547623,2583,-16050,-1373,-9,-1,0
1,164,547628,2603,-16039,-1355,-9,-7,-1
1,165,547633,2642,-16050,-1419,-9,-11,-2
1,166,547638,2634,-16081,-1489,-8,-15,0
1,167,547643,2640,-16021,-1424,-6,-20,1
1,168,547648,2692,-16054,-1340,-3,-25,-1
1,169,547653,2701,-16046,-1286,-6,-24,-3
1,170,547658,2742,-16063,-1338,-8,-24,1
1,171,547663,2771,-16057,-1444,-10,-24,1
1,172,547668,2822,-16069,-1371,-9,-22,2
1,173,547673,2880,-16094,-1326,-12,-16,3
1,174,547678,2961,-16088,-1335,-15,-7,5
1,175,547683,2965,-16112,-1457,-18,6,6
1,176,547688,2928,-16136,-1530,-19,21,9
1,177,547693,2842,-16199,-1513,-22,34,14
1,178,547698,2736,-16230,-1489,-24,44,15
1,179,547703,2703,-16285,-1471,-23,50,14
1,180,547708,2656,-16265,-1500,-23,47,15
1,181,547713,2556,-16298,-1523,-23,40,15
1,182,547718,2519,-16331,-1468,-22,27,13
1,183,547723,2477,-16313,-1396,-20,13,11
1,184,547728,2424,-16327,-1446,-16,-5,8
1,185,547733,2449,-16305,-1464,-11,-19,7
1,186,547738,2442,-16278,-1553,-11,-33,4
1,187,547743,2478,-16272,-1569,-8,-46,3
1,188,547748,2574,-16278,-1495,-4,-55,1
1,189,547753,2632,-16245,-1481,-5,-55,-1
1,190,547758,2709,-16201,-1409,-5,-48,0
1,191,547763,2680,-16179,-1375,-6,-39,3
1,192,547768,2682,-16163,-1444,-11,-26,3
1,193,547773,2714,-16120,-1507,-14,-13,5
1,194,547778,2792,-16075,-1461,-17,1,3
1,195,547783,2808,-16084,-1403,-20,16,6
1,196,547788,2740,-16095,-1335,-23,31,8
1,197,547793,2581,-16138,-1371,-26,46,10
1,198,547798,2546,-16146,-1444,-29,57,12
1,199,547803,2504,-16151,-1518,-28,59,15
1,200,547808,2436,-16188,-1429,-27,53,12
1,201,547813,2380,-16209,-1345,-24,44,8
1,202,547818,2322,-16240,-1376,-20,30,6
1,203,547823,2289,-16258,-1386,-20,13,4
1,204,547828,2226,-16215,-1448,-14,-4,3
1,205,547833,2255,-16184,-1477,-13,-23,-1
1,206,547838,2301,-16160,-1441,-8,-44,-3
1,207,547843,2449,-16166,-1423,-3,-60,-7
1,208,547848,2550,-16131,-1499,-2,-69,-8
1,209,547853,2590,-16117,-1490,-2,-72,-8
1,210,547858,2663,-16118,-1474,-3,-66,-9
1,211,547863,2688,-16109,-1445,-5,-52,-7
1,212,547868,2760,-16043,-1425,-6,-35,-4
1,213,547873,2837,-16076,-1412,-11,-15,-3
1,214,547878,2827,-16068,-1466,-15,4,0
1,215,547883,2743,-16051,-1519,-20,21,1
1,216,547888,2651,-16063,-1507,-21,33,2
1,217,547893,2632,-16092,-1451,-20,40,4
1,218,547898,2551,-16107,-1363,-22,42,4
1,219,547903,2522,-16117,-1331,-22,40,3
1,220,547908,2500,-16157,-1429,-22,31,2
1,221,547913,2530,-16189,-1555,-19,16,2
1,222,547918,2550,-16196,-1521,-13,3,2
1,223,547923,2551,-16188,-1446,-8,-11,-5
1,224,547928,2590,-16220,-1450,-7,-17,-6
1,225,547933,2635,-16263,-1441,-8,-23,-4
1,226,547938,2629,-16234,-1511,-7,-23,-2
1,227,547943,2671,-16217,-1602,-6,-25,-2
1,228,547948,2731,-16179,-1552,-3,-28,-4
1,229,547953,2787,-16148,-1481,-3,-27,-4
1,230,547958,2815,-16107,-1453,-8,-17,-5
1,231,547963,2783,-16115,-1414,-10,-7,-3
1,232,547968,2758,-16116,-1469,-10,4,-1
1,233,547973,2806,-16092,-1522,-13,13,1
1,234,547978,2743,-16087,-1536,-14,24,2
1,235,547983,2723,-16098,-1518,-15,34,3
1,236,547988,2713,-16148,-1482,-17,40,4
1,237,547993,2583,-16152,-1479,-16,46,4
1,238,547998,2555,-16180,-1429,-15,43,4
1,239,548003,2597,-16183,-1423,-13,37,5
1,240,548008,2625,-16147,-1386,-14,32,4
1,241,548013,2630,-16131,-1436,-14,25,1
1,242,548018,2541,-16140,-1486,-12,17,1
1,243,548023,2516,-16167,-1497,-10,17,2
1,244,548028,2539,-16169,-1481,-10,12,1
1,245,548033,2562,-16159,-1494,-10,9,2
1,246,548038,2646,-16164,-1465,-7,9,-1
1,247,548043,2655,-16155,-1441,-8,8,-1
1,248,548048,2525,-16153,-1546,-10,7,1
1,249,548053,2468,-16196,-1601,-8,4,0
1,250,548058,2459,-16142,-1567,-5,1,-1
1,251,548063,2472,-16145,-1571,-5,-4,-2
1,252,548068,2516,-16149,-1449,-4,-10,-2
1,253,548073,2545,-16175,-1413,-2,-13,-3
1,254,548078,2512,-16191,-1488,-2,-18,-4
1,255,548083,2548,-16216,-1498,0,-23,-6
1,256,548088,2610,-16190,-1459,1,-25,-5
1,257,548093,2687,-16172,-1382,1,-25,-5
1,258,548098,2767,-16203,-1422,-2,-21,-4
