event_id,seq,ts_us,ax,ay,az,gx,gy,gz
2,0,98557,4550,-12900,-8368,-48,-102,-36
2,1,98562,4663,-12917,-8610,-44,-109,-36
2,2,98567,4605,-13002,-8844,-47,-105,-33
2,3,98572,4531,-13017,-8689,-42,-109,-34
2,4,98577,4700,-12934,-8459,-37,-120,-40
2,5,98582,4788,-12837,-8427,-36,-115,-42
2,6,98587,4676,-12853,-8550,-41,-98,-38
2,7,98592,4544,-12924,-8707,-42,-89,-39
2,8,98597,4692,-12851,-8798,-39,-87,-45
2,9,98602,4831,-12749,-8788,-39,-81,-47
2,10,98607,4748,-12810,-8864,-40,-75,-47
2,11,98612,4605,-12864,-8813,-34,-80,-47
2,12,98617,4504,-12927,-8768,-23,-93,-50
2,13,98622,4480,-12949,-8771,-9,-115,-54
2,14,98627,4540,-12920,-8675,5,-138,-56
2,15,98632,4574,-12936,-8605,14,-157,-58
2,16,98637,4627,-12890,-8599,24,-165,-64
2,17,98642,4665,-12860,-8629,22,-160,-65
2,18,98647,4593,-12821,-8686,20,-147,-70
2,19,98652,4252,-12729,-8362,9,-136,-86
2,20,98657,4896,-13345,-9258,-19,-131,-120
2,21,98662,5044,-13028,-8940,20,-135,-112
2,22,98667,4912,-12929,-8638,19,-103,-89
2,23,98672,4316,-13094,-8477,-7,-64,-80
2,24,98677,4592,-12721,-8613,4,-68,-99
2,25,98682,4483,-12883,-8732,-5,-56,-99
2,26,98687,4251,-13027,-8773,-9,-50,-94
2,27,98692,4449,-12868,-8588,4,-65,-104
2,28,98697,4658,-12804,-8629,14,-76,-112
2,29,98702,4478,-12947,-8699,13,-80,-108
2,30,98707,4244,-13124,-8806,18,-91,-106
2,31,98712,4543,-12966,-8632,50,-145,-118
2,32,98717,4476,-13028,-8558,56,-161,-121
2,33,98722,4356,-13087,-8602,63,-177,-123
2,34,98727,4370,-13065,-8736,68,-185,-127
2,35,98732,4569,-12985,-8849,71,-186,-131
2,36,98737,4710,-12877,-8792,70,-176,-136
2,37,98742,4685,-12855,-8710,64,-163,-140
2,38,98747,4512,-12916,-8690,58,-148,-142
2,39,98752,4335,-13018,-8765,54,-140,-146
2,40,98757,4319,-13028,-8782,56,-141,-151
2,41,98762,4425,-13002,-8760,63,-144,-157
2,42,98767,4575,-12882,-8733,64,-143,-159
2,43,98772,4585,-12919,-8738,61,-137,-160
2,44,98777,4533,-12992,-8718,59,-131,-159
2,45,98782,4418,-13046,-8718,58,-129,-161
2,46,98787,4389,-12979,-8724,60,-129,-165
2,47,98792,4400,-12946,-8708,64,-135,-167
2,48,98797,4411,-12964,-8642,68,-141,-168
2,49,98802,4412,-12982,-8706,70,-147,-169
2,50,98807,4304,-13036,-8840,73,-154,-170
2,51,98812,4321,-12951,-8862,79,-164,-173
2,52,98817,4440,-12841,-8806,83,-169,-177
2,53,98822,4440,-12858,-8695,81,-169,-179
2,54,98827,4421,-12843,-8698,79,-164,-181
2,55,98832,4544,-12830,-8734,78,-164,-185
2,56,98837,4589,-12874,-8587,76,-159,-190
2,57,98842,4565,-12973,-8612,68,-149,-191
2,58,98847,4530,-13010,-8678,63,-139,-191
2,59,98852,4556,-12985,-8707,63,-131,-196
2,60,98857,4608,-12929,-8784,64,-130,-198
2,61,98862,4543,-12983,-8712,63,-130,-196
2,62,98867,4480,-13009,-8680,68,-142,-194
2,63,98872,4445,-12964,-8703,76,-158,-195
2,64,98877,4419,-12985,-8704,85,-183,-192
2,65,98882,4470,-13084,-8680,93,-207,-193
2,66,98887,4629,-13134,-8661,102,-222,-195
2,67,98892,4696,-13172,-8738,104,-231,-195
2,68,98897,4692,-13225,-8705,101,-228,-197
2,69,98902,4761,-13219,-8623,97,-215,-201
2,70,98907,4786,-13217,-8697,86,-193,-201
2,71,98912,4704,-13204,-8793,77,-171,-204
2,72,98917,4591,-13248,-8701,72,-161,-207
2,73,98922,4487,-13251,-8549,71,-154,-208
2,74,98927,4400,-13261,-8670,68,-153,-211
2,75,98932,4341,-13296,-8759,68,-156,-212
2,76,98937,4382,-13241,-8729,73,-165,-214
2,77,98942,4471,-13202,-8711,80,-174,-217
2,78,98947,4542,-13189,-8723,82,-181,-216
2,79,98952,4460,-13289,-8848,78,-187,-215
2,80,98957,4431,-13321,-8785,85,-194,-216
2,81,98962,4495,-13251,-8797,87,-195,-216
2,82,98967,4560,-13196,-8788,87,-192,-218
2,83,98972,4642,-13231,-8759,85,-185,-221
2,84,98977,4610,-13301,-8827,75,-175,-220
2,85,98982,4624,-13241,-8734,69,-162,-223
2,86,98987,4684,-13143,-8723,68,-155,-224
2,87,98992,4644,-13120,-8665,64,-146,-223
2,88,98997,4653,-13123,-8761,61,-136,-223
2,89,99002,4737,-12994,-8733,58,-134,-224
2,90,99007,4804,-12955,-8713,57,-137,-225
2,91,99012,4763,-12976,-8644,60,-141,-222
2,92,99017,4617,-13004,-8741,63,-151,-212
2,93,99022,4595,-13018,-8767,69,-165,-210
2,94,99027,4716,-12933,-8783,77,-183,-210
2,95,99032,4832,-12884,-8864,85,-195,-209
2,96,99037,4843,-12741,-8762,90,-203,-207
2,97,99042,4731,-12791,-8619,89,-204,-202
2,98,99047,4628,-12872,-8499,85,-205,-195
2,99,99052,4609,-12970,-8604,85,-210,-190
2,100,99057,4727,-12971,-8694,93,-217,-194
2,101,99062,4851,-12880,-8653,96,-217,-199
2,102,99067,4946,-12813,-8559,89,-205,-197
2,103,99072,4969,-12855,-8632,77,-186,-190
2,104,99077,4866,-12861,-8649,71,-169,-185
2,105,99082,4761,-12905,-8696,68,-163,-182
2,106,99087,4687,-12941,-8589,65,-159,-180
2,107,99092,4692,-13015,-8540,63,-157,-177
2,108,99097,4752,-12957,-8550,64,-151,-176
2,109,99102,4806,-12951,-8738,67,-151,-173
2,110,99107,4808,-13000,-8751,65,-149,-169
2,111,99112,4753,-12973,-8617,64,-148,-165
2,112,99117,4748,-13020,-8646,63,-148,-160
2,113,99122,4690,-12974,-8712,67,-149,-154
2,114,99127,4606,-12897,-8808,69,-154,-149
2,115,99132,4669,-12799,-8749,72,-165,-148
2,116,99137,4703,-12902,-7818,82,-182,-146
2,117,99142,4251,-12850,-7389,94,-204,-141
2,118,99147,4070,-13035,-9767,74,-201,-114
2,119,99152,4129,-13194,-9495,87,-227,-117
2,120,99157,4941,-12846,-8608,112,-250,-138
2,121,99162,5293,-12593,-8210,97,-193,-138
2,122,99167,4985,-12752,-8825,55,-138,-123
2,123,99172,4392,-12976,-8665,38,-114,-114
2,124,99177,4149,-12914,-8035,34,-99,-116
2,125,99182,4623,-12784,-8585,27,-65,-117
2,126,99187,4728,-12705,-9092,12,-30,-110
2,127,99192,4564,-12816,-8935,-1,-14,-102
2,128,99197,4395,-12974,-8345,-1,-19,-98
2,129,99202,4199,-13081,-8302,0,-25,-89
2,130,99207,4138,-13102,-8667,4,-37,-74
2,131,99212,4237,-13043,-8847,16,-64,-67
2,132,99217,4635,-13012,-8698,27,-90,-64
2,133,99222,4747,-12972,-8433,27,-97,-62
2,134,99227,4620,-12976,-8562,21,-84,-54
2,135,99232,4455,-13013,-8748,16,-72,-48
2,136,99237,4463,-13029,-8614,10,-65,-47
2,137,99242,4658,-12955,-8472,7,-53,-46
2,138,99247,4804,-12898,-8543,-2,-29,-43
2,139,99252,4713,-12972,-8664,-14,-5,-38
2,140,99257,4613,-12994,-8703,-23,10,-34
2,141,99262,4598,-13089,-8514,-27,16,-29
2,142,99267,4674,-13090,-8414,-30,21,-24
2,143,99272,4725,-13051,-8548,-31,24,-17
2,144,99277,4740,-13003,-8681,-33,27,-11
2,145,99282,4770,-13021,-8703,-36,29,-7
