event_id,swing_id,sample_rate_hz,total_samples,pre_samples,post_samples,impact_index_in_event,address_start_us,backswing_start_us,forward_start_us,impact_us,follow_start_us,end_us,event_start_us,event_end_us
10,42,200,1000,600,400,600,828389831,832249694,832968688,833369720,833369720,833945312,828829193,827307250
