event_id,seq,ts_us,ax,ay,az,gx,gy,gz
11,0,1122693572,-57,-4047,-814,-1,11,10
11,1,1122701141,-57,-4047,-814,-2,6,11
11,2,1122708679,-43,-4042,-801,0,1,9
11,3,1122716217,-50,-4043,-788,0,2,11
11,4,1122723754,-44,-4046,-824,0,2,9
11,5,1122731323,-41,-4050,-828,0,0,10
11,6,1122738891,-41,-4050,-828,0,2,10
11,7,1122746429,-64,-4045,-802,-2,5,10
11,8,1122753997,-73,-4045,-804,0,5,9
11,9,1122761566,-58,-4048,-828,1,6,10
11,10,1122769134,-58,-4048,-828,1,5,8
11,11,1122776702,-55,-4039,-816,-2,7,6
11,12,1122784271,-67,-4046,-796,0,4,8
11,13,1122791809,-65,-4045,-807,-4,7,7
11,14,1122799377,-65,-4045,-807,-2,5,7
11,15,1122806945,-51,-4043,-811,-1,6,6
11,16,1122814514,-53,-4040,-815,-1,7,6
11,17,1122822174,-64,-4049,-819,-4,8,6
11,18,1122829742,-64,-4049,-819,-1,7,6
11,19,1122837280,-70,-4046,-814,2,7,6
11,20,1122844818,-66,-4041,-816,1,9,4
11,21,1122852416,-58,-4042,-807,-1,11,4
11,22,1122859954,-58,-4042,-807,1,11,5
11,23,1122867584,-61,-4046,-796,-3,15,4
11,24,1122875152,-50,-4046,-818,0,15,3
11,25,1122882720,-36,-4046,-822,-1,12,2
11,26,1122890350,-48,-4046,-807,1,11,5
11,27,1122897918,-48,-4046,-807,-1,13,2
11,28,1122905517,-59,-4043,-797,-1,13,5
11,29,1122913085,-42,-4047,-802,-2,14,2
11,30,1122920654,-50,-4045,-817,1,10,4
11,31,1122928192,-50,-4045,-817,0,14,4
11,32,1122935760,-58,-4045,-831,1,15,4
11,33,1122943298,-66,-4045,-828,-1,19,2
11,34,1122950866,-63,-4044,-824,0,31,2
11,35,1122958435,-63,-4044,-824,-2,37,3
11,36,1122965972,-41,-4043,-833,-1,48,0
11,37,1122973510,-38,-4045,-828,-1,55,0
11,38,1122981048,-44,-4046,-794,-1,71,-1
11,39,1122988586,-44,-4046,-794,-1,78,-1
11,40,1122996154,-60,-4042,-795,-2,79,0
11,41,1123003723,-88,-4049,-832,-2,77,-1
11,42,1123011260,-122,-4049,-811,-3,60,-5
11,43,1123018798,-122,-4049,-811,0,51,-4
11,44,1123026397,-146,-4050,-795,1,30,-5
11,45,1123033966,-151,-4051,-821,2,18,-6
11,46,1123041564,-143,-4053,-828,4,4,-10
11,47,1123049133,-118,-4055,-816,4,9,-11
11,48,1123056732,-118,-4055,-816,6,11,-13
11,49,1123064300,-107,-4044,-813,5,22,-16
11,50,1123071899,-100,-4046,-809,3,29,-18
11,51,1123079467,-69,-4043,-800,2,41,-19
11,52,1123087127,-69,-4043,-800,2,45,-18
11,53,1123094726,-46,-4047,-805,1,51,-21
11,54,1123102294,-38,-4046,-789,-1,55,-22
11,55,1123109893,-28,-4035,-768,-1,58,-22
11,56,1123117431,-28,-4035,-768,0,59,-19
11,57,1123125000,1,-4037,-764,-2,46,-20
11,58,1123132568,0,-4040,-765,-2,43,-18
11,59,1123140106,-27,-4038,-762,-5,26,-16
11,60,1123147674,-27,-4038,-762,-4,19,-15
11,61,1123155242,1,-4039,-757,-4,1,-14
11,62,1123162780,36,-4034,-777,-6,-3,-12
11,63,1123170349,54,-4040,-786,-6,4,-9
11,64,1123177947,54,-4040,-786,-7,4,-7
11,65,1123185485,17,-4038,-764,-9,4,-8
11,66,1123193023,20,-4031,-763,-8,0,-3
11,67,1123200561,59,-4031,-787,-9,-2,0
11,68,1123208099,57,-4031,-785,-10,0,1
11,69,1123215667,57,-4031,-785,-12,0,3
11,70,1123223236,45,-4035,-771,-14,-4,10
11,71,1123230773,54,-4034,-762,-16,-5,10
11,72,1123238342,56,-4029,-767,-15,-11,10
11,73,1123245910,56,-4029,-767,-14,-13,15
11,74,1123253479,44,-4035,-764,-13,-27,22
11,75,1123261016,24,-4035,-765,-16,-35,21
11,76,1123268554,9,-4032,-750,-16,-56,24
11,77,1123276153,9,-4032,-750,-18,-65,26
11,78,1123283691,-1,-4033,-755,-20,-85,28
11,79,1123291320,-15,-4033,-769,-19,-95,30
11,80,1123298889,-23,-4035,-775,-18,-111,32
11,81,1123306457,-23,-4035,-775,-20,-116,32
11,82,1123314086,-31,-4040,-772,-20,-120,35
11,83,1123321655,-38,-4040,-765,-20,-118,35
11,84,1123329254,-45,-4038,-793,-23,-116,33
11,85,1123336822,-45,-4038,-793,-22,-114,33
11,86,1123344390,-60,-4038,-795,-24,-111,34
11,87,1123351928,-72,-4041,-792,-23,-107,35
11,88,1123359497,-66,-4042,-814,-24,-103,32
11,89,1123367034,-57,-4042,-839,-25,-104,32
11,90,1123374572,-57,-4042,-839,-25,-101,32
11,91,1123382110,-58,-4040,-835,-22,-101,33
11,92,1123389678,-68,-4042,-847,-22,-100,34
11,93,1123397216,-77,-4041,-861,-27,-90,31
11,94,1123404785,-77,-4041,-861,-22,-83,30
11,95,1123412322,-79,-4043,-866,-23,-69,31
11,96,1123419891,-92,-4047,-882,-23,-64,32
11,97,1123427459,-100,-4041,-889,-21,-51,28
11,98,1123435028,-100,-4041,-889,-18,-45,28
11,99,1123442596,-100,-4049,-903,-20,-40,25
11,100,1123450164,-107,-4039,-934,-15,-39,27
11,101,1123457733,-123,-4046,-920,-12,-35,25
11,102,1123465332,-123,-4046,-920,-9,-33,26
11,103,1123472869,-133,-4049,-902,-7,-30,22
11,104,1123480438,-142,-4050,-913,-7,-27,19
11,105,1123488006,-147,-4049,-904,-5,-20,18
11,106,1123495635,-147,-4049,-904,-7,-11,17
11,107,1123503204,-137,-4046,-866,-4,6,14
11,108,1123510772,-110,-4046,-857,-1,13,12
11,109,1123518402,-87,-4043,-850,-4,29,9
11,110,1123525970,-88,-4041,-834,-6,41,9
11,111,1123533569,-88,-4041,-834,-4,46,10
11,112,1123541137,-74,-4043,-837,-4,55,8
11,113,1123548706,-60,-4041,-848,-3,59,10
11,114,1123556243,-59,-4040,-854,-4,58,10
11,115,1123563812,-59,-4040,-854,-3,55,14
11,116,1123571380,-74,-4035,-850,-2,45,12
11,117,1123578948,-92,-4039,-845,-1,33,14
11,118,1123586517,-99,-4033,-837,2,19,14
