event_id,swing_id,sample_rate_hz,total_samples,pre_samples,post_samples,impact_index_in_event,address_start_us,backswing_start_us,forward_start_us,impact_us,follow_start_us,end_us,event_start_us,event_end_us
1,3,200,1000,600,400,600,88958070,90653070,91398071,91868070,91868070,92208070,88868070,93863070
2,4,200,1000,600,400,600,93268070,107263070,108038070,108503070,108503070,108514016,105503070,110498070
3,5,200,1000,600,400,600,114838070,116588070,117233070,117713070,117713070,118103070,114713070,119708070
