event_id,swing_id,sample_rate_hz,total_samples,pre_samples,post_samples,impact_index_in_event,address_start_us,backswing_start_us,forward_start_us,impact_us,follow_start_us,end_us,event_start_us,event_end_us
8,37,200,1000,600,400,600,934022107,936132107,936867107,936902107,936902107,938022107,933902107,938897107
9,38,200,1000,600,400,600,942952107,947967107,948602107,948637107,948637107,949317107,945637107,950632107
10,39,200,1000,600,400,600,950642107,959907107,960537107,960572107,960572107,961247107,957572107,962567107
11,43,200,1000,600,400,600,1104087107,1105582107,1106222107,1106727107,1106727107,1107047107,1103727107,1108722107
12,44,200,1000,600,400,600,1107552107,1121942107,1122797107,1122832107,1122832107,1123562107,1119832107,1124827107
13,47,200,1000,600,400,600,1252962107,1254987107,1255662107,1256117107,1256117107,1256977107,1253117107,1258112107
14,50,200,1000,600,400,600,1275987107,1277177107,1277767107,1278037107,1278122107,1279057107,1275037107,1280032107
15,54,200,1000,600,400,600,1310587107,1313317107,1313912107,1314372107,1314372107,1315202107,1311372107,1316367107
16,60,200,1000,600,400,600,1463852107,1464532107,1465122107,1465157107,1465157107,1466287107,1462157107,1467152114
