event_id,swing_id,sample_rate_hz,total_samples,pre_samples,post_samples,impact_index_in_event,address_start_us,backswing_start_us,forward_start_us,impact_us,follow_start_us,end_us,event_start_us,event_end_us
1,2,200,1000,600,400,600,32998080,33583080,34213080,34723080,34723080,35313080,31723080,36718080
2,3,200,1000,600,400,600,36003149,54983080,55598080,56108080,56108080,56443080,53108080,58103080
3,4,200,1000,600,400,600,57558080,63268080,63903150,64358080,64358080,64628080,61358067,66353080
4,5,200,1000,600,400,600,66483067,71013080,71608080,72033080,72033080,72893080,69033067,74028080
5,6,200,1000,600,400,600,74098067,80243080,80938080,81413080,81413080,81713080,78413080,83408080
6,7,200,1000,600,400,600,83303080,89098080,89753080,90268080,90268080,90853080,87269822,92263080
7,8,200,1000,600,400,600,91788080,99493080,100143080,100608080,100608080,100888080,97608080,102603080
8,9,200,1000,600,400,600,102243080,109398080,110013080,110483080,110483080,110743080,107483080,112478080
