x-axis,1
second,Volt
-100.000E-06,+3.292500019E+00
-99.900E-06,+3.290202819E+00
-99.800E-06,+3.289283939E+00
-99.700E-06,+3.288135339E+00
-99.600E-06,+3.288824499E+00
-99.500E-06,+3.290662259E+00
-99.400E-06,+3.288594779E+00
-99.300E-06,+3.290891979E+00
-99.200E-06,+3.289283939E+00
-99.100E-06,+3.289283939E+00
-99.000E-06,+3.288824499E+00
-98.900E-06,+3.289283939E+00
-98.800E-06,+3.289513659E+00
-98.700E-06,+3.290202819E+00
-98.600E-06,+3.290891979E+00
-98.500E-06,+3.289513659E+00
-98.400E-06,+3.288135339E+00
-98.300E-06,+3.290432539E+00
-98.200E-06,+3.290432539E+00
-98.100E-06,+3.288135339E+00
-98.000E-06,+3.290891979E+00
-97.900E-06,+3.292500019E+00
-97.800E-06,+3.292500019E+00
-97.700E-06,+3.289513659E+00
-97.600E-06,+3.290891979E+00
-97.500E-06,+3.288824499E+00
-97.400E-06,+3.289513659E+00
-97.300E-06,+3.289283939E+00
-97.200E-06,+3.290891979E+00
-97.100E-06,+3.289283939E+00
-97.000E-06,+3.289283939E+00
-96.900E-06,+3.292040579E+00
-96.800E-06,+3.289283939E+00
-96.700E-06,+3.289513659E+00
-96.600E-06,+3.289283939E+00
-96.500E-06,+3.289283939E+00
-96.400E-06,+3.289973099E+00
-96.300E-06,+3.290891979E+00
-96.200E-06,+3.289283939E+00
-96.100E-06,+3.289283939E+00
-96.000E-06,+3.287905619E+00
-95.900E-06,+3.290202819E+00
-95.800E-06,+3.290891979E+00
-95.700E-06,+3.292040579E+00
-95.600E-06,+3.256893415E+00
-95.500E-06,+3.290432539E+00
-95.400E-06,+3.287675899E+00
-95.300E-06,+3.289283939E+00
-95.200E-06,+3.291810859E+00
-95.100E-06,+3.281243738E+00
-95.000E-06,+3.286527298E+00
-94.900E-06,+3.288135339E+00
-94.800E-06,+3.289283939E+00
-94.700E-06,+3.292500019E+00
-94.600E-06,+3.288135339E+00
-94.500E-06,+3.291121699E+00
-94.400E-06,+3.287675899E+00
-94.300E-06,+3.289283939E+00
-94.200E-06,+3.290891979E+00
-94.100E-06,+3.289743379E+00
-94.000E-06,+3.290432539E+00
-93.900E-06,+3.289283939E+00
-93.800E-06,+3.288824499E+00
-93.700E-06,+3.292500019E+00
-93.600E-06,+3.288824499E+00
-93.500E-06,+3.290891979E+00
-93.400E-06,+3.289283939E+00
-93.300E-06,+3.289283939E+00
-93.200E-06,+3.271365777E+00
-93.100E-06,+3.292729739E+00
-93.000E-06,+3.289283939E+00
-92.900E-06,+3.287905619E+00
-92.800E-06,+3.289054219E+00
-92.700E-06,+3.289283939E+00
-92.600E-06,+3.293418899E+00
-92.500E-06,+3.292729739E+00
-92.400E-06,+3.291581139E+00
-92.300E-06,+3.289283939E+00
-92.200E-06,+3.291581139E+00
-92.100E-06,+3.289283939E+00
-92.000E-06,+3.290432539E+00
-91.900E-06,+3.288135339E+00
-91.800E-06,+3.288135339E+00
-91.700E-06,+3.293189179E+00
-91.600E-06,+3.286067858E+00
-91.500E-06,+3.289513659E+00
-91.400E-06,+3.289513659E+00
-91.300E-06,+3.289973099E+00
-91.200E-06,+3.289283939E+00
-91.100E-06,+3.289973099E+00
-91.000E-06,+3.291810859E+00
-90.900E-06,+3.290891979E+00
-90.800E-06,+3.290891979E+00
-90.700E-06,+3.289743379E+00
-90.600E-06,+3.292729739E+00
-90.500E-06,+3.288135339E+00
-90.400E-06,+3.287905619E+00
-90.300E-06,+3.289973099E+00
-90.200E-06,+3.287675899E+00
-90.100E-06,+3.290891979E+00
-90.000E-06,+3.290891979E+00
-89.900E-06,+3.290432539E+00
-89.800E-06,+3.290432539E+00
-89.700E-06,+3.287905619E+00
-89.600E-06,+3.288594779E+00
-89.500E-06,+3.290891979E+00
-89.400E-06,+3.290891979E+00
-89.300E-06,+3.290891979E+00
-89.200E-06,+3.290432539E+00
-89.100E-06,+3.290202819E+00
-89.000E-06,+3.289054219E+00
-88.900E-06,+3.290202819E+00
-88.800E-06,+3.289283939E+00
-88.700E-06,+3.290891979E+00
-88.600E-06,+3.289513659E+00
-88.500E-06,+3.290432539E+00
-88.400E-06,+3.288594779E+00
-88.300E-06,+3.290662259E+00
-88.200E-06,+3.290202819E+00
-88.100E-06,+3.290891979E+00
-88.000E-06,+3.290202819E+00
-87.900E-06,+3.290662259E+00
-87.800E-06,+3.290432539E+00
-87.700E-06,+3.290202819E+00
-87.600E-06,+3.290891979E+00
-87.500E-06,+3.287675899E+00
-87.400E-06,+3.290891979E+00
-87.300E-06,+3.290891979E+00
-87.200E-06,+3.289283939E+00
-87.100E-06,+3.288365059E+00
-87.000E-06,+3.289283939E+00
-86.900E-06,+3.291121699E+00
-86.800E-06,+3.289513659E+00
-86.700E-06,+3.289283939E+00
-86.600E-06,+3.290891979E+00
-86.500E-06,+3.289283939E+00
-86.400E-06,+3.289283939E+00
-86.300E-06,+3.289743379E+00
-86.200E-06,+3.286757018E+00
-86.100E-06,+3.292270299E+00
-86.000E-06,+3.289283939E+00
-85.900E-06,+3.288135339E+00
-85.800E-06,+3.290662259E+00
-85.700E-06,+3.288824499E+00
-85.600E-06,+3.288135339E+00
-85.500E-06,+3.289283939E+00
-85.400E-06,+3.290202819E+00
-85.300E-06,+3.287675899E+00
-85.200E-06,+3.290891979E+00
-85.100E-06,+3.290891979E+00
-85.000E-06,+3.239204973E+00
-84.900E-06,+3.289513659E+00
-84.800E-06,+3.289283939E+00
-84.700E-06,+3.289283939E+00
-84.600E-06,+3.289283939E+00
-84.500E-06,+3.289283939E+00
-84.400E-06,+3.290662259E+00
-84.300E-06,+3.290891979E+00
-84.200E-06,+3.290432539E+00
-84.100E-06,+3.289513659E+00
-84.000E-06,+3.288594779E+00
-83.900E-06,+3.289283939E+00
-83.800E-06,+3.290891979E+00
-83.700E-06,+3.291351419E+00
-83.600E-06,+3.291121699E+00
-83.500E-06,+3.290891979E+00
-83.400E-06,+3.289513659E+00
-83.300E-06,+3.288365059E+00
-83.200E-06,+3.287675899E+00
-83.100E-06,+3.290891979E+00
-83.000E-06,+3.289513659E+00
-82.900E-06,+3.290432539E+00
-82.800E-06,+3.288824499E+00
-82.700E-06,+3.289513659E+00
-82.600E-06,+3.290891979E+00
-82.500E-06,+3.287675899E+00
-82.400E-06,+3.290891979E+00
-82.300E-06,+3.292500019E+00
-82.200E-06,+3.289743379E+00
-82.100E-06,+3.289743379E+00
